Entertain_tags,number,overlap_num,overlap_word
그냥,3,0,[]
연말,3,2,"['연말파티', '연말레시피']"
christmasdinner,3,1,['christmasdinnerlobster']
스테이크파티,3,0,[]
수술,3,3,"['라식수술', '눈수술', '라섹수술']"
카톡내용,3,0,[]
chickenmachine,3,1,['friedchickenmachine']
인형뽑기기계새우튀김,3,0,[]
friedchickenmachine,3,0,[]
강부자,3,1,['강부자가']
치킨야식,3,0,[]
야식뽑아먹기,3,0,[]
asianchickenfood,3,0,[]
배달음식,3,0,[]
조가비,3,0,[]
브이로그,3,3,"['덕질브이로그', '영국브이로그', '국가비브이로그']"
크리스마스레시피,3,0,[]
졸리비,3,0,[]
꾹눈,3,2,"['꾹눈덩이', '꾹눈사람']"
꾹눈덩이,3,0,[]
꾹사람,3,0,[]
꾹작은손,3,0,[]
꾹tv눈,3,2,"['꾹tv눈사람', '꾹tv눈덩이']"
상담,3,3,"['연애고민상담', '연애상담', '고민상담']"
인성,3,1,['김이브인성']
lobsterdinner,3,0,[]
2018,3,8,"['2018자카르타팔렘방아시안게임', 'june2018', 'summer2018', 'fism2018', 'tr?nthanh2018', '2018臺北最high新年城', '무도수능2018', '수능2018']"
gabiekook,3,0,[]
영국브이로그,3,0,[]
영국남자국가비,3,0,[]
가비,3,8,"['국가비', '조가비', '영국남자국가비', '국가비크리스마스', '국가비브이로그', '헬로가비', '졸리국가비', '헬로우가비']"
괴물,3,1,['액체괴물']
연말레시피,3,0,[]
국가비크리스마스,3,0,[]
hellogabie,3,0,[]
랍스타,3,0,[]
국가비브이로그,3,0,[]
레시피,3,3,"['크리스마스레시피', '연말레시피', '심플레시피']"
크리스마스파티,3,0,[]
영국남자크루,3,0,[]
헬로가비,3,0,[]
christmasdinnerlobster,3,0,[]
christmasvlog,3,0,[]
졸리국가비,3,0,[]
헬로우가비,3,0,[]
koreanfriedchicken,3,0,[]
또래오래,3,0,[]
라이스치킨,3,0,[]
베이블레이드버스트경기,3,0,[]
phuongtrinhjolie,3,0,[]
ph??ngtrinhjolie,3,1,['ph??ngtrinhjoliegi?ng?igi?ngai']
ph??ngtrinhjoliegi?ng?igi?ngai,3,0,[]
onlyc,3,1,['onlycgi?ng?igi?ngai']
베이블레이드특별한경기장,3,0,[]
gi?ng?igi?ngait?p10,3,1,['gi?ng?igi?ngait?p10full']
gi?ng?igi?ngait?p10full,3,0,[]
giongaigiongaitap10,3,1,['giongaigiongaitap10full']
onlycgi?ng?igi?ngai,3,0,[]
giongaigiongaitap10full,3,0,[]
화장대,3,0,[]
고민,3,4,"['연애고민상담', '연애고민', '고민해결쇼', '고민상담']"
공항교신,3,0,[]
에어포스1,3,0,[]
에어포스원,3,0,[]
관제사,3,2,"['관제사교신', '[실제교신]비행기를헬기로착각한관제사']"
관제사교신,3,0,[]
영문번역,3,0,[]
비행교신,3,0,[]
이별장면,3,0,[]
#홍석현,3,1,['#홍석현회장']
슬픔,3,0,[]
무한상사야유회,3,0,[]
무한도전며느리,3,0,[]
졸림,3,1,['졸림방지']
잠깨기,3,1,['잠깨기용품']
잠깨기용품,3,0,[]
베이블레이드솥뚜껑,3,0,[]
윰댕김이브,3,0,[]
friedchicken,3,3,"['friedchickenmachine', 'koreanfriedchicken', 'friedchickenclawmachine']"
박가린,3,0,[]
koreanchicken,3,0,[]
충격고백,3,0,[]
왕세자,3,0,[]
제천,3,0,[]
#박근혜,3,3,"['#박근혜대통령', '#박근혜박정희', '#박근혜국정농단']"
나이트메어롱기누스,3,0,[]
특별한경기장,3,1,['베이블레이드특별한경기장']
새로운경기장,3,1,['베이블레이드새로운경기장']
팽이경기장,3,0,[]
베이블레이드스태디움,3,0,[]
몬카트,3,1,['몬카트메가로이드']
베이블레이드버스트갓레이어,3,0,[]
솥뚜껑경기장,3,0,[]
경기장,3,10,"['베이블레이드경기장', '대형경기장', '스프리건레퀴엠무한경기장', '베이블레이드특별한경기장', '특별한경기장', '새로운경기장', '팽이경기장', '솥뚜껑경기장', '베이블레이드새로운경기장', '경기장보관함']"
몬카트메가로이드,3,0,[]
솥뚜껑챌린지,3,0,[]
치킨배달,3,0,[]
짱깽뽀,3,0,[]
chickeninclawmachine,3,0,[]
bhq,3,0,[]
치킨뽑기기계,3,0,[]
friedchickenclawmachine,3,0,[]
재밌는치킨게임,3,0,[]
여자bj,3,0,[]
솥뚜껑,3,3,"['베이블레이드솥뚜껑', '솥뚜껑경기장', '솥뚜껑챌린지']"
챌린지놀이,3,0,[]
베이블레이드새로운경기장,3,0,[]
예능레전드.,3,0,[]
웃긴영상.,3,0,[]
레전드.,3,1,['예능레전드.']
알고보면초라한영화속비하인드7가지,3,0,[]
꾹tv크리스마스,3,0,[]
닥터스트레인지,3,0,[]
디즈니,3,0,[]
꾹눈사람,3,0,[]
알고보면초라한영화속제작과정top7,3,0,[]
어벤져스인피니티워,3,0,[]
알고보면초라한영화속장면top7,3,0,[]
가디언즈오브갤럭시,3,0,[]
에이지오브울트론,3,0,[]
2012,3,0,[]
헤르미온느,3,0,[]
김이브대도서관,3,0,[]
김이브인성,3,0,[]
국제결혼,3,0,[]
bj사이다,3,0,[]
꾹tv눈사람,3,0,[]
김이브논란,3,0,[]
style,3,0,[]
살인,3,3,"['a6살인사건', '연쇄살인', '살인마']"
국제부부,3,0,[]
국제연애,3,0,[]
stereotypes,3,0,[]
文化の違い,3,0,[]
日本人,3,0,[]
유학생,3,0,[]
국제커플단점,3,0,[]
국제커플미국,3,0,[]
영화속촬영비하인드스토리,3,0,[]
마블영화비하인드모음영상top7,3,0,[]
韓?人,3,0,[]
영화속cg전후top7,3,0,[]
realbarca,3,2,"['realbarcasieukinhđi?n', 'realbarca23122017']"
프로야구,3,0,[]
롯데,3,0,[]
barcavsreal,3,0,[]
fa,3,40,"['fancam', 'fasteater', 'fatedtoloveyou', 'fallenkingdom', 'ellenfans', 'famous', 'fangirls', 'danfarah', 'joeygraceffa', 'fallinlovelyz', 'fangcao', 'fangcaochannel', 'btsfanfic', 'fa대박', 'fancon', 'jinfancam', '171225jungkookfocusfancam', 'fashion', '171225jungkookfancam', 'fan', 'fallin', 'fansign', 'fanboy', 'btsfan', 'exofan', 'vixxfan', 'astrofan', 'produce101fan', 'seventeenfan', 'nctfan', 'bapfan', 'knkfan', 'infinitefan', 'got7fan', 'jungkookfanboymoments', 'jungkookfanboyingoveriu', 'fallen', 'bestofanmolkcsong', 'favegirls', 'twicefancam']"
야구장,3,0,[]
강민호,3,0,[]
realmadrid,3,0,[]
두산,3,0,[]
fa대박,3,0,[]
김현수,3,0,[]
realbarcasieukinhđi?n,3,0,[]
울프오브월스트리트,3,0,[]
토르라그나로크,3,0,[]
부산팬콘,3,0,[]
fancon,3,0,[]
sieukinhđi?n,3,1,['realbarcasieukinhđi?n']
realbarca23122017,3,0,[]
꾹성탄절,3,0,[]
팬콘,3,1,['부산팬콘']
第一印象,3,0,[]
국제커플,3,6,"['국제커플단점', '국제커플미국', '국제커플일본', '국제커플스위스', '국제커플첫만남', '국제커플장점']"
그루트,3,0,[]
꾹크리스마스,3,0,[]
캡틴아메리카,3,1,['캡틴아메리카시빌워']
캡틴아메리카시빌워,3,0,[]
어벤져스2,3,0,[]
遠距離,3,1,['遠距離?愛']
結婚,3,1,['?際結婚']
작은손,3,2,"['꾹작은손', '꾹tv작은손']"
꾹손,3,0,[]
꾹tv손,3,0,[]
사람,3,8,"['사람에게돈과여유가생기면나타나는변화', '눈사람', '꾹사람', '꾹눈사람', '꾹tv눈사람', '꾹tv사람', '사람자르기', '신이선택한사람들']"
편견,3,0,[]
culturaldifferences,3,0,[]
문화차이,3,0,[]
?際結婚,3,0,[]
languagebarrier,3,0,[]
外?語,3,0,[]
海外生活,3,0,[]
遠距離?愛,3,0,[]
국제커플일본,3,0,[]
interracialcouples,3,0,[]
internationalrelations,3,0,[]
언어장벽,3,0,[]
ステレオタイプ,3,0,[]
interracialdating,3,0,[]
デ?ト,3,0,[]
규호와세라,3,0,[]
日韓,3,0,[]
국제커플스위스,3,0,[]
?際?愛,3,0,[]
internationalcouple,3,0,[]
국제커플첫만남,3,0,[]
트와이스뮤비해석,3,0,[]
트와이스heartshaker뮤비해석,3,0,[]
눈덩이,3,2,"['꾹눈덩이', '꾹tv눈덩이']"
로또,3,0,[]
꾹tv눈덩이,3,0,[]
꾹tv작은손,3,0,[]
국제커플장점,3,0,[]
러너교,3,0,[]
韓?語,3,0,[]
mixedcouple,3,0,[]
김이브vs윰댕,3,0,[]
아프리카bj,3,0,[]
코트,3,0,[]
留?,3,0,[]
앰브로,3,0,[]
꾹tv사람,3,0,[]
폭설,3,2,"['꾹tv폭설', '꾹폭설']"
꽃자,3,1,['세야꽃자']
윤마,3,0,[]
손,3,58,"['#손석희', '#손석희의저주', '#손석희변희재', '손석희', '금손', '#손석희태블릿pc', '손학규', '손혜원', '#변희재손석희', '#손석희앵커', '#변희재손석희의저주', '손오공', '꾹작은손', '작은손', '꾹손', '꾹tv손', '꾹tv작은손', '손혁찬', '#손석희구속', '#손석희의저주북콘서트', '#jtbc손석희앵커', '손석희아들', '손석희저주', '손석기', '손석희삼성', '손석희앵커', '손석희감옥', '손석기아나운서', '손석희최순실', '손석희의저주', '손석희태블릿', '손석희사장', '손석희병역특혜', '손석희국정농단', '손석희아나운서', '손석희구속', '손석기사장', '손석희jtbc', '#신동호손석희', '#손석희추가고발', '#손석희기자회견', '#변희재손석희조작', '#손석희조작', '#손석희앵커의민낯', '#손석희태블릿pc조작집회', '변희재손석희만남', '#손석희jtbc', '#손석희의저주판매량', '#손석희jtbc집회', '#손석희의조작', '#손석희의저주북콘서트전주', '#손석희의저주이벤트', '#손석희논문', '#손석희앵커규탄집회', '#jtbc손석희앵ㅇ커', '#손석희의저주교보', '#손석희강준만', '#손석희의저주그랜드슬램']"
꾹화이트,3,0,[]
범프리카,3,0,[]
꾹tv화이트,3,0,[]
꾹tv성탄절,3,0,[]
beauty,3,1,['kbeauty']
몸매,3,4,"['소녀시대몸매', '써니몸매', '아나운서몸매', '몸매쇼호스트']"
꾹tv폭설,3,0,[]
이상호,3,0,[]
man,3,32,"['romantic', 'samanedirimuni', 'achalasolamans', 'englishman', 'koreanenglishman', 'kingsman', 'manggaeboy', 'woman', 'holasoygerman', 'frozenman', 'manatarms', 'sillymann', 'performance', 'davidletterman', 'spiderman', 'amanda', 'ironmanasuit', 'manhole', 'ironman', 'letterman', 'imankap.이만갑.e308.171112', 'emmanhatkhanh', 'balkarsidhusuperhitromanticsong', 'balkarsidhuhitromanticsong', 'balkarsidhunewromanticsong2017', 'romanticsong', '이만갑.imankap.e312.171210', 'padmansongs', 'padmanofficialtrailer', 'padmantrailer', 'padman', 'padmanmovie']"
윰댕vs김이브,3,0,[]
해명,3,1,['세야해명']
런닝맨,3,0,[]
seya,3,1,['seya세야']
꾹폭설,3,0,[]
소희짱,3,0,[]
졸림방지,3,0,[]
신성일,3,0,[]
아리따움,3,0,[]
한국고기,3,0,[]
인형뽑기기계치킨,3,0,[]
요리실험,3,0,[]
cookbaconandsteakwithclawmachine,3,0,[]
인형뽑기기계요리,3,0,[]
인형뽑기기계로요리하기,3,0,[]
한지이,3,0,[]
sksksk,3,0,[]
도로시,3,0,[]
wang,3,1,['hwangchiyeul']
ねこてん,3,0,[]
realg?pbarca,3,0,[]
breathing,3,0,[]
그릴,3,0,[]
입소리,3,0,[]
ucsyp_gvs8rnjq83zzxcrnza,3,0,[]
불판,3,0,[]
뽑기기계요리,3,1,['인형뽑기기계요리']
치킨뽑아먹기,3,0,[]
인형뽑기기계실험,3,0,[]
병맛실험,3,0,[]
roleplay,3,0,[]
배달의민족,3,0,[]
bachetr?mtri?ukimdung,3,0,[]
소고기,3,0,[]
thachth?cdanhhait?p3,3,1,['thachth?cdanhhait?p3full']
thachthucdanhhaitap3full,3,0,[]
뽑기기계로삼겹살굽기,3,0,[]
thisinhgianh100tri?u,3,0,[]
옥수수,3,1,['옥수수콘']
seniro,3,0,[]
온라인,3,2,"['온라인게임', '#피파온라인3']"
외국,3,3,"['외국인', '외국인축구', '외국어서비스']"
trigger,3,0,[]
miniyu,3,0,[]
suzevi,3,0,[]
きまぐれクック,3,0,[]
종현발인,3,2,"['샤이니종현발인', '종현발인식']"
키,3,66,"['스키', '아이바마사키', '럭키', '럭키강이', '알파인스키', '스키점프', '스키장', '아이스하키', '갓발키리', '니키', '키친나이트메어', '니키양', '피키픽처스', '가상키보드', '꾹tv키보드', '꾹키보드', '레이저키보드', '꾹가상키보드', '꾹tv레이저키보드', '꾹프로젝터키보드', '키보드', '프로젝터키보드', '꾹tv가상키보드', '꾹레이저키보드', '꾹tv프로젝터키보드', '스트레이키즈방예담', '골드갓발키리', '스키장알바', '스키장보드', '스키장사고', '스키장개장', '스키장데이트', '스키숏턴', '스키카빙턴', '스키장리프트', '스키장노래', '스키활강', '스키초보', '니시키도료', '스프리건레퀴엠스트라이크갓발키리', '스프리건레퀴엠갓발키리', '스키타는법', '라인키즈폰', '스다마사키', '키스신', '썬더키티', '킨키', '꾹럭키박스', '꾹tv럭키박스', '럭키박스', '모델키', '스트라이크갓발키리', '파키케', '알키온', '브라키오', '머랭쿠키', '킨키비디오', '킨키키즈', '립스키', '유리립스키', '스트레이키즈', '드라키스쿵', '171125마스터키7화', '171125마스터키강다니엘', '강다니엘마스터키', '헬스키친']"
귀파기,3,0,[]
touko,3,0,[]
뽀모,3,0,[]
soy,3,1,['holasoygerman']
eraing,3,0,[]
massage,3,0,[]
meesh,3,0,[]
nomnomsammieboy,3,0,[]
미니유,3,0,[]
팅글,3,0,[]
rappeler,3,0,[]
매운닭발,3,0,[]
한신포차,3,0,[]
매운맛,3,0,[]
이어클리닝,3,0,[]
unclej&mia,3,0,[]
relaxing,3,0,[]
톰왔,3,0,[]
hyedy,3,0,[]
인터넷,3,5,"['인터넷방송', '인터넷쇼핑팁', '인터넷쇼핑', '인터넷쇼핑몰', '인터넷용어']"
속도,3,0,[]
cot?banchec?chi,3,0,[]
thachth?cdanhhait?p3full,3,0,[]
clawmachinecookingexperiment,3,0,[]
롤플레이,3,0,[]
howto,3,1,['howtomakemagnet']
멜팅샵,3,0,[]
여자친구에게편지,3,0,[]
음영섀도우,3,0,[]
슈에무라,3,0,[]
메이크업포에버,3,0,[]
틴트추천,3,0,[]
로드샵메이크업,3,0,[]
여자친구에게불러줄,3,0,[]
페리페라,3,0,[]
파우치소개,3,0,[]
미아파우치,3,0,[]
redstsn,3,0,[]
메이크업튜토리얼,3,0,[]
kbeauty,3,0,[]
브로우추천,3,0,[]
미아,3,4,"['미아파우치', '미아리뷰', '메이드인미아', '타미아미비행기']"
파우치추천,3,0,[]
파우치공개,3,0,[]
뷰티크리에이터,3,2,"['남자뷰티크리에이터', '남자뷰티크리에이터의일상']"
학생메이크업,3,0,[]
미아리뷰,3,0,[]
투쿨포스쿨,3,0,[]
yeondukong,3,0,[]
안나수이,3,0,[]
여자친구에게잘해주는법,3,0,[]
연두콩,3,0,[]
권회훈,3,0,[]
에뛰드하우스,3,0,[]
병맛요리,3,0,[]
파우치털기,3,0,[]
thachthucdanhhaitap3,3,1,['thachthucdanhhaitap3full']
kimjonghyun,3,0,[]
샤이니종현사망,3,0,[]
ティブイデイルリ,3,0,[]
티비데일리,3,0,[]
주영진,3,0,[]
관훈토론회,3,0,[]
tvdaily,3,0,[]
티브이데일리,3,0,[]
clawmachine,3,5,"['cookclawmachine', 'chickeninclawmachine', 'friedchickenclawmachine', 'cookbaconandsteakwithclawmachine', 'clawmachinecookingexperiment']"
소름,3,4,"['일반인들의소름돋는라이브', '소름주의', '대박소름', '소름돋는']"
인형뽑기기계삼겹살,3,0,[]
mystery,3,0,[]
허팝요리,3,0,[]
여자친구에게사랑받는법,3,0,[]
여자친구데이트,3,0,[]
태양,3,0,[]
스키타는법,3,0,[]
포니이펙트,3,0,[]
haul,3,0,[]
파우치,3,5,"['파우치소개', '미아파우치', '파우치추천', '파우치공개', '파우치털기']"
버츠비,3,0,[]
로드샵하울,3,0,[]
리락쿠마,3,0,[]
뷰티블렌더,3,0,[]
블러셔추천,3,0,[]
메이드인미아,3,0,[]
무뼈닭발,3,0,[]
트리거,3,0,[]
earcleaning,3,0,[]
kbsworldlive,3,0,[]
kbslive,3,0,[]
동방신기,3,2,"['동방신기종현', '동방신기일본']"
viyeumadentap13,3,0,[]
vymdtap13,3,0,[]
djmie,3,0,[]
bupbedj,3,0,[]
jinfocus,3,0,[]
jinfancam,3,0,[]
석진직캠,3,0,[]
정연,3,0,[]
film,3,1,['newnepalifilmtrailer']
안해,3,1,['겜도리안해']
나,3,113,"['유소나', '유인나', '공대생김하나', '박나래', '오나미', '나르샤', '아나운서', '나영석', '니노미야카즈나리', '나pd', '나루토', '나쁜사또', '콜롬비아나', '하나', '사람에게돈과여유가생기면나타나는변화', '무엇이보이나요', '이나영', '나태', '너무나', '나야나', '나훈아', '너에게나를보낸다', '공대생하나', '나몰라패밀리', '레나', '나인', '나몰라패밀리패러디', '나몰라', '나몰라패밀리아디다스', '나몰라패밀리브라', '나몰라패밀리여자', '나몰라패러디', '나몰라패밀리청바지', '키친나이트메어', '김나영', '나경원', '사장해임에배현진아나운서한마디', '박나래기안84', '나이트메어롱기누르', '꾹바나나', '자동차로수박밟고지나가기', '꾹tv바나나', '바나나', '사나', '자동차수박지나가기', '데이나', '나이트메어롱기누스', '토르라그나로크', '안나수이', '겜도리나만', '나만', '겜도리나', '블레이즈라그나로크', '믹스나인', '나노리스트', '집나가면개고생', '나이', '미나', '리플미나', '나혼자산다', '채리나', '나눔이벤트', '나눔', '가시나춤추기', '가시나거울모드', '가시나춤', '가시나춤배우기', '나가세토모야', '누나', '유튜버나도', '질투는나의힘', '나무늘보', '바나나액츄얼리', '너나보', '나단', '이제만나러갑니다.e308.82min19sec.171112.hdtv.1920x1080p-channela', '손석기아나운서', '손석희아나운서', '2017mbc연예대상박나래기안84', '박명수그랬구나', '박나래기안84입맞춤', '박나래기안84뽀뽀', '나연이승기', '유소나애교', '유소나무지개떡', '유소나옷', '유소나컨셉', '유소나섹시', '유소나핑클', '유소나춤', '유소나댄스', '유소나하이라이트', '유소나토크', '유소나흑역사', '유소나도도', '유소나이효리', '유소나노래', '유소나애송이', '월광소나타', '이제만나러갑니다.e312.82min14sec.171210.hdtv.1920x1080p-channela', '#배현진아나운서', '#신동호아나운서국장', '#배현진mbc아나운서', '#신동호아나운서', '나연', '아무거나', '배롱나무', '아나운서몸매', '아나운서섻', '아나운서섹시', '미녀아나운서', '디어클라우드나인', '나쁜오빠']"
달성,3,3,"['100점달성', '겜도리100점달성', '겜도리달성']"
겜도리라이더게임,3,0,[]
인기게임,3,1,['겜도리인기게임']
겜도리나만,3,0,[]
나만,3,1,['겜도리나만']
seokjin,3,0,[]
석진,3,4,"['지석진', '김석진', '석진직캠', '방탄소년단김석진']"
171225jungkookfocusfancam,3,0,[]
morethaneverjk,3,0,[]
171225정국,3,1,['171225정국직캠']
라이더게임,3,1,['겜도리라이더게임']
마이크드랍,3,0,[]
겜도리인기게임,3,0,[]
171225micdropbts,3,0,[]
운,3,55,"['배틀그라운드', '아나운서', '하성운', '크라운', '매운짬뽕', '매운음식', '리얼사운드', '구운치킨', '놀라운', '귀여운', '배틀그라운드명장면', '배틀그라운드레전드', '배틀그라운드대회', '운동', '뜨거운기름', '배틀그라운드사관학교', '사장해임에배현진아나운서한마디', '꾹tv리얼사운드', '무서운이야기', '꾹리얼사운드', '세상에서가장매운', '새로운경기장', '베이블레이드새로운경기장', '매운닭발', '매운맛', '무서운', '운전면허', '안타까운', '리얼사운드떵개', '리얼사운드먹방', '리얼사운드떵순', '하서운워너원고', '매운', '손석기아나운서', '손석희아나운서', ""'운'이좋아지는물건"", '바비브라운', '이팅사운드', '새해운세', '#배현진아나운서', '#신동호아나운서국장', '#배현진mbc아나운서', '#신동호아나운서', '풀기어려운문제', '운바기기도', '자식운', '운명', '재물운', '정진운', '빨간토마토무서운이야기', '슬기로운감빵생활', '아나운서몸매', '아나운서섻', '아나운서섹시', '미녀아나운서']"
trailer,3,8,"['anmolkcmoviekritrailer', 'newnepalimovietrailer2017', 'viralnepalitrailer', 'newnepalifilmtrailer', 'padmanofficialtrailer', 'bollywoodtrailer2017', 'padmantrailer', 'latestbollywoodmovietrailer']"
100점,3,3,"['100점달성', '겜도리100점', '겜도리100점달성']"
koreandrama,3,0,[]
대석장,3,0,[]
자몽티비,3,0,[]
인기급상승뉴스,3,0,[]
breakingnews,3,1,['#kdhbreakingnews']
라인프렌즈스마트폰,3,0,[]
휴대폰,3,0,[]
라인키즈폰,3,0,[]
trendingnews,3,0,[]
라인폰,3,0,[]
조회수4.989.283,3,0,[]
#최순실국정농단,3,0,[]
이혼이유,3,2,"['김용임남편시성웅이혼이유', '박해미남편황민이혼이유(이혼사유)']"
황민,3,2,"['황민현', '박해미남편황민이혼이유(이혼사유)']"
#상암동,3,0,[]
#언론조작,3,0,[]
#태극기집회,3,0,[]
김프로,3,0,[]
이십끼형,3,0,[]
맛녀,3,1,['맛녀석']
동훈,3,2,"['신동훈', '하동훈']"
수학능력시험,3,0,[]
#집회,3,0,[]
실시간tv,3,0,[]
hot,3,4,"['thehottestrankingshow', 'hotoil', 'hotoilburn', 'hotnews']"
sub,3,5,"['engsub', 'btsengsub', 'subscribe', 'upendrasubba', 'twiceengsub']"
kbsworld,3,1,['kbsworldlive']
kbsonair,3,0,[]
겜도리목표,3,0,[]
171225btsjungkook,3,0,[]
alexa,3,0,[]
viewed,3,0,[]
#검찰,3,0,[]
작약,3,1,['작약꽃']
prank,3,0,[]
step,3,1,['stephencolbert']
ドッキリ,3,0,[]
dub,3,0,[]
다이소,3,0,[]
시원,3,2,"['최시원', '고시원']"
jonghyeon,3,0,[]
영어,3,2,"['영어공부', '영어대화']"
쿠쿠크루,3,0,[]
일본어,3,1,['트와이스모모일본어']
nigahiga,3,0,[]
asia,3,11,"['asian', 'mnetasianmusicawards', 'asianchickenfood', ""asia'sgottalent"", 'asiasgottalentresultsshow2017', ""asia'sgottalent2017"", ""asia'sgottalentaudition"", 'asiasgottalent2017winner', ""asia'sgottalentseason22017"", ""asia'sgottalentseason2"", ""asia'sgottalents2""]"
popular,3,2,"['popularonyoutubeindia', 'mostpopularnepalimovie']"
이재용여자관계와연예인,3,0,[]
작약꽃,3,0,[]
#son,3,0,[]
#thuy,3,0,[]
cuckoocrew,3,0,[]
이케아,3,0,[]
스포츠서울,3,0,[]
shineejonghyun,3,2,"['shineejonghyundead', 'shineejonghyunmeninggal']"
irene,3,0,[]
joy,3,0,[]
seulgi,3,0,[]
yeri,3,1,['hyeri']
fun,3,6,"['whatthefun', 'funny', 'funnyvideo', 'funnyent', 'funnyvideos', 'twicefunnymoments']"
현아,3,1,['현아뮤비']
모바일게임라이더,3,1,['겜도리모바일게임라이더']
most,3,2,"['rapmoster', 'mostpopularnepalimovie']"
목표,3,1,['겜도리목표']
100점달성,3,1,['겜도리100점달성']
겜도리인기,3,1,['겜도리인기게임']
겜도리이쁨,3,0,[]
겜도리안해,3,0,[]
겜도리100점,3,1,['겜도리100점달성']
겜도리나,3,1,['겜도리나만']
라이더,3,5,"['겜도리라이더게임', '라이더게임', '모바일게임라이더', '겜도리라이더', '겜도리모바일게임라이더']"
겜도리100점달성,3,0,[]
겜도리라이더,3,1,['겜도리라이더게임']
겜도리모바일게임라이더,3,0,[]
겜도리달성,3,0,[]
171225,3,15,"['171225jungkookfocusfancam', '171225정국', '171225micdropbts', '171225btsjungkook', '171225jungkook', '171225정국직캠', '171225jungkookmicdrop', '171225micdrop정국', '171225bts', '171225jkfocus', '171225jungkookfancam', '171225micdrop', '171225winner', '171225winnerxblackpink', '171225blackpink']"
171225jungkook,3,3,"['171225jungkookfocusfancam', '171225jungkookmicdrop', '171225jungkookfancam']"
171225정국직캠,3,0,[]
171225jungkookmicdrop,3,0,[]
171225micdrop정국,3,0,[]
171225bts,3,1,['171225btsjungkook']
micdropjungkook,3,0,[]
mtejk,3,0,[]
171225jkfocus,3,0,[]
fashion,3,0,[]
171225jungkookfancam,3,0,[]
smosh,3,0,[]
현아뮤비,3,0,[]
171225micdrop,3,2,"['171225micdropbts', '171225micdrop정국']"
성덕,3,0,[]
고양이,3,1,['강다니엘고양이']
btsonellen,3,0,[]
한컷,3,0,[]
오뎅,3,0,[]
?限挑?第三季,3,0,[]
??第12期,3,0,[]
?限挑?第十二期,3,0,[]
????限挑?,3,0,[]
?挑第3季,3,0,[]
??第3季,3,0,[]
??ep.12,3,0,[]
?限挑?完整版,3,0,[]
gofighting!,3,0,[]
추위,3,0,[]
100개,3,0,[]
어묵,3,0,[]
한국아저씨,3,0,[]
사쿠라이,3,6,"['사쿠라이쇼', '중학생이된사쿠라이쇼(櫻井翔)~??재밌는일본광고(자막포함)', '사쿠라이쇼광고', '사쿠라이쇼cm', '출연:사쿠라이쇼(櫻井翔)제품:進?ゼミ中?講座', '사쿠라이쇼(櫻井翔)']"
嵐女?,3,0,[]
ニノさん,3,0,[]
mj長?,3,0,[]
長?智也,3,0,[]
松本,3,1,['松本潤']
오오미야,3,0,[]
tokio,3,0,[]
아라시꽁트,3,0,[]
菅田?暉,3,0,[]
嵐韓?,3,0,[]
?志祥?限挑?,3,0,[]
?限挑?官方高?,3,0,[]
jixiantiaozhan,3,0,[]
?限挑?三,3,0,[]
베이블레이드버스트랜덤박스,3,0,[]
랜덤부스터,3,4,"['랜덤부스터vol.8', '베이블레이드버스트갓랜덤부스터vol.8', '베이블레이드버스트랜덤부스터', '랜덤부스터7']"
랜덤,3,12,"['랜덤덱', '베이블레이드버스트랜덤박스', '랜덤부스터', '랜덤팽이', '랜덤부스터vol.8', '베이블레이드버스트갓랜덤부스터vol.8', '베이블레이드버스트랜덤부스터', '랜덤뽑기', '랜덤박스', '꾹랜덤박스', '꾹tv랜덤박스', '랜덤부스터7']"
랜덤팽이,3,0,[]
godlayersystem,3,0,[]
드라군스톰,3,0,[]
random,3,1,['randombooster']
랜덤부스터vol.8,3,1,['베이블레이드버스트갓랜덤부스터vol.8']
쉘터레귤루스,3,0,[]
예거이그드라실,3,0,[]
갓레이어,3,2,"['베이블레이드버스트갓레이어', '갓레이어시스템']"
베이블레이드버스트갓랜덤부스터vol.8,3,0,[]
rarebay,3,0,[]
갓레이어시스템,3,0,[]
블레이즈라그나로크,3,0,[]
베이블레이드버스트랜덤부스터,3,0,[]
booster,3,2,"['randombooster', '3on3battleboosterset']"
킬러데스사이저,3,0,[]
레어,3,2,"['레어팽이', '레어팽이보관함']"
알타크로노스,3,0,[]
rare,3,1,['rarebay']
?限挑?,3,21,"['??雷?限挑?', '?限挑?第三季', '?限挑?第十二期', '????限挑?', '?限挑?完整版', '?志祥?限挑?', '?限挑?官方高?', '?限挑?三', 'ep12?限挑?', '?雪?限挑?', '?渤?限挑?', '王迅?限挑?', '20171117?限挑?', '?限挑?ep12', '?磊?限挑?', '?限挑?20171117', '第12期?限挑?', '?限挑?第12期', '?限挑?第3季', '?限挑?第3季第12期', '?限挑?第12期完整版']"
ep12?限挑?,3,0,[]
사쿠사토,3,0,[]
스다마사키,3,0,[]
아라시여장,3,0,[]
꾹로켓북웨이브,3,0,[]
문구,3,3,"['꾹tv문구', '꾹문구', '문구점주인']"
꾹tv비싼,3,0,[]
꾹5만원,3,0,[]
꾹tv웨이브,3,0,[]
꾹비싼,3,0,[]
비싼,3,4,"['제일비싼', '꾹tv비싼', '꾹비싼', '비싼핸드폰']"
불남,3,2,"['꾹불남', '꾹tv불남']"
꾹tv화재,3,0,[]
화재,3,3,"['꾹tv화재', '꾹화재', '화재출동']"
꾹tv문구,3,0,[]
꾹웨이브,3,0,[]
