Entertain_tags,number,overlap_num,overlap_word
???????????????,9,11,"['?????????????????', '??????????????????', '????????????????', '???????????????????', '????????????????????????????', '????????????????????', '?????????????????????????????', '????????????????????????', '?????????????????????????', '?????????????????????', '???????????????????????????????']"
추미애,9,0,[]
홍익표,9,0,[]
김경수,9,0,[]
youtube,9,9,"['#youtube', 'youtubepororo', 'youtuberewind', '#youtuberewind', 'youtuberewind2017', 'koreanyoutuber', 'youtubersreact', 'yetiyetipaniyoutubedownloadhd', 'popularonyoutubeindia']"
stephencolbert,9,0,[]
독일빵,9,0,[]
매직,9,5,"['꾹매직', '꾹tv매직', '매직컨트롤', '루트매직', '투트오브매직']"
btsarmy,9,0,[]
핵꿀잼,8,0,[]
겜도리프라모델,8,0,[]
신혜선,8,0,[]
아버지가이상해,8,0,[]
대광,8,2,"['대광이형', '천대광']"
겜도리성공,8,0,[]
이재명,8,0,[]
ellenshow,8,2,"['theellenshow', 'btsellenshow']"
크리스신부님,8,0,[]
깸돌이,8,0,[]
장삐쭈,8,0,[]
킹스맨,8,1,['세야킹스맨']
미친남자,8,0,[]
겜도리리뷰,8,0,[]
겜도리장난감,8,0,[]
겜도리모바일게임,8,1,['겜도리모바일게임라이더']
박시후,8,0,[]
껨도리,8,0,[]
thelatelateshow,8,0,[]
겜도리실패,8,0,[]
kimchi,8,0,[]
트와이스하트쉐이커,8,1,['171231엔시티127마마무리액션트와이스하트쉐이커가요대제전']
카카오톡,8,3,"['#카카오톡', '꾹카카오톡', '꾹tv카카오톡']"
이태환,8,0,[]
약빤더빙,8,0,[]
서은수,8,0,[]
갬돌이,8,0,[]
화제,8,8,"['요즘화제가된', '청룡영화제', '171125청룡영화제', '청룡영화제축하공연', '청룡영화제축하무대', '청룡영화제진선규', '청룡영화제추모', '청룡영화제마마무']"
쇼미더머니,8,0,[]
남친,8,2,"['전남친', '비글남친']"
????one,8,0,[]
멋짐,8,1,['겜도리멋짐']
닭똥집,8,0,[]
겜도리조립,8,0,[]
갬도리,8,0,[]
???????????????????,8,7,"['????????????????????????????', '????????????????????', '?????????????????????????????', '????????????????????????', '?????????????????????????', '?????????????????????', '???????????????????????????????']"
껨돌이,8,0,[]
겜도리모바일,8,2,"['겜도리모바일게임', '겜도리모바일게임라이더']"
미용,8,0,[]
네이버웹툰,8,1,['#네이버웹툰']
겜도리게임,8,0,[]
겜도리꿀잼,8,0,[]
목소리,8,0,[]
one31,8,0,[]
철구형,8,0,[]
모바일,8,6,"['모바일게임;', '겜도리모바일게임', '겜도리모바일', '모바일게임', '모바일게임라이더', '겜도리모바일게임라이더']"
겜도리,8,40,"['겜도리프라모델', '겜도리성공', '겜도리리뷰', '겜도리장난감', '겜도리모바일게임', '겜도리실패', '겜도리조립', '겜도리모바일', '겜도리게임', '겜도리꿀잼', '겜도리멋짐', '겜도리합체', '겜도리실수', '겜도리꿀팁', '겜도리터치펜', '겜도리머리', '겜도리브레인', '겜도리브레인도트', '겜도리못함', '겜도리바보', '겜도리천재', '겜도리공짜터치펜', '겜도리알루미늄', '겜도리도트', '겜도리볼펜', '겜도리피규어', '겜도리호일', '겜도리라이더게임', '겜도리나만', '겜도리인기게임', '겜도리목표', '겜도리인기', '겜도리이쁨', '겜도리안해', '겜도리100점', '겜도리나', '겜도리100점달성', '겜도리라이더', '겜도리모바일게임라이더', '겜도리달성']"
koreanculture,8,0,[]
주말드라마,8,0,[]
문화,8,3,"['한류문화', '문화초강대국', '문화차이']"
병맛더빙,8,0,[]
영국남자들,8,0,[]
englishman,8,1,['koreanenglishman']
깻잎전,8,0,[]
joelbennett,8,0,[]
#kdhbreakingnews,8,0,[]
#showsbiz,8,0,[]
danandjoel,8,0,[]
한강,8,0,[]
단앤조엘,8,0,[]
영국신사,8,0,[]
koreanenglishman,8,0,[]
깸도리,8,0,[]
이쁨,8,1,['겜도리이쁨']
샘해밍턴,8,0,[]
겜도리멋짐,8,0,[]
여친,8,4,"['전여친', '비글여친', '형여친', '여친만드는방법']"
season6,8,0,[]
kingsman,8,0,[]
조니,8,1,['미친조니']
한국음식,8,0,[]
광장시장,8,0,[]
한국말,8,0,[]
ollie,8,0,[]
dan,8,51,"['janakasiriwardana', 'kangdaniel', 'thachth?cdanhhai', 'htvthachthucdanhhai', 'thachthucdanhhai', 'thumindudodanthanna', 'dance', 'bangtansonyeondan', 'danandjoel', 'tranthanhthachthucdanhhai', 'daniellapineda', 'tr??nggiangthachth?cdanhhai', 'truonggiangthachthucdanhhai', 'tr?nthanhthachth?cdanhhai', 'produce101kangdaniel', 'producekangdaniel', 'tyesheridan', 'danfarah', 'danandphil', 'daniel', 'dana', 'trungdan', 'thachth?cdanhhait?p3', 'thachthucdanhhaitap3full', 'thachth?cdanhhait?p3full', 'thachthucdanhhaitap3', 'thachth?cdanhhait?p1', 'thachthucdanhhaitap1', 'dadanddaughtersreactionstobtsmicdropftsteveaoki', 'dadanddaughtersreactionstobts', 'dadanddaughtersreactionstobtsmicdrop', ""dadanddaughtersreactionstobts(방탄소년단)'micdrop(steveaokiremix)'officialmv"", 'kangdanielbeautiful', 'thachth?cdanhhait?p5', 'thachthucdanhhaitap5', 'thachthucdanhhaitap5full', 'thachth?cdanhhait?p5full', 'thachth?cdanhhait?p2fullhtv', 'thachthucdanhhaitap2', 'thachth?cdanhhait?p2', 'thachthucdanhhaitap2fullhtv', 'thachthucdanhhaitap6full', 'thachthucdanhhaitap6', 'thachth?cdanhhait?p6', 'thachth?cdanhhait?p6full', 'thachth?cdanhhait?p4full', 'thachth?cdanhhait?p4', 'thachthucdanhhaitap4full', 'thachthucdanhhaitap4', 'quangdang', 'chipuquangdang']"
삐쭈,8,1,['장삐쭈']
미친조니,8,0,[]
조엘,8,1,['단앤조엘']
동해,8,1,['이동해']
joel,8,2,"['joelbennett', 'danandjoel']"
jipseekid,8,0,[]
mama,8,13,"['2017mama', '2017mamaxm2', 'mamainjapan', 'btsmama2017', 'mamamoo', '2017mamawannaone', 'mama2017', '2017mamajapan', '171231mamamooreactiontwiceheartshakermbcgayodaejun', 'mamainhongkong', 'mama워너원', 'mamawannaone', 'mamamooreactiontwice']"
파닭,8,0,[]
구운치킨,8,0,[]
홍어,8,0,[]
팽이,8,12,"['팽이놀이', '레어팽이', '팽이대결', '팽이장난감', '베이블레이드팽이', '최강팽이', '팽이경기장', '랜덤팽이', '팽이배틀', '달팽이', '레어팽이보관함', '팽이보관함']"
길거리음식,8,0,[]
깻잎,8,1,['깻잎전']
먹방레전드,8,1,['면먹방레전드']
녹두전,8,0,[]
음악,8,7,"['쇼음악중심하트쉐이커', '쇼음악중심', '쇼음악중심트와이스', '음악중심', '음악시상식', '슬픈음악', '팝음악']"
엑시,8,0,[]
josh,8,1,['joshua']
kimchee,8,0,[]
요리사,8,0,[]
뽑기,8,14,"['인형뽑기', '인형뽑기기계', '인형뽑기기계새우튀김', '치킨뽑기기계', '인형뽑기기계치킨', '인형뽑기기계요리', '인형뽑기기계로요리하기', '뽑기기계요리', '인형뽑기기계실험', '뽑기기계로삼겹살굽기', '인형뽑기기계삼겹살', '랜덤뽑기', '꾹tv뽑기', '꾹뽑기']"
최고다윽박,8,1,['최고다윽박세야']
단,8,34,"['방탄소년단', '단앤조엘', '단편영화', '방탄소년단엘렌', '단비스toy', '단비스토이', '단비스장난감', '국제커플단점', '#최순실국정농단', ""dadanddaughtersreactionstobts(방탄소년단)'micdrop(steveaokiremix)'officialmv"", '번개탐정단', '시국진단', '몬스타엑스무단침입', '신체절단', '최순실국정농단', '절단마술릴레이', '절단마술', '#박근혜국정농단', '#태블릿pc국정농단', '나단', '방탄소년단랩몬스터', '방탄소년단똘끼', '방탄소년단rm', '방탄소년단전정국', '방탄소년단뷔', '방탄소년단제이홉', '방탄소년단김석진', '방탄소년단박지민', '방탄소년단슈가', '방탄소년단브로맨스', '손석희국정농단', '간단요리', '조원진단식', '#대한애국당사단']"
koreanmukbang,8,0,[]
런던,8,0,[]
멕시멈가루다,8,0,[]
조민석,8,0,[]
영국젠틀맨,8,0,[]
합체,8,1,['겜도리합체']
고추튀김,8,0,[]
재미있는,8,1,['재미있는영상']
먹거리,8,0,[]
모바일게임,8,4,"['모바일게임;', '겜도리모바일게임', '모바일게임라이더', '겜도리모바일게임라이더']"
조립,8,1,['겜도리조립']
한글자막,8,1,['한글자막포함']
강호동가스,8,0,[]
스노우보드,8,0,[]
신서유기외전,8,1,['신서유기외전강식당']
realsound,8,2,"['꾹realsound', '꾹tvrealsound']"
급식,8,8,"['급식체', '급식체특강', '급식생', '급식의사랑', '공대생급식의사랑', '급식노래', '꾹tv급식체', '급식체은어']"
movie,8,22,"['rp1movie', 'readyplayeronemovie', ""ocean's8movie"", 'movies', 'aditibudhathokimoviekrisongs', 'anmolkcnewmoviesong', 'topnepalimoviessuperhitsongs', 'latestanmolkcmovies', 'newnepalimoviekrisongyetiyetipani', 'viralnepalimoviesongs', 'anmolkcmoviekritrailer', 'upcomingnepalimoviesongs', 'anoopbikramshahimoviekrisongs', 'krimoviesong', 'newnepalimoviekrihitsongs', 'newnepalimovietrailer2017', 'latestnepalimovie', 'mostpopularnepalimovie', 'akshaykumarmovie', 'latestbollywoodmovietrailer', 'latestbollywoodmovie', 'padmanmovie']"
프라모델,8,1,['겜도리프라모델']
마이린액괴,8,1,['마이린액괴방']
성화,8,1,['정성화']
coc,8,0,[]
겜도리합체,8,0,[]
겜,8,42,"['겜도리프라모델', '겜도리성공', '겜도리리뷰', '겜도리장난감', '겜도리모바일게임', '겜도리실패', '겜도리조립', '겜도리모바일', '겜도리게임', '겜도리꿀잼', '겜도리', '겜도리멋짐', '겜도리합체', '겜돌이', '겜도리실수', '겜도리꿀팁', '겜도리터치펜', '겜도리머리', '겜도리브레인', '겜도리브레인도트', '겜도리못함', '겜도리바보', '겜도리천재', '겜도리공짜터치펜', '겜도리알루미늄', '겜도리도트', '겜도리볼펜', '겜도리피규어', '겜도리호일', '겜도리라이더게임', '겜도리나만', '겜도리인기게임', '겜도리목표', '겜도리인기', '겜도리이쁨', '겜도리안해', '겜도리100점', '겜도리나', '겜도리100점달성', '겜도리라이더', '겜도리모바일게임라이더', '겜도리달성']"
공대생변승주,8,0,[]
항아리,8,2,"['항아리실사판', '항아리게임']"
남자친구,8,3,"['남자친구앞에서옷', '남자친구앞에서', '남자친구앞에서덕질']"
clashofclans,8,0,[]
클래시오브클랜,8,0,[]
girls,8,4,"[""girls'generation"", '2girls', 'fangirls', 'favegirls']"
북핵,8,0,[]
여자친구,8,14,"['여자친구앞에서', '여자친구앞에서덕질', '여자친구에게선물', '여자친구에게장난치기', '여자친구에게노래', '여자친구에게편지', '여자친구에게불러줄', '여자친구에게잘해주는법', '여자친구에게사랑받는법', '여자친구데이트', '난쟁이성현여자친구', '이성현여자친구', '여자친구구함', '여자친구사귀는방법']"
급식체특강,8,0,[]
껨,8,2,"['껨도리', '껨돌이']"
블랙박스,8,0,[]
유시민,8,0,[]
fireexperiment,8,0,[]
girl,8,8,"['girls', ""girls'generation"", '2girls', 'fangirls', 'jungkookgirlfriend', 'taehyunggirlfriend', ""girl'sday"", 'favegirls']"
가수,8,0,[]
콜롬비아나,8,0,[]
redtomato,8,0,[]
겜돌이,8,0,[]
metal,8,1,['metalgodchip']
겜도리실수,8,0,[]
사장이더많이먹는,8,0,[]
영상,8,45,"['웃긴영상', '동영상', '재밌는영상', '꾹동영상', '꾹tv동영상', '재미있는영상', '약빤영상', '뽀로로동영상', '웃긴동영상', '인기급상승동영상', 'md동영상', '꾹tv사고영상', '꾹사고영상', '사고영상', '방탄영상', '동핵유부초밥동영상', '꾹tv영상', '꾹영상', '종현과거영상', '웃긴영상.', '마블영화비하인드모음영상top7', '대박영상', '설레는영상', '커플영상', '달달한영상', '커플데이트영상', '병맛동영상', '코믹동영상', '짧아서못올렸던영상', '개그동영상', '학교폭력예방영상컨텐츠', '슬픈영상', '샤이니영상', '아이폰동영상', '샤이니종현영상', '마술동영상', '마술영상', '꿀잼동영상', '꿀잼영상', '재밌는동영상', '케미영상', '야한영상', '풀영상', '영상제작', '강다니엘입덕영상']"
정규재,8,2,"['#정규재', '#변희재정규재']"
amas,8,6,"['srilankateledramas', 'watchlatestteledramas', 'btsxamas', 'btsamas', 'aibamasaki', '#amas']"
배틀,8,13,"['배틀그라운드', '배틀로얄', '배틀그라운드명장면', '배틀그라운드레전드', '배틀그라운드대회', '배틀램', '배틀그라운드사관학교', '배틀경기', '스프리건레퀴엠무한배틀', '팽이배틀', '3on3배틀부스터세트', '베이블레이드갓배틀세트', '랩배틀']"
급식생,8,0,[]
장삐쮸,8,0,[]
김밥,8,0,[]
슬라임,8,5,"['마이린슬라임', '대형슬라임', '인스타수제슬라임', '수제슬라임', '초거대슬라임']"
비행기,8,6,"['비행기를', '[실제교신]비행기를헬기로착각한관제사', '[긴급교신]비행기에서떨어진승객', '비행기에서', '타미아미비행기', '비행기에서떨어진승객']"
클오클,8,0,[]
더빙,8,2,"['약빤더빙', '병맛더빙']"
pong,8,1,['pongtv']
해외반응,8,0,[]
수진,8,1,['이수진']
lovelyz,8,1,['fallinlovelyz']
만들기,8,14,"['슬러쉬만들기', '투명상자만들기', '덕질노트만들기', '통장만들기', '1000만원으로1억만들기', '베이블레이드가방만들기', '베이블레이드만들기놀이', '가방만들기', '훈제통삼겹살만들기', '바보만들기', '칵테일만들기', '일본라멘만들기', '라멘만들기', '돈코츠라멘만들기']"
미자의온도,8,0,[]
김석진,8,1,['방탄소년단김석진']
놀라운,7,0,[]
benz,7,0,[]
the디바,7,0,[]
테블릿pc,7,0,[]
일상,7,5,"['꾹tv일상', '꾹일상', '영국일상', '남자뷰티크리에이터의일상', '남자뷰튜버의일상']"
일반인들의소름돋는라이브,7,0,[]
신규카드,7,1,['클로얄신규카드']
애견,7,0,[]
일소라,7,0,[]
mintae,7,0,[]
uc74nuj8guq14boak5eoduna,7,0,[]
manggaeboy,7,0,[]
snowboard,7,1,['snowboarding']
shineejonghyundead,7,0,[]
tranthanhthachthucdanhhai,7,0,[]
healthcarekr,7,0,[]
chrispratt,7,0,[]
spicyfood,7,0,[]
k팝스타,7,0,[]
연예인먹방,7,0,[]
동전,7,5,"['동전쌓기', '꾹tv동전', '꾹tv동전쌓기', '꾹동전', '꾹동전쌓기']"
강남맛집,7,0,[]
논현역맛집,7,0,[]
daniellapineda,7,0,[]
puppy,7,0,[]
너목보,7,0,[]
유아인,7,0,[]
슈퍼스타k,7,0,[]
레비,7,0,[]
사기,7,9,"['보험사기', '사기교환복수', '사기꾼', '사기꾼락', '사기교환', '사기맵', '사기꾼역관광', '사기교환후기', '사기꾼검거']"
철튜브,7,0,[]
노래방,7,3,"['카풀노래방', '거리노래방', '창현거리노래방']"
토크쇼,7,1,['해외토크쇼']
dog,7,4,"['papadog', 'papadogclub', 'iphonedog', 'toppdogg']"
서현,7,1,['서현진']
홍대맛집,7,0,[]
논현맛집,7,0,[]
bj음마,7,0,[]
7일동안,7,0,[]
창현먹방,7,0,[]
먹방창현,7,0,[]
강아지,7,0,[]
???kpn,7,0,[]
페북스타,7,0,[]
하나,7,2,"['공대생김하나', '공대생하나']"
허재혁,7,0,[]
fatedtoloveyou,7,0,[]
youaremydestiny,7,0,[]
신사역맛집,7,0,[]
전창근,7,0,[]
????????????????????????????,7,2,"['?????????????????????????????', '???????????????????????????????']"
리니지2레볼루션,7,0,[]
쿡방,7,0,[]
성우,7,1,['옹성우']
diva,7,0,[]
#미디어워치tv,7,0,[]
71530,7,0,[]
bj최군,7,0,[]
남자섹시댄스,7,0,[]
조정석,7,0,[]
남사친,7,0,[]
겨울,7,5,"['겨울놀이', '한국겨울', '겨울바다', '겨울바다좋은곳', '겨울광고']"
아캔,7,0,[]
바보,7,2,"['겜도리바보', '바보만들기']"
러블리즈,7,0,[]
우성재,7,0,[]
일반인커버업,7,0,[]
밴쯔먹방,7,0,[]
hyeri,7,0,[]
기노주,7,0,[]
박찬수,7,0,[]
찬열,7,0,[]
제이플라,7,0,[]
강남역맛집,7,0,[]
박서준,7,0,[]
j.fla,7,0,[]
꾹실패,7,0,[]
슈스케,7,0,[]
캡사이신,7,0,[]
#저주,7,0,[]
일반인이부른노래레전드,7,0,[]
디바,7,2,"['디바제시카', 'the디바']"
이거레알,7,0,[]
일반인커버,7,1,['일반인커버업']
얼평,7,0,[]
스태디움,7,6,"['대형스태디움', '베이블레이드스태디움', '버스트베이스태디움', '무한스핀베이스태디움dx세트', '버스트스태디움', '베이블레이드버스트스태디움']"
시험,7,1,['수학능력시험']
americanmusicawards,7,0,[]
tobyjones,7,0,[]
celebrity,7,0,[]
woman,7,0,[]
귀여운,7,0,[]
꽃빈,7,2,"['윰댕꽃빈', '꽃빈먹방']"
experiment,7,4,"['fireexperiment', 'appleexperiment', 'carwatermelonexperiment', 'clawmachinecookingexperiment']"
humor,7,0,[]
하트쉐이커,7,5,"['트와이스하트쉐이커', '하트쉐이커풀캠', '쇼음악중심하트쉐이커', '하트쉐이커직캠', '171231엔시티127마마무리액션트와이스하트쉐이커가요대제전']"
베이블레이드버스트갓,7,2,"['베이블레이드버스트갓레이어', '베이블레이드버스트갓랜덤부스터vol.8']"
올림픽,7,5,"['평창올림픽', '올림픽금메달리스트', '평창동계올림픽', '동계올림픽', '평창동계올림픽대회']"
해군수달뮤비해석,7,0,[]
#최순실,7,5,"['#최순실태블릿pc', '#최순실국정농단', '#최순실박근혜', '#최순실변희재', '#최순실태블릿']"
#newkorea,7,0,[]
도깨비,7,1,['내기도깨비']
reacts,7,2,"['daughterreacts', 'blackguyreacts']"
justicesmith,7,0,[]
hoseok,7,0,[]
성수커플,7,0,[]
정치,7,2,"['정치후원금', '#국제정치']"
gang,7,0,[]
??????????????,7,13,"['?????????????????', '??????????????????', '????????????????', '???????????????', '???????????????????', '????????????????????????????', '????????????????????', '?????????????????????????????', '????????????????????????', '?????????????????????????', '?????????????????????', '???????????????????????????????', '??????????????18+']"
정지훈,7,0,[]
팽이놀이,7,0,[]
islanublar,7,0,[]
ufo,7,0,[]
colintrevorrow,7,0,[]
ksi,7,0,[]
염보성,7,0,[]
조선시대,7,0,[]
조문,7,1,['종현조문']
비깡,7,0,[]
배현진,7,7,"['사장해임에배현진아나운서한마디', '#신동호배현진', '#최승호배현진', '#배현진아나운서', '#배현진', '#배현진mbc아나운서', '#배현진최승호']"
심리테스트,7,0,[]
하찮아도괜찮아,7,0,[]
광년이,7,0,[]
비,7,153,"['비제이', '국가비', '티비', '꾹티비', '밤비걸', '매드무비', '비디오빌리지', '신비한웹툰서프라이즈', '신비한tv서프라이즈', '모비딕', '비정상회담', '비글즈', '티비조선', '제일비싼', '비투비', '공대생작비', '롤매드무비', '콜롬비아나', '비행기', '레비', '해군수달뮤비해석', '도깨비', '비깡', '뮤비해석', '왕비', '비포애프터', '비스트', '코미디티비', '성냥개비퍼즐', '강철비', '비누tv', '비누', '포비', '티비엔', '갈비', '비빔밥', '직비', '꾹비행', '비디오게임', '비누국', '비트콤', '비하인드', '제이티비씨', '비서실장', '치즈닭갈비', '뮤직비디오', '신비', '비행사', '여비제이', '좀비모드', '좀비', '안구정화티비', '레드벨벳뮤비해석', '피카부뮤비해석', '레드벨벳피카부뮤비해석', '꾹tv비행', '비행', '보이비', '종현비정상회담', '단비스toy', '단비스토이', '단비스장난감', '조가비', '졸리비', '영국남자국가비', '가비', '국가비크리스마스', '국가비브이로그', '헬로가비', '졸리국가비', '헬로우가비', '비행교신', '알고보면초라한영화속비하인드7가지', '영화속촬영비하인드스토리', '마블영화비하인드모음영상top7', '트와이스뮤비해석', '트와이스heartshaker뮤비해석', '티비데일리', '버츠비', '자몽티비', '현아뮤비', '꾹tv비싼', '꾹비싼', '비싼', '비소리', '아프리카티비', '비글남친', '비글커플', '비글여친', '비글커플데이트', '베이비소울', '보이후드비하인드', '비눗방울', '신비한', '비싼핸드폰', '샤이니종현부모님아빠엄마비화더욱슬프다', '팬뮤비', '뮤비', '빅스비오류', '비행기를', '[실제교신]비행기를헬기로착각한관제사', '빅스비대화', '빅스비랩', '시리대빅스비', '빅스비찾아줘', '빅스비받아적어', '빅스비놀기', '빅스비시리랩', '빅스비활용법', '빅스비시리비교', '빅스비시리대결', '빅스비', '빅스비음성', '시리빅스비', '빅스비대시리', '시리vs빅스비', '빅스비사용법', '빅스비시리', '빅스비vs시리', '빅스비시리대화', '출발비디오여행', '김무비', '내기도깨비', '접속무비월드', '접속무비', '빅스비전화', '인체의신비', '육아비법', '비글즈턱형', '비글즈블랙리스트', '비수면내시경', '비수면', '철구비글즈', '외국어서비스', '일본라면비류', '내남자의비밀', '바비브라운', '킨키비디오', '딩고비디오', '토종비결', '비에이피', '[긴급교신]비행기에서떨어진승객', '비행기에서', '타미아미비행기', '매칭서비스', '비행기에서떨어진승객', '생쇼티비', '결혼준비', '취업준비생', '취업준비', '비제이지여닝', '비주', '방송장비']"
