Music_tags,number,overlap_num,overlap_word
apricity,5,0,[]
newsongs,5,7,"['yoyohoneysinghnewsongs2017', 'newsongs2017aatish', 'newsongs2018deepsidhu', 'newsongs2018', 'newsongs2017', 'amaalmalliknewsongs', 'arijitsinghnewsongs']"
junghoseok,5,0,[]
stonemusicentertainment,5,0,[]
engsub,5,3,"['btsddaengengsub', 'btsengsub', 'jungkookcutemomentsengsub']"
k-culturekoreanmusicmvmusicvideok-popkpop뮤비뮤직비디오,5,0,[]
newpunjabisongs2017,5,5,"['newpunjabisongs2017jannat', 'newpunjabisongs2017amanmehra', 'amanmehranewpunjabisongs2017', 'rotiyannewpunjabisongs2017', 'newpunjabisongs2017rotiyan']"
기억의빈자리연속,5,0,[]
셉틴,5,0,[]
seventeen고맙다,5,0,[]
indiansongs,5,0,[]
기억의빈자리반복,5,1,['나얼기억의빈자리반복']
나얼기억의빈자리반복,5,0,[]
기억의빈자리1시간,5,0,[]
못생긴정호씨,5,0,[]
흑백사진,5,0,[]
콜라보,5,1,['콜라보음원']
letsgetit,5,0,[]
camilacabello,5,0,[]
pentatonix,5,0,[]
scotthoying,5,0,[]
gashina,5,0,[]
기릿,5,1,['레츠기릿']
도박팀,5,0,[]
가시나,5,1,['워너원가시나']
레츠,5,1,['레츠기릿']
레츠기릿,5,0,[]
heroine,5,1,['선미주인공sunmiheroine셰릴콜cherylcolefightforthislove표절표절논란표절의혹']
fire,5,1,['firestone']
오담률,5,0,[]
x-factor,5,0,[]
hyunamv,5,0,[]
어린왕자,5,0,[]
latesthindisongs,5,1,['haareyameindilhaareyalatesthindisongs2017']
북,5,3,"['고등래퍼2이로한북', '남북정상회담', '북한']"
thesing-off,5,0,[]
voice,5,7,"['thevoice', 'voicenotes', 'charlieputhvoicenotes', 'voicenotes-charlieputh', 'charlieputh-voicenotes', 'voicenotescharlieputh', 'puthvoicenotes']"
mitchgrassi,5,0,[]
빙글뱅글,5,0,[]
aoa,5,2,"['ciaoadios', 'annemarieciaoadios']"
물구나무,5,0,[]
olusola,5,0,[]
하루가,5,0,[]
라온호랑수월가,5,0,[]
나와호랑이님ost,5,0,[]
라온호랑풍류가,5,0,[]
호랑수월가,5,1,['라온호랑수월가']
호랑풍류가,5,2,"['라온호랑풍류가', '호랑풍류가cover']"
호랑풍류가cover,5,0,[]
태일,5,0,[]
ptx,5,1,['ptxofficial']
realitytv,5,0,[]
fnc,5,0,[]
btsarmy,5,0,[]
benfolds5,5,0,[]
thevoice,5,0,[]
penatonix,5,0,[]
avikaplan,5,0,[]
choir,5,0,[]
binglebangle,5,0,[]
에이오에이,5,0,[]
kirstiemaldonado,5,0,[]
indigomusic,5,0,[]
bridge,5,0,[]
parkwoojin,5,0,[]
테디,5,0,[]
안재홍,5,0,[]
rihanna,5,0,[]
빅뱅,5,2,"['빅뱅꽃길', '워너원빅뱅']"
heelsdance,5,0,[]
브릿지,5,0,[]
yoonjisung,5,0,[]
래쉬가드,5,0,[]
레이싱걸,5,0,[]
itunes,5,0,[]
몰카,5,0,[]
chrisbrown,5,0,[]
음원공개,5,0,[]
엉덩이,5,0,[]
setuptime,5,0,[]
브리지,5,0,[]
쿤,5,0,[]
강남,5,0,[]
버블디아,5,1,['bj버블디아']
김해솔,5,0,[]
일상,5,0,[]
#멜론#최신가요#최신노래,5,0,[]
레미제러블,5,0,[]
mbc,5,4,"['mbcnews', 'mbcgayodaejeon2017', 'btsatmbcgayo2017', 'btsmbcgayodaejejeon2017']"
chengxiao,5,0,[]
ten,5,9,"['antenna', 'attention', 'antena', 'antennamusic', 'antenamusic', 'latenight', 'fatenumberfor', 'bighitentertainment', 'listen']"
kyulkyung,5,0,[]
너목보,5,0,[]
jungwoo,5,0,[]
엘사녀,5,0,[]
bubbledia,5,1,['bjbubbledia']
letitgo,5,0,[]
christmas,5,17,"['brunomarschristmassong', 'charlieputhchristmasalbum', 'brunomarschristmasalbum', 'merrychristmas', 'christmasmusic(musicalgenre)', 'christmassongsplaylist', 'christmassongs', 'topchristmassongs', 'christmasplaylist', 'christmasmusic', 'christmas(holiday)', 'christmas2018', 'christmas20167', 'thischristmas', 'thischristmas-winteriscoming', 'christmasday', 'christmas2017']"
frozen,5,0,[]
bjbubbledia,5,0,[]
너의목소리가보여,5,0,[]
리디아안,5,0,[]
고등래퍼1,5,0,[]
popsong,5,0,[]
heeldance,5,0,[]
atlantic,5,1,['atlanticrecords']
솔라,5,0,[]
apple,5,1,['pineappleskies']
윤미래,5,0,[]
화사,5,2,"['로꼬화사주지마', '서울문화사']"
더콰이엇,5,0,[]
에이솔,5,0,[]
씨잼,5,0,[]
레벨,5,0,[]
musicbank,5,0,[]
페노메코,5,0,[]
tears,5,4,"['notearslefttocry', 'btsbloodsweat&tearsdancepractice', 'bloodsweat&tearsdancepractice', 'bloodsweat&tears']"
매니악,5,0,[]
타이거jk,5,0,[]
비지,5,0,[]
블랙나인,5,0,[]
바스코,5,0,[]
어반지카파,5,0,[]
비와이,5,0,[]
조회수,5,0,[]
드렁큰타이거,5,0,[]
피타입,5,0,[]
퓨디파이,5,0,[]
스튜어디스,5,0,[]
공개,5,2,"['음원공개', '선공개곡']"
엔터테인먼트,5,4,"['플레디스엔터테인먼트', '글러브엔터테인먼트', 'sm엔터테인먼트', '스타쉽엔터테인먼트']"
finesse,5,2,"['finesseremix', 'brunomarsandcardibfinesser&b']"
activity,5,0,[]
다솜,5,0,[]
adidas,5,0,[]
diva,5,0,[]
newrelease,5,1,['hyunanewrelease']
주노플로,5,0,[]
theotherday,5,0,[]
officialmusicvideo,5,0,[]
20180430,5,0,[]
선공개곡,5,0,[]
lucas,5,0,[]
파이널,5,2,"['파이널녹음현장', '고등래퍼파이널']"
문갤,5,0,[]
melomance,5,0,[]
creative,5,0,[]
swings,5,0,[]
보스톤음대,5,0,[]
btsloveyourself,5,3,"['btsloveyourselftear', 'btsloveyourselftearlyrics', ""btsloveyourself轉'tear'""]"
뱃사공,5,0,[]
태용,5,0,[]
girl,5,11,"['ohmygirl', 'girlgroup', 'ohmygirlbanhana', 'cosmicgirls', 'cosmicgirlsdreamscometrue', 'girls', 'cosmicgirlscomeback', ""girls'generation"", 'brandnewgirl', 'girlsgeneration', 'cosmicgirlscomeback우주소녀컴백']"
현아립앤힙,5,0,[]
샌드박스,5,2,"['샌드박스스토어', '샌드박스네트워크']"
립앤힙,5,1,['현아립앤힙']
bassagong,5,0,[]
maroon,5,1,['maroon5']
lip&hip,5,0,[]
bj버블디아,5,0,[]
money,5,2,"['moneyflower', 'showmethemoney']"
오혁,5,0,[]
sing-off,5,1,['thesing-off']
k-o.,5,0,[]
justmusic,5,0,[]
ongsungwoo,5,0,[]
hwangminhyun,5,0,[]
리짓군즈,5,0,[]
더유닛,5,0,[]
힙합플레이야,5,0,[]
뮤지컬,5,0,[]
baebae,5,0,[]
baejinyoung,5,0,[]
인디고뮤직,5,0,[]
hyunanewrelease,5,0,[]
leedaehwi,5,0,[]
베베,5,1,['몬베베']
현아뮤비,5,0,[]
현아컴백,5,0,[]
goodbye20's,5,0,[]
포미닛,5,0,[]
younha,5,0,[]
kimjaehwan,5,0,[]
kun,5,4,"['kundhi', 'kundhimuchh', 'aylinco?kun', 'co?kun']"
아프리카,5,1,['아프리카tv']
올드팝,5,0,[]
ph-1,5,1,['hello(feat.ph-1)']
윈윈,5,0,[]
도영,5,0,[]
재현,5,0,[]
다이아,4,0,[]
우소컴백,4,0,[]
시차,4,1,['팬시차일드']
모임,4,0,[]
휘성,4,0,[]
thesnowman,4,0,[]
골든디스크어워즈,4,1,['골든디스크어워즈태연']
눈사람,4,0,[]
dawon,4,0,[]
snowman,4,1,['thesnowman']
park,4,10,"['parkhyoshin', 'parkjihoon', 'jaypark', 'parkjimin', 'parkwoojin', 'parkhyunjin', 'j.y.park', 'fantasypark', '트와이스fantasypark', 'twicefantasypark']"
neverbethesame,4,0,[]
moim,4,0,[]
골디,4,0,[]
아름이,4,0,[]
설아,4,0,[]
김희철,4,0,[]
soicutyouoff,4,0,[]
im,4,60,"['jimin', 'jimmykimmellive', 'timeforthemoonnight', 'nickiminaj', 'kimdongryul', 'kimtaehyung', 'kim', 'dreamperfectregime', 'roykim', 'kimseokjin', 'kimnamjoon', 'parkjimin', 'setuptime', 'kimjaehwan', 'moim', 'limyoungmin', 'simplykpop', 'blnktime', 'jimmykimmel', 'jimmy', 'btsjimin', '#kimjunsu', 'limchangjung', 'himchan', 'imissyou', 'anime', 'punjabimusicvideosaatish', 'saadatime', 'padmavatimoviesong', 'punjabimusic', 'ch?yngayđimv', 'lactroimv', 'imaginedragons', 'noim?tl?ithoi', 'chayngaydimv', 'justintimberlake', 'jiminv', 'kaitaeminjimin', 'jiminkai', 'kaijimin', 'kimyeonwoo', 'kundhimuchh', 'xuantr??ngtr?l?imct?isanv?nđ?ngm?đinh', 'jiminjungkook', 'firsttime', 'alialimikasinghsong', 'latestpunjabimovie2017', 'hayquenemđim?tam', 'quenemđim?tam', 'btsjungkookwassoshywheniubowedtohim@melonmusicawards2017', 'btsjimmykimmellive', 'ng??ihayquenemđim?tam', 'nguoihayquenemdimytam', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018', 'imagine', 'jiminlie', 'jiminsolo', 'simge', 'kimsungkyu', 'woolim']"
엑시,4,0,[]
마기코스,4,1,['우주소녀마기코스']
다영,4,0,[]
다원,4,0,[]
안되나용,4,0,[]
winter,4,5,"['wintersongs', 'soundofwinter', 'winteralbum', 'thischristmas-winteriscoming', 'pyeongchangwinterolympics2018']"
annemarie,4,3,"['annemariefriends', 'annemarieciaoadios', 'marshmelloannemarie']"
shin,4,14,"['shinee', 'parkhyoshin', 'shinhwa', 'jongshinyoon', '민서(jongshinyoon', 'gashina', 'dinawashington', 'shindong', 'shineejonghyu', 'shineejonghyunfuneral', 'shineejonghyundeathfuneral', ""shinin'"", 'shinwon', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018']"
지원영상,4,0,[]
finesseremix,4,0,[]
maroon5,4,0,[]
dualipaofficial,4,0,[]
warnerbros,4,1,['warnerbrosrecords']
duelingduas,4,0,[]
eunseo,4,0,[]
hyo,4,4,"['parkhyoshin', 'hyolyn', 'chyochyou', 'jihyo']"
whatloversdo,4,0,[]
강호동,4,0,[]
end,4,25,"['wendy', 'gfriend', 'ellendegeneres', 'friends', 'justfriends', 'endingcredit', 'shawnmendes', 'nadhavirender', 'birender', 'boyfriend', 'gfriendmashup', 'kendrick', 'goldendisk', 'goldendiskawards', 'clovafriends?子ダンス篇', 'marshmellofriends', 'annemariefriends', 'friendsmusicvideo', 'justinbieberfriends', 'friendzone', 'trendingvideos', 'friendslyrics', 'friendzoneanthem', 'friendzonesong', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018']"
doublelipa,4,0,[]
선의,4,0,[]
xuanyi,4,0,[]
ikickedmyluckoff,4,0,[]
download,4,0,[]
yeoreum,4,0,[]
복을발로차버렸어,4,0,[]
민경훈,4,0,[]
doubledua,4,1,['doubledualipas']
doubledualipas,4,0,[]
wjsncomeback,4,0,[]
조혜련,4,0,[]
김영철,4,0,[]
of,4,50,"['official', 'officialvideo', 'gmmgrammyofficial', 'thestoryoflight', 'charlieputhbestof', 'shapeofyou', 'brunomarsbestof', 'thechanceoflove', 'liftoff', 'ptxofficial', '현아official', 'hyunaofficial', 'thesing-off', 'officialmusicvideo', 'sing-off', 'soicutyouoff', 'dualipaofficial', 'ikickedmyluckoff', 'theclouddreamofthenine', 'lsdofficial', 'bulletproofboys', 'liftofffilms', 'thekingofsingerwithamask', 'thekingofmath', 'officialteaser', 'dingofreestyle', 'sonuketitukisweetyofficialtrailer', 'soundofwinter', 'charmoflife', 'newchapter#1:thechanceoflove', 'bichphuongofficial', 'bestsongoftheweek', 'lsd-genius(officialvideo)', 'lsdofficialaudio', 'lsd-audio(officialvideo)', 'officialbillboardchannel', 'takeoff', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'offset', 'doneformeofficial', 'nightskypatroloftomorrow', 'marshmellofriends', 'raonnightskypatroloftomorrow', 'workpointofficial', '180524bestofme', 'letgofullversion', 'cityofstars', 'artistoftheyear', 'thewayiamofficiallyricvideo', 'charlieputh-thewayiam[officiallyricvideo]']"
debutalbum,4,0,[]
μαγικ??,4,0,[]
우주겁쟁이,4,0,[]
따르릉,4,0,[]
sound,4,2,"['soundofwinter', 'soundtracks']"
bts2018,4,0,[]
seola,4,0,[]
fallingblossoms,4,0,[]
우주소녀꿈꾸는마음으로,4,0,[]
swift,4,1,['taylorswift']
taylor,4,1,['taylorswift']
wjsndreamscometrue,4,0,[]
미기,4,0,[]
game,4,0,[]
?????,4,22,"['???????', '???????????', '??????????????', '????????????', '??????', '?????????', '????????????????', '????????', '?????????????', '?????????????????', '????????????????????', '??????????????????', '??????????', '?????????????????????????????', '???????????2017', '?????????????????mv', '????????????????2', '#1???????', '???????????????', '#??????????', '#?????', '???????????????????']"
멜론실시간차트,4,2,"['멜론실시간차트2018년', '멜론실시간차트2018년5월1주차top30']"
station,4,1,['smstation']
서장훈,4,0,[]
아형뮤비대전,4,0,[]
soobin,4,0,[]
이수근,4,0,[]
은서,4,0,[]
루다,4,0,[]
수빈,4,0,[]
미스틱,4,0,[]
후유증,4,0,[]
cosmicgirlsdreamscometrue,4,0,[]
성소,4,0,[]
winwin,4,0,[]
luda,4,0,[]
dilchorihoneysingh,4,0,[]
토미오카,4,0,[]
sonuketitukisweety,4,6,"['sonuketitukisweetyofficialtrailer', 'sonuketitukisweetytrailer', 'sonuketitukisweetymoviesongs', 'sonuketitukisweetysongs', 'subahsubahsonuketitukisweety', 'sonuketitukisweetyallsongs']"
판벌려,4,0,[]
honeysinghnewsong,4,1,['yoyohoneysinghnewsongs2017']
dean,4,2,"['deaninstagram', 'deanmartin']"
instagram,4,2,"['deaninstagram', '딘instagram']"
인스타그램,4,1,['딘인스타그램']
안영미,4,0,[]
f(x),4,0,[]
비보tv,4,0,[]
dl1,4,0,[]
taeil,4,0,[]
boa,4,8,"['billboard', 'billboardcover', 'officialbillboardchannel', 'billboardchannel', 'billboardmagazine', 'billboard200', 'btsbillboard', 'billboard2018']"
duanewvideo,4,0,[]
유타,4,0,[]
idgaf,4,1,['duaidgaf']
젠가,4,0,[]
gaeko,4,0,[]
헤이즈,4,1,['헤이즈jenga']
duaidgaf,4,0,[]
duelinglipas,4,0,[]
한국래퍼,4,0,[]
puth,4,35,"['charlieputh', 'charlieputhbestof', 'bestcharlieputh', 'charlieputhch', 'charlieputhgreatest', 'charlieputhchristmasalbum', 'charlieputhsongs', 'charlieputhalbum', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'charlileputhkehlanisong', 'charlieputhkehlani', 'puthkehlani', 'charlieputh-doneforme(feat.kehlani)', 'charlieputhdoneforme', 'charlieputhkehlanidoneforme', 'charlieputhvoicenotes', 'voicenotes-charlieputh', 'charlieputh-boy', 'boycharlieputh', 'boy-charlieputh', 'voiecnotescharlieputh', 'charlieputhboy', 'charlieputh-voicenotes', 'voicenotescharlieputh', 'charlieputh-doneformekehlani', 'charlieputh-doneforme', 'puthvoicenotes', 'charlieputh-thewayiamlyricvideo', 'charlieputhlyricvideo', 'charliepuththewayiam', 'charlieputh-thewayiam', 'charlieputh-thewayiam[officiallyricvideo]', 'thewayiamputh', 'charlieputhjazz', 'charlieputh-doneforme(jazzversion)']"
saysomething,4,0,[]
charlie,4,37,"['charlieputh', 'charlieputhbestof', 'bestcharlieputh', 'charlieputhch', 'charlieputhgreatest', 'charlieputhchristmasalbum', 'charlieputhsongs', 'charlieputhalbum', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'charliekehlani', 'charlieputhkehlani', 'charlieputh-doneforme(feat.kehlani)', 'charlieputhdoneforme', 'charlieputhkehlanidoneforme', 'charlieputhvoicenotes', 'voicenotes-charlieputh', 'charlieputh-boy', 'boycharlieputh', 'boy-charlieputh', 'voiecnotescharlieputh', 'charlieputhboy', 'charlieputh-voicenotes', 'voicenotescharlieputh', 'charlieputh-doneformekehlani', 'charlieputh-doneforme', 'charlieputh-thewayiamlyricvideo', 'charlieputhlyricvideo', 'charlie-thewayiam', 'charliethewayiamlyricvideo', 'charliethewayiam', 'charliepuththewayiam', 'charlieputh-thewayiam', 'charlieputh-thewayiam[officiallyricvideo]', 'charlie-thewayiamlyricvideo', 'charlieputhjazz', 'charliejazz', 'charlieputh-doneforme(jazzversion)']"
wish,4,1,['newyearwishes']
wind,4,2,"['btsrewind2017', 'starwindflowersun']"
韓?の歌?,4,0,[]
딕키즈,4,0,[]
蒙面歌王,4,0,[]
엔이칠,4,0,[]
바람,4,4,"['바람기억', '천개의바람이되어', '별바람꽃태양', '바람의노래']"
koreanwave,4,0,[]
엔시티유,4,0,[]
yuta,4,0,[]
nct127,4,0,[]
heize,4,0,[]
엔시티일이칠,4,0,[]
johnny,4,0,[]
엔드림,4,0,[]
엔씨티,4,0,[]
벚꽃빛설레임,4,0,[]
특별한졸업식,4,0,[]
벚꽃색설레임,4,0,[]
설툰,4,0,[]
bollywood,4,5,"['bollywoodsongs', 'bollywoodmoviesongs', 'latestbollywoodmovies', 'newbollywoodsongs', 'bollywoodsongs2017']"
vivotv,4,0,[]
agreatbigworld,4,0,[]
dayoung,4,0,[]
mars,4,16,"['brunomars', 'brunomarssongs', 'marshmello', 'brunomarschristmassong', 'brunomarsgreatest', 'brunomarstopsongs', 'brunomarsplaylist', 'brunomarsbestof', 'brunomarschristmasalbum', 'brunomarsandcardibfinesser&b', 'marshmellospotlight', 'marshmelloalone', 'marshmellofriends', 'marshmellowolves', 'marshmellosilence', 'marshmelloannemarie']"
mino,4,0,[]
yoony,4,0,[]
hoony,4,0,[]
jinu,4,0,[]
싸이퍼,4,10,"['김하온싸이퍼', '언노운벌스싸이퍼', 'uv싸이퍼', '방탄싸이퍼', '싸이퍼4리액션', '싸이퍼4', '싸이퍼파트4', '방탄싸이퍼4', '싸이퍼3킬러', '싸이퍼3']"
힙합라이브,4,0,[]
lemon,4,7,"['米津玄師lemon', 'lemoncover', 'lemonfull', '라온lemon', '요네즈켄시lemon', 'kenshiyonezulemon', '이라온lemon']"
bruno,4,9,"['brunomars', 'brunomarssongs', 'brunomarschristmassong', 'brunomarsgreatest', 'brunomarstopsongs', 'brunomarsplaylist', 'brunomarsbestof', 'brunomarschristmasalbum', 'brunomarsandcardibfinesser&b']"
inlivingcolor,4,0,[]
dualipavideo,4,0,[]
アンナチュラル,4,0,[]
자막,4,1,['한국어자막']
alternative,4,0,[]
박준호,4,0,[]
네가없는곳,4,0,[]
duelingdualipas,4,0,[]
달봉이,4,2,"['달봉이와해봉이', '전주달봉이의5882']"
2월4주차,4,0,[]
hop,4,15,"['hiphop', 'jhope', 'j-hope', 'magicshop', 'btsmagicshoplyrics', 'btsmagicshop', 'hip-hop', 'hiphoplive', 'k-hiphop', 'rmsugaj-hopeddaenglyrics', 'rmsugaj-hopeddaeng', 'hiphopplaya', 'nicknackk-popshop', 'nicknackkpopshop', 'chopsticks']"
meiqi,4,0,[]
우소,4,1,['우소컴백']
doyoung,4,0,[]
지원,4,5,"['바나나알러지원숭이', '지원영상', '박지원', '노지원', '은지원']"
글로리아,4,0,[]
선미주인공sunmiheroine셰릴콜cherylcolefightforthislove표절표절논란표절의혹,4,0,[]
browneyedsoul,4,0,[]
browneyes,4,0,[]
gloria,4,0,[]
kiff,4,1,['kiffclan']
송은이,4,0,[]
김영희,4,0,[]
idon'tgiveaf,4,1,"[""idon'tgiveafuck""]"
warnerbrosrecords,4,0,[]
tdc,4,0,[]
dualeepa,4,0,[]
신봉선,4,0,[]
jaehyun,4,0,[]
dualipaidontgiveafuck,4,0,[]
idon'tgiveafuck,4,0,[]
taeyong,4,0,[]
쟈니,4,0,[]
한국랩퍼,4,0,[]
비밀정원,4,0,[]
인기,4,8,"['인기가요', '인기동요베스트', '주간인기차트', '4월5주차인기차트', '멜론주간인기차트', '인기음악', '인기차트', '인기상']"
exy,4,1,['sexy']
billboard,4,7,"['billboardcover', 'officialbillboardchannel', 'billboardchannel', 'billboardmagazine', 'billboard200', 'btsbillboard', 'billboard2018']"
우주소녀dreamscometrue,4,0,[]
hip,4,13,"['hiphop', 'starship', 'starshiptv', 'lip&hip', 'hip-hop', 'worship', 'hiphoplive', 'k-hiphop', 'starshipentertainment', 'starshipplanet', 'hiphopplaya', 'hip-zip', 'starshipplanet2017']"
하트쉐이커,4,0,[]
메이킹,4,0,[]
그루비룸vlog,4,0,[]
martiniblue,4,0,[]
두번째꿈,4,0,[]
delusion,4,0,[]
theclouddreamofthenine,4,0,[]
파이널녹음현장,4,0,[]
이휘민,4,0,[]
그루비룸v_log,4,0,[]
그루비룸브이로그,4,0,[]
박규정,4,0,[]
lethergo,4,0,[]
studio,4,2,"['instudio', 'honeybutterstudios']"
groovyroomvlog,4,0,[]
녹음실,4,0,[]
making,4,0,[]
v_log,4,1,['그루비룸v_log']
고등래퍼녹음현장,4,0,[]
녹음현장,4,2,"['파이널녹음현장', '고등래퍼녹음현장']"
브이로그,4,1,['그루비룸브이로그']
하이어뮤직,4,0,[]
passenger,4,0,[]
tear轉,4,0,[]
solar,4,0,[]
nahaeun,4,12,"['peekaboodancecovernahaeun', 'nahaeunredvelvet', 'nahaeunpeekaboo', 'nahaeunseventeenclapdancecover', 'nahaeundancecover', 'nahaeunseventeen', 'nahaeunmelonmusic', 'nahaeuntwice', 'nahaeunexo', 'nahaeunwinner', 'nahaeunmma', 'nahaeunawards']"
magicshop,4,2,"['btsmagicshoplyrics', 'btsmagicshop']"
??????????,4,15,"['???????????', '??????????????', '????????????', '????????????????', '?????????????', '?????????????????', '????????????????????', '??????????????????', '?????????????????????????????', '???????????2017', '?????????????????mv', '????????????????2', '???????????????', '#??????????', '???????????????????']"
justfriends,4,0,[]
김민석,4,0,[]
btsmagicshoplyrics,4,0,[]
btsmagicshop,4,1,['btsmagicshoplyrics']
btscolorcodedlyrics,4,0,[]
참이슬,4,0,[]
대장님,4,0,[]
댄스신동,4,0,[]
vocalline,4,0,[]
awesomehaeun,4,0,[]
커버댄스,4,2,"['워너원커버댄스', '안무커버댄스']"
어썸하은,4,1,['어썸하은tv']
어썸하은tv,4,0,[]
나하은,4,8,"['나하은세븐틴', '나하은세븐틴박수댄스커버', '나하은댄스커버', '나하은멜론', '나하은엑소', '멜론뮤직어워드나하은춤', '나하은트와이스', '나하은멜론뮤직어워드']"
btsfakelovereaction,4,2,"['btsfakelovereactionnonkpop', 'btsfakelovereactionmv']"
haeun,4,14,"['nahaeun', 'awesomehaeun', 'peekaboodancecovernahaeun', 'nahaeunredvelvet', 'nahaeunpeekaboo', 'nahaeunseventeenclapdancecover', 'nahaeundancecover', 'nahaeunseventeen', 'nahaeunmelonmusic', 'nahaeuntwice', 'nahaeunexo', 'nahaeunwinner', 'nahaeunmma', 'nahaeunawards']"
thetruthuntold,4,2,"[""bts(방탄소년단)-'thetruthuntold'(feat.steveaoki)reaction"", ""bts(방탄소년단)-'thetruthuntold'(feat.steveaoki)""]"
horololo,4,0,[]
instudio,4,0,[]
migos,4,1,['amigos']
하트셰이커댄스비디오,4,0,[]
han,4,37,"['chan', 'jeonghan', 'haechan', 'thechanceoflove', 'ohmygirlbanhana', 'chanyeol', 'hangul', 'rihanna', 'changeup!', 'handclap', ""tomorrow'shangover"", 'jowoochan', 'bhangra', 'newchapter#1:thechanceoflove', 'limchangjung', 'handsup', 'baphandsup', 'himchan', 'sanjayleelabhansali', 'punjabibhangra', 'punjabibhangramusic', 'seventeenthanks', 'officialbillboardchannel', 'thanks', 'billboardchannel', 'handinhand', 'raonasunoyozorashoukaihan', 'hangzoo', 'pyeongchangwinterolympics2018', 'reejhan', 'reejhanfilms', 'xuantr??ngth?tthanh?ngvocungd?th??ng', 'thibaanchannel', ""director'scutthanks"", 'comethroughandchill', 'agakhan', 'handeyener']"
전하지못한진심,4,0,[]
lsdnewsong,4,0,[]
aftaehyung,4,0,[]
cc,4,6,"['ucc', 'ucckk1t_l4bae98me88h3ajq', 'yt:cc=on', 'twicewhatislovelyriccolorcoded', 'ccm', 'zeemusiccompany']"
colorcoded,4,12,"['btscolorcodedlyrics', 'btscolorcoded', 'whatislovecolorcoded', 'whatislovecolorcodedlyric', 'twicewhatislovecolorcoded', 'colorcodedlyrics', 'twicewhatislovelyriccolorcoded', 'whatislovecolorcodedlyrics', 'twicewhatislovecolorcodedlyrics', 'ddaengcolorcodedlyrics', 'btsddaengcolorcoded', 'colorcodedlyric']"
loveyourself轉,4,4,"[""btsloveyourself轉'tear'"", ""bts(방탄소년단)-134340(fromloveyourself轉'tear')"", ""bts(방탄소년단)loveyourself轉'tear'"", ""[fullalbum]bts(방탄소년단)?loveyourself轉'tear'""]"
轉,4,7,"['tear轉', 'loveyourself轉', 'bts轉', ""btsloveyourself轉'tear'"", ""bts(방탄소년단)-134340(fromloveyourself轉'tear')"", ""bts(방탄소년단)loveyourself轉'tear'"", ""[fullalbum]bts(방탄소년단)?loveyourself轉'tear'""]"
endingcredit,4,0,[]
btscolorcoded,4,1,['btscolorcodedlyrics']
btscomeback,4,2,"['btscomebackstage', 'btscomebackshow']"
wonjae,4,0,[]
heartshakerdancepractice,4,0,[]
하트셰이커dancevideo,4,0,[]
하트셰이커안무영상,4,0,[]
heartshaker안무영상,4,0,[]
은우,4,2,"['정은우', '차은우']"
로아,4,0,[]
heartshakerdancevideo,4,0,[]
트와이스댄스비디오,4,0,[]
twicedancepractice,4,0,[]
byungjae,4,0,[]
romanization,4,0,[]
hip-hop,4,0,[]
까페음악,4,0,[]
beyondthescenes,4,0,[]
rom,4,11,"['ipromiseu', 'ipromiseyou', 'romanization', 'punjabiromanticsongs', 'vainromance', 'romanticsongs', ""bts(방탄소년단)-134340(fromloveyourself轉'tear')"", 'romanticsongspunjabi', 'fromis_9', 'romanized', 'newromanticsongs']"
seokjin,4,1,['kimseokjin']
1시간,4,2,"['기억의빈자리1시간', '자이언티눈1시간']"
재생,4,1,['연속재생3']
gsd,4,6,"['thegsd', 'punjabihitsongsdeepsidhu', 'punjabipartysongsdeepsidhu', 'latestpunjabisongsdeepsidhu', 'newpunjabisongsdeepsidhu', 'punjabibestsongsdeepsidhu']"
女子?合,4,0,[]
까페에서듣기좋은노래,4,0,[]
신나는캐롤,4,0,[]
wintersongs,4,0,[]
的偶像,4,0,[]
신나는겨울노래,4,0,[]
a7rii,4,0,[]
thegsd,4,0,[]
ガ?ルグル?,4,0,[]
?拍,4,0,[]
youngjae,4,1,['got7youngjae']
自分撮り,4,0,[]
영재,4,2,"['갓세븐영재', 'got7영재']"
a7r2,4,0,[]
btsloveyourselftearlyrics,4,0,[]
michaeljackson,4,0,[]
healtheworld,4,0,[]
subway,4,0,[]
arianagrande,4,0,[]
팝,4,7,"['케이팝', '시티팝', '올드팝', '팝송', '플레이케이팝', '팝핀현준', '허니팝콘']"
소울,4,2,"['브라운아이드소울', '소울트리']"
외로움,4,0,[]
스테이튠드,4,0,[]
staytuned,4,0,[]
아메바컬쳐,4,0,[]
신효섭,4,0,[]
melonmusicawards2017,4,3,"['btsjungkookwassoshywheniubowedtohim@melonmusicawards2017', 'btsmelonmusicawards2017', 'iumelonmusicawards2017']"
팬시차일드,4,0,[]
cash,4,0,[]
고독,4,0,[]
fly,4,0,[]
쓸쓸,4,0,[]
gloomy,4,0,[]
파리,4,0,[]
벤치,4,0,[]
제이버드,4,0,[]
지하철,4,0,[]
amoebaculture,4,0,[]
chun-li,4,0,[]
