Comedy_tags,number,overlap_num,overlap_word
모델링,3,3,"['리모델링', '모델링팩', '셀프리모델링']"
모공,3,0,[]
모델링팩,3,0,[]
nightcare,3,0,[]
아토피,3,0,[]
연애웹드,3,0,[]
좁쌀,3,0,[]
고양이케이크,3,0,[]
고양이생일,3,0,[]
매실효소효능,3,0,[]
배고파,3,0,[]
박스,3,3,"['룸박스', '샌드박스', '쿠킹박스']"
매실액기스효능,3,0,[]
1위,3,0,[]
고추장불고기양념,3,1,['고추장불고기양념떡볶이']
블라인드,3,0,[]
양배추스튜,3,0,[]
초간단떡볶이,3,0,[]
매실청담는법,3,0,[]
howtomake,3,2,"['howtomakespringroll', 'howtomakeliegewaffles']"
깜찍한,3,0,[]
떡볶이,3,3,"['초간단떡볶이', '고추장불고기양념떡볶이', '쿡소떡볶이']"
고추장불고기양념떡볶이,3,0,[]
김선진,3,0,[]
아내,3,1,['조민기아내']
매실유튜브,3,0,[]
매실다이어트,3,0,[]
tv특종놀라운세상,3,0,[]
外?,3,0,[]
매실식초만드는법,3,0,[]
고양이특식,3,0,[]
고양이생식,3,0,[]
매실하루섭취량,3,0,[]
개웃긴,3,0,[]
매실효소보관법,3,0,[]
매실효소로식초만들기,3,0,[]
매실효소,3,3,"['매실효소효능', '매실효소보관법', '매실효소로식초만들기']"
마실장아찌먹방,3,0,[]
アメリカ,3,0,[]
매실식초,3,1,['매실식초만드는법']
日本人,3,0,[]
英?話,3,0,[]
海外,3,0,[]
knife,3,0,[]
作ってみた,3,0,[]
japan,3,2,"['japanese', 'japanesestylemakeup']"
냉면,3,5,"['송추불냉면', '도로시송추불냉면', '냉면김치만드는법', '냉면김치', '냉면김치담기']"
워너원,3,1,['워너원비공개']
순창고추장,3,1,['순창고추장만드는비법']
다이어트근력,3,0,[]
홈트레이닝근력,3,0,[]
여자근력운동,3,0,[]
인터넷쇼핑,3,0,[]
여자상체근력,3,0,[]
바비브라운,3,0,[]
원피스,3,0,[]
홈트근력,3,0,[]
자켓,3,0,[]
데일리,3,3,"['데일리메이크업', '이사배데일리', '이데일리']"
여성근력운동,3,0,[]
여자하체근력,3,0,[]
여자복근운동,3,0,[]
깻잎,3,28,"['깻잎양념장', '깻잎장아찌만들기', '깻잎찜', '매실깻잎장아찌만드는법', '깻잎장아찌맛집', '깻잎전', '깻잎무침', '기쁨의교회깻잎장아찌', '깻잎장아찌', '깻잎장아찌맛잇는반찬가게', '깻잎순볶음', '만물상만능간장깻잎', '들깻잎', '깻잎김치맛있게만드는법', '깻잎요리', '깻잎반찬', '간장깻잎장아찌', '깻잎김치', '된장깻잎장아찌', '양념깻잎', '깻잎장아찌만드는법', '깻잎절임', '깻잎두마리칩킨', '깻잎무침만드는법', '깻잎치킨', '깻잎찜만드는법', '깻잎두마리치킨', '된장깻잎장아찌만드는법']"
깻잎양념장,3,0,[]
깻잎장아찌만들기,3,0,[]
플라워패턴,3,0,[]
깻잎찜,3,1,['깻잎찜만드는법']
매실깻잎장아찌만드는법,3,0,[]
깻잎장아찌맛집,3,0,[]
깻입나물,3,0,[]
깻잎전,3,0,[]
깻잎무침,3,1,['깻잎무침만드는법']
매실청먹는법,3,0,[]
기쁨의교회깻잎장아찌,3,0,[]
장아찌만드는법,3,9,"['매실장아찌만드는법', '명이나물장아찌만드는법', '방풍나물장아찌만드는법', '매실깻잎장아찌만드는법', '양파장아찌만드는법', '깻잎장아찌만드는법', '된장깻잎장아찌만드는법', '마늘장아찌만드는법', '머위대장아찌만드는법']"
양파장아찌,3,1,['양파장아찌만드는법']
깻잎장아찌,3,9,"['깻잎장아찌만들기', '매실깻잎장아찌만드는법', '깻잎장아찌맛집', '기쁨의교회깻잎장아찌', '깻잎장아찌맛잇는반찬가게', '간장깻잎장아찌', '된장깻잎장아찌', '깻잎장아찌만드는법', '된장깻잎장아찌만드는법']"
눈이커보이는메이크업,3,0,[]
아련한분위기메이크업,3,0,[]
눈이길어보이는메이크업,3,0,[]
daily,3,3,"['dailymakeupmake-up', 'dailymakeup', 'dailylook']"
룸메이트,3,0,[]
허벅지,3,0,[]
순창민속마을,3,0,[]
스트레칭,3,0,[]
massage,3,0,[]
림프절,3,0,[]
경락,3,0,[]
수육김치,3,0,[]
탄력,3,0,[]
다이아티비,3,0,[]
붓기,3,0,[]
하체다이어트,3,0,[]
양파장아찌만드는법,3,0,[]
신경선,3,0,[]
집에서근력운동,3,0,[]
안면신경마비,3,0,[]
뾰루지,3,0,[]
여자근육,3,0,[]
에스티로더,3,0,[]
비트코인분석,3,0,[]
깻잎장아찌맛잇는반찬가게,3,0,[]
컴퓨터조립방법,3,0,[]
깻잎순볶음,3,0,[]
만물상만능간장깻잎,3,0,[]
들깻잎,3,0,[]
고기먹을때필요한음식,3,0,[]
깻잎김치맛있게만드는법,3,0,[]
깻잎요리,3,0,[]
vov,3,0,[]
만능간장비법,3,0,[]
맥,3,0,[]
aorus,3,1,['기가바이트z370aorusgaming3']
신세계,3,0,[]
깻잎반찬,3,0,[]
간장깻잎장아찌,3,0,[]
밥도둑,3,0,[]
nooven,3,0,[]
쿡소스테이트,3,0,[]
쿡소떡볶이,3,0,[]
쿡소감바스,3,0,[]
유형별,3,0,[]
웃소,3,1,['웃소라면']
웃소라면,3,0,[]
릴레이그림,3,0,[]
윤곽메이크업,3,0,[]
눈성형메이크업,3,0,[]
여드름피부커버,3,0,[]
브라운메이크업,3,0,[]
깻잎김치,3,1,['깻잎김치맛있게만드는법']
backtoschool,3,4,"['backtoschoolpranks', 'backtoschoolsuppliesmakeup', 'backtoschoolsupplies', 'weirdbacktoschoolsupplies']"
간단요리,3,0,[]
푸드,3,1,['스킨푸드']
반찬가게,3,1,['깻잎장아찌맛잇는반찬가게']
간단레시피,3,0,[]
schoolsupplies,3,7,"['edibleschoolsupplies', 'backtoschoolsuppliesmakeup', 'backtoschoolsupplies', 'weirdbacktoschoolsupplies', 'weirdschoolsupplies', 'schoolsuppliesdiy', 'schoolsuppliesmakeup']"
새해,3,3,"['새해복', '새해인사', '새해메이크업']"
glitter,3,1,['glittermakeup']
반짝이,3,1,['반짝이메이크업']
피그먼트,3,0,[]
이사배글리터,3,0,[]
글리터활용,3,1,['글리터활용법']
글리터활용법,3,0,[]
글리터메이크업,3,0,[]
글리터,3,5,"['이사배글리터', '글리터활용', '글리터활용법', '글리터메이크업', '글리터특집']"
글리터특집,3,0,[]
크리스마스메이크업,3,0,[]
backtoschoolpranks,3,0,[]
쿡소치킨,3,0,[]
쿡소라면,3,0,[]
쿡소라볶이,3,0,[]
아이스크림,3,0,[]
된장깻잎장아찌,3,1,['된장깻잎장아찌만드는법']
양념깻잎,3,0,[]
깻잎장아찌만드는법,3,2,"['매실깻잎장아찌만드는법', '된장깻잎장아찌만드는법']"
매실엑기스만드는법,3,0,[]
월천대사,3,0,[]
깻잎절임,3,0,[]
깻잎두마리칩킨,3,0,[]
깻잎무침만드는법,3,0,[]
부동산,3,10,"['부동산전망', '부동산투자', '부동산강의', '쇼킹부동산', '부동산재테크', '부동산거품', '부동산폭락', '부동산하락', '부동산갭투자', '부동산버블']"
깻잎치킨,3,0,[]
직방,3,0,[]
매일반찬,3,0,[]
순창고추장만드는비법,3,0,[]
싹힌깻입장아찌,3,0,[]
partymakeup,3,0,[]
빠숑,3,0,[]
깻잎찜만드는법,3,0,[]
깻잎두마리치킨,3,0,[]
된장깻잎장아찌만드는법,3,0,[]
wootso,3,0,[]
아이러브니키,3,0,[]
아파트,3,7,"['신비아파트', '아파트전망', '신비아파트고스트볼x의탄생', '신비아파트고스트볼의비밀', '아파트투자', '분당아파트', '아파트담합']"
쿡소피자,3,0,[]
부동산하락,3,0,[]
금리인상,3,0,[]
쿡소해리,3,0,[]
웃음코뿔소,3,0,[]
그림,3,4,"['그림잘그리는법', '그림강좌', '손그림', '릴레이그림']"
쿡소인도,3,0,[]
hamecare,3,0,[]
prank,3,14,"['backtoschoolpranks', 'pranksvideo', 'howtoprank', 'funnypranks', 'bestpranksforyourfriends', 'pranks', 'prankideas', 'pranksonfriends', 'pranksforfriends', 'easyprankstodoonfriends', 'easypranks', 'bestpranks', 'schoolpranks', 'bestschoolpranks']"
운동법,3,0,[]
메이크업도구,3,0,[]
스쿼트,3,0,[]
알트코인,3,0,[]
브러쉬세척,3,2,"['메이크업브러쉬세척', '브러쉬세척법']"
risabaemakeup,3,0,[]
브러쉬클리너,3,0,[]
메이크업브러쉬세척,3,0,[]
브러쉬세척법,3,0,[]
makeupbrush,3,1,['makeupbrushcleaner']
makeupbrushcleaner,3,0,[]
risabaebrush,3,0,[]
legs,3,0,[]
brush,3,3,"['makeupbrush', 'makeupbrushcleaner', 'risabaebrush']"
makeuptool,3,0,[]
node,3,0,[]
림프,3,1,['림프절']
다리살,3,1,['다리살빼기']
엉덩이,3,0,[]
inner,3,4,"['innerbeauty', 'dinner', 'holidaydinner', 'christmasdinner']"
비키니,3,1,['비키니라인']
돼지고기요리,3,0,[]
라네즈,3,0,[]
홈트레이닝,3,1,['홈트레이닝근력']
요가,3,0,[]
lower,3,1,['flower']
코랄화장법,3,0,[]
5-minutecrafts,3,0,[]
내집마련,3,0,[]
여름김치,3,1,['여름김치종류']
여름김치종류,3,0,[]
여성팔운동,3,0,[]
twotone,3,0,[]
기아팔뚝,3,0,[]
저고리살,3,0,[]
홈트팔뚝살,3,0,[]
여자팔,3,1,['여자팔운동']
팔살빼는법,3,0,[]
프라이머,3,1,['아이프라이머']
여자팔운동,3,0,[]
팔뚝운동,3,0,[]
팔뚝빼기,3,0,[]
body,3,0,[]
관리,3,8,"['피부관리', '겨울철피부관리', '관리실', '피부관리법', '어장관리', '건강관리', '고양이털관리', '털관리']"
상체운동,3,0,[]
skin,3,3,"['skincare', 'skinfood', 'koreanskincare']"
팔살빼기,3,0,[]
하체,3,3,"['여자하체근력', '하체다이어트', '하체운동']"
나물무침,3,11,"['시래기나물무침', '나물무침양념', '나물무침종류', '냉이나물무침', '머위나물무침', '콩나물무침', '콩나물무침백선생', '콩나물무침레시피', '콩나물무침만드는법', '콩나물무침양념', '콩나물무침맛있게만드는법']"
종아리,3,0,[]
다리살빼기,3,0,[]
날씬한,3,0,[]
셀프케어,3,0,[]
lymph,3,0,[]
하반신,3,0,[]
힙업,3,0,[]
하체운동,3,0,[]
나물무침양념,3,1,['콩나물무침양념']
비키니라인,3,0,[]
부대찌개,2,1,['간단부대찌개']
쉬폰원단,2,0,[]
콜라보,2,3,"['콜라보영상', '콜라보레이션', '콜라보메이크업']"
스마트폰,2,0,[]
신종사기수법,2,0,[]
pranksvideo,2,0,[]
슈퍼마켓,2,0,[]
howtoprank,2,0,[]
금융사기,2,1,['스미싱개념과소액결제금융사기과정']
보이스피싱,2,0,[]
simpekatatoast,2,0,[]
카야토스트,2,0,[]
springskirt,2,1,['aspringskirt']
딸기청,2,0,[]
kayatoast,2,0,[]
스미싱개념과소액결제금융사기과정,2,0,[]
수다,2,0,[]
낚시,2,0,[]
누드메이크업,2,0,[]
딸기에이드,2,0,[]
budae-jjigae,2,0,[]
해킹,2,0,[]
생활의달인,2,0,[]
다이소,2,1,['다이소몰']
라이프스타일,2,0,[]
봄봄,2,1,['봄봄템']
설탕,2,2,"['매실설탕', '우박설탕']"
간단부대찌개,2,0,[]
strawberryade,2,0,[]
스커트만들기,2,0,[]
피싱,2,1,['보이스피싱']
나드레의백수공방,2,0,[]
편고,2,0,[]
콜라보영상,2,0,[]
재봉틀,2,0,[]
백수공방,2,2,"['나드레의백수공방', '편집고양이의백수공방']"
simplerecipe,2,0,[]
치마,2,6,"['봄치마만들기', '쉬폰치마', '고무줄치마', '치마만들기', '봄치마', '고무줄치마만들기']"
봄치마만들기,2,0,[]
전화,2,1,['장난전화']
funnypranks,2,0,[]
bestpranksforyourfriends,2,0,[]
pasta,2,2,"['freshpasta', 'impromptupasta']"
바나나스무디,2,0,[]
joke,2,0,[]
edibleschoolsupplies,2,0,[]
pranks,2,11,"['backtoschoolpranks', 'pranksvideo', 'funnypranks', 'bestpranksforyourfriends', 'pranksonfriends', 'pranksforfriends', 'easyprankstodoonfriends', 'easypranks', 'bestpranks', 'schoolpranks', 'bestschoolpranks']"
prankideas,2,0,[]
pranksonfriends,2,0,[]
pranksforfriends,2,0,[]
아파트전망,2,0,[]
saltedgrilledfish,2,0,[]
사기,2,7,"['자원사기', '신종사기수법', '금융사기', '스미싱개념과소액결제금융사기과정', '신종사기', '송금어플사기', '편의점택배사기']"
샴,2,4,"['우유샴푸', '박지훈샴푸', '밀크샴푸', '에이프릴스킨샴푸']"
랜덤파스타,2,0,[]
spicypork,2,0,[]
생선요리레시피,2,0,[]
bananasmoothie,2,0,[]
케일스무디,2,0,[]
아무거나파스타,2,0,[]
제욱볶음,2,0,[]
impromptupasta,2,0,[]
sekinerisa,2,0,[]
짱,2,4,"['리카짱', '짱쉬운', '몸짱', '짱간단한']"
간단,2,14,"['간단메이크업', '초간단', '초간단떡볶이', '간단요리', '간단레시피', '간단부대찌개', '간단한반찬', '간단헤어스타일링', '간단한요리', '간단한음식', '간단한메이크업', '짱간단한', '개간단한', '간단한']"
sneakfoodintoclass,2,0,[]
howtosneakfood,2,0,[]
꿀팁추천,2,0,[]
easyprankstodoonfriends,2,0,[]
리본,2,0,[]
병마,2,0,[]
심시매,2,0,[]
승인,2,1,['이승인']
심심해,2,0,[]
펜슬,2,0,[]
디자인,2,1,['기우디자인']
배고프다,2,0,[]
심심,2,1,['심심해']
배고프타,2,0,[]
easypranks,2,1,['easyprankstodoonfriends']
bestpranks,2,1,['bestpranksforyourfriends']
장난전화,2,0,[]
자반고등어,2,0,[]
벚꽃템,2,0,[]
mini,2,1,['miniature']
속촉촉겉보송메이크업,2,0,[]
보송메이크업,2,1,['속촉촉겉보송메이크업']
촉촉메이크업,2,0,[]
nct,2,0,[]
behind,2,0,[]
skirt,2,2,"['springskirt', 'aspringskirt']"
편집고양이의백수공방,2,0,[]
보송,2,2,"['속촉촉겉보송메이크업', '보송메이크업']"
콜라보레이션,2,0,[]
메이킹,2,0,[]
곽토리머리,2,0,[]
러시안블루,2,0,[]
매트메이크업,2,0,[]
뉴욕여행,2,0,[]
메인쿤,2,0,[]
785,2,0,[]
로또,2,0,[]
film,2,0,[]
촉촉,2,7,"['촉촉한베이스메이크업', '겨울촉촉', '촉촉한베이스', '속촉촉겉보송메이크업', '촉촉메이크업', '촉촉스킨케어', '촉촉한립스틱']"
활용,2,3,"['글리터활용', '글리터활용법', '활용법']"
100초댄스,2,0,[]
헤이즐메이크업,2,0,[]
고양이눈,2,1,['고양이눈매']
노르웨이숲,2,0,[]
cateyemakeup,2,0,[]
곽토리렌즈,2,0,[]
파니니,2,0,[]
heateyeshadow,2,0,[]
조심,2,0,[]
panini,2,0,[]
radishrice,2,0,[]
무밥,2,0,[]
비하인드,2,0,[]
newyork,2,0,[]
쉬폰치마,2,0,[]
hand,2,2,"['handcraft', 'handmade']"
고무줄치마,2,1,['고무줄치마만들기']
원단,2,1,['쉬폰원단']
결국우리랑했어요,2,0,[]
고양이눈매,2,0,[]
cj오쇼핑,2,0,[]
ce&롱패딩,2,0,[]
나드레,2,2,"['나드레의백수공방', '신나드레']"
신나드레,2,0,[]
생선맛있게굽는법,2,0,[]
스커트,2,1,['스커트만들기']
편집고양이,2,1,['편집고양이의백수공방']
love,2,0,[]
yt:cc-on,2,0,[]
활용법,2,1,['글리터활용법']
생선요리노하우,2,0,[]
피크닉,2,0,[]
생활팁,2,0,[]
봄나들이,2,0,[]
고양이메이크업,2,0,[]
부동산갭투자,2,0,[]
리빙,2,0,[]
봄봄템,2,0,[]
사이버범죄,2,0,[]
고등어굽는법,2,0,[]
쉬폰,2,2,"['쉬폰원단', '쉬폰치마']"
치마만들기,2,2,"['봄치마만들기', '고무줄치마만들기']"
여캠,2,0,[]
캣츠아이,2,0,[]
salarygirl,2,0,[]
출처를알수없는앱,2,0,[]
크로마키스튜디오,2,0,[]
신종사기,2,1,['신종사기수법']
고등어구이,2,0,[]
문자,2,0,[]
생선깔끔하게굽는법,2,0,[]
aspringskirt,2,0,[]
안동간고등어,2,0,[]
간고등어,2,1,['안동간고등어']
생선구이방법,2,0,[]
셀렙샵,2,0,[]
맛있게굽기,2,0,[]
생선구이맛있게하는법,2,0,[]
생선구이,2,2,"['생선구이방법', '생선구이맛있게하는법']"
키썸,2,2,"['키썸랩', '키썸피쳐링']"
피부관리법,2,0,[]
국적변경메이크업,2,0,[]
청첩장,2,0,[]
돼지고기수육삶는법,2,0,[]
수육삼겹살만드는법,2,0,[]
수육삶는법,2,2,"['돼지고기수육삶는법', '수육삶는법된장']"
돼지고기수육만드는법,2,0,[]
수육황금레시피,2,0,[]
돼지고기삶는시간,2,0,[]
돼지고기수육압력솥,2,0,[]
보쌈만드는방법,2,0,[]
김장김치수육,2,0,[]
수육맛있게삶는방법,2,0,[]
돼지고기수육삶는시간,2,0,[]
보쌈만드는법,2,0,[]
보쌈만들기,2,0,[]
돼지고기수육만들기,2,0,[]
돼지고기삶기,2,0,[]
솔직한한국여행,2,0,[]
외국인한국여행,2,0,[]
실제일본문화,2,0,[]
외국인일본여행,2,0,[]
한국일본차이,2,0,[]
한국일본비교,2,0,[]
실제한국과일본,2,0,[]
해외반응한국일본,2,0,[]
유럽과다른한국,2,0,[]
한국일본어디가더,2,0,[]
한국의치안,2,0,[]
해외에서한국,2,1,['해외에서한국여행']
유럽치안,2,0,[]
신기한한국일본,2,0,[]
돼지고기수육,2,7,"['돼지고기수육삶는법', '돼지고기수육만드는법', '돼지고기수육압력솥', '돼지고기수육삶는시간', '돼지고기수육만들기', '돼지고기수육삶기', '돼지고기수육맛있게삶는법']"
boliedbeefkimchi,2,0,[]
부드러운수육,2,1,['부드러운수육만들기']
diyvideos,2,0,[]
craftvideos,2,0,[]
heels,2,1,['brokenheels']
hacks,2,16,"['easylifehacks', 'lifehacks', 'simplelifehacks', 'clothinghacks', 'simplehacks', 'girlhacks', 'lastminutehacks', 'diyhacks', 'easyhacks', 'jeanshacks', 'drillhacks', 'classhacks', 'lifehacksforkids', 'clubsodahacks', 'bathroomhacks', 'clotheshacks']"
simplehacks,2,0,[]
compilation,2,0,[]
learningvideos,2,0,[]
how-to,2,0,[]
lastminute,2,1,['lastminutehacks']
craftsforgirls,2,0,[]
learning,2,1,['learningvideos']
girlhacks,2,0,[]
renew,2,0,[]
brokenheels,2,0,[]
learn,2,2,"['learningvideos', 'learning']"
돼지고기수육삶기,2,0,[]
diycrafts,2,0,[]
lastminutehacks,2,0,[]
와사비동,2,0,[]
다이어트식단,2,0,[]
다이어트음식,2,0,[]
고독한미식가,2,0,[]
고추냉이덮밥,2,0,[]
치킨랩,2,0,[]
수육레시피,2,0,[]
boliedporkrecipe,2,0,[]
boliedporkkimchi,2,0,[]
돼지고기삶는법,2,0,[]
boliedbeefrecipe,2,0,[]
한국여행후기,2,0,[]
한국과일본을방문한,2,0,[]
없애는방법,2,0,[]
외국인이놀라는,2,0,[]
스페인미녀,2,0,[]
유럽여행후기,2,0,[]
벚꽃메이크업,2,0,[]
sunnymakeup,2,0,[]
먹방일기,2,0,[]
아보카도샌드위치,2,0,[]
닭볶음탕,2,0,[]
dakdoritang,2,0,[]
dakbokkeumtang,2,0,[]
닭매운탕,2,0,[]
dakmaeuntang,2,0,[]
닭도리탕,2,0,[]
avocadosandwich,2,0,[]
일본여행경험,2,0,[]
커먼그라운드,2,0,[]
유럽에서일본식당,2,0,[]
유럽에서한국,2,1,['유럽에서한국식당']
해외에서일본여행,2,0,[]
일본의치안,2,0,[]
해외에서일본,2,1,['해외에서일본여행']
한국여행경험,2,0,[]
해외반응한국여행,2,0,[]
한국치안,2,0,[]
일본여행후기,2,0,[]
실제한국문화,2,0,[]
유럽에서한국식당,2,0,[]
한국의놀라는,2,0,[]
리얼솔직경험,2,0,[]
springmakeup,2,0,[]
김중우,2,0,[]
자기계발,2,0,[]
전분,2,0,[]
휴식,2,0,[]
반찬요리,2,0,[]
간편한요리,2,0,[]
감자볶음맛있게하는법,2,0,[]
감자당근볶음,2,0,[]
청양고추,2,0,[]
감자볶음,2,2,"['감자볶음맛있게하는법', '감자볶음만드는법']"
감자볶음만드는법,2,0,[]
해외반응일본여행,2,0,[]
당근,2,1,['감자당근볶음']
감자요리,2,0,[]
간편한요립법,2,0,[]
간단한반찬,2,0,[]
간편한간식,2,0,[]
commonground,2,0,[]
snl,2,0,[]
sharehows,2,0,[]
해외반응한국,2,2,"['해외반응한국일본', '해외반응한국여행']"
제이킴,2,0,[]
쉐어하우스,2,0,[]
벤자민무어페인트,2,0,[]
셀프인테리어,2,0,[]
던에드워트페인트,2,0,[]
셀프리모델링,2,0,[]
던에드워드,2,0,[]
벤자민페인트,2,0,[]
셀프페인트,2,0,[]
jaykim,2,0,[]
diyhacks,2,0,[]
easyhacks,2,0,[]
돼지고기맛있게먹는법,2,0,[]
프로폴리스,2,1,['프로폴리스에센스']
인형메이크업,2,0,[]
무심한듯세련되게,2,0,[]
청순보스메이크업,2,0,[]
다진마늘보관법,2,0,[]
getreadywithme,2,0,[]
grwm,2,0,[]
클렌징,2,0,[]
연한메이크업,2,0,[]
성형화장,2,0,[]
내추럴메이크업,2,0,[]
일본유튜버,2,0,[]
청순보스,2,1,['청순보스메이크업']
프랑스여행,2,0,[]
예쁜메이크업,2,0,[]
세련된메이크업,2,0,[]
france,2,0,[]
몽블랑,2,0,[]
송금어플사기,2,0,[]
사칭,2,0,[]
택배,2,1,['편의점택배사기']
한별,2,0,[]
짤방,2,0,[]
남프랑스,2,0,[]
에그인헬,2,0,[]
캠핑요리,2,0,[]
egginhell,2,0,[]
샥슈카,2,0,[]
편의점택배사기,2,0,[]
naturalmakeup,2,0,[]
컴퓨터조립,2,1,['컴퓨터조립방법']
프로폴리스에센스,2,0,[]
콜라보메이크업,2,0,[]
dollymakeup,2,0,[]
아프리카tv,2,0,[]
유트루아프리카,2,0,[]
일본스타일메이크업,2,0,[]
일본유행메이크업,2,0,[]
세키네리사,2,0,[]
패션왕,2,0,[]
패션영상,2,0,[]
스타일,2,10,"['헤어스타일', '여자헤어스타일', '여자머리스타일', '라이프스타일', '일본스타일메이크업', '셀프헤어스타일링', '간단헤어스타일링', '긴머리스타일링', '머리스타일', '헤어스타일링']"
동생,2,1,['송지효동생']
다람쥐,2,0,[]
japanesestylemakeup,2,0,[]
박비단,2,0,[]
의상,2,0,[]
쓰레드리퍼,2,0,[]
집들이,2,0,[]
패션쇼,2,0,[]
스레드리퍼,2,1,['amd라이젠스레드리퍼1950x(서밋릿지)']
amd라이젠스레드리퍼1950x(서밋릿지),2,0,[]
amd쓰레드조립,2,0,[]
x399보드,2,0,[]
asusx399-a,2,0,[]
1950x,2,1,['amd라이젠스레드리퍼1950x(서밋릿지)']
미싱,2,1,['스미싱개념과소액결제금융사기과정']
봄치마,2,1,['봄치마만들기']
선물,2,3,"['선물옵션', '생일선물', '여친선물']"
고무줄치마만들기,2,0,[]
gtx,2,0,[]
프랑스,2,2,"['프랑스여행', '남프랑스']"
koreanbraisedfish,2,0,[]
돼지고기수육맛있게삶는법,2,0,[]
워너원비공개,2,0,[]
코드,2,1,['코드글로컬러']
아이프라이머,2,0,[]
코드글로컬러,2,0,[]
꿀템,2,0,[]
팩트,2,0,[]
마스카라픽서,2,0,[]
makeheal,2,0,[]
메이크힐,2,0,[]
koreamakeuptutorial,2,0,[]
레드립메이크업,2,0,[]
makeuptutorialasian,2,0,[]
redlipstickmakeup,2,0,[]
강다니엘,2,0,[]
프로방스,2,0,[]
스모키메이크업,2,0,[]
한국일본문화,2,0,[]
신기한한국여행,2,0,[]
해외에서한국여행,2,0,[]
coreana,2,1,['modelocoreana']
수육맛있게삶는법,2,1,['돼지고기수육맛있게삶는법']
돼지고기삶는방법,2,0,[]
수육삶기,2,1,['돼지고기수육삶기']
수육맛있게하는법,2,0,[]
부드러운수육만들기,2,0,[]
수육맛나게삶는법,2,0,[]
수육삶는법된장,2,0,[]
수육삶는방법,2,0,[]
수육만들기,2,2,"['돼지고기수육만들기', '부드러운수육만들기']"
샹테카이,2,0,[]
clio,2,0,[]
beltsandwich,2,0,[]
sushi,2,0,[]
belt샌드위치,2,0,[]
고등어조림,2,0,[]
braisedfish,2,1,['koreanbraisedfish']
고등어요리,2,0,[]
조림,2,7,"['고등어조림', '생선조림', '오징어조림만드는법', '오징어조림', '무조림', '무조림만들기', '오징어무조림']"
생선조림,2,0,[]
묵은지,2,0,[]
?き,2,1,['すき?き']
スシ,2,0,[]
usa,2,0,[]
ロ?ル,2,0,[]
?,2,11,"['お?描き', 'ア?ト', '外?', '英?話', '?き', 'ロ?ル', '?司', 'マッサ?ジ', 'ハ?バリウム', 'バ?ム', 'すき?き']"
american,2,0,[]
?司,2,0,[]
지포스1080,2,0,[]
patreon,2,0,[]
roll,2,3,"['springroll', 'howtomakespringroll', 'lasagnarollups']"
すし,2,0,[]
수냉쿨러,2,1,['수냉쿨러장착방법']
13일의금요일,2,0,[]
막시무스,2,0,[]
maximus,2,0,[]
수냉쿨러장착방법,2,0,[]
비싼컴퓨터,2,0,[]
커피레이크,2,0,[]
컴퓨터튜닝,2,0,[]
커세어,2,0,[]
h150i장착방법,2,0,[]
피해,2,0,[]
cookingbox,2,0,[]
어장관리,2,0,[]
깔끔한요리,2,0,[]
알타리김치만들기,2,0,[]
총각김치담그는법,2,0,[]
innerbeauty,2,0,[]
총각김치만드는법,2,0,[]
challenge,2,0,[]
알타리김치담기,2,0,[]
vlog,2,4,"['데이트vlog', '일본vlog', '일상vlog', '여행vlog']"
ponytailkimchirecipe,2,0,[]
알타리김치맛있게담는법,2,0,[]
알타리김치황금레시피,2,0,[]
뜨끈한국물요리,2,0,[]
총각김치만들기,2,0,[]
gradation,2,0,[]
뷰르가즘,2,0,[]
립밤,2,0,[]
섹시한,2,0,[]
메이크럽,2,0,[]
그라데이션,2,0,[]
립,2,13,"['립스틱', '압솔뤼립라커', '컴퓨터조립방법', '간편한요립법', '컴퓨터조립', 'amd쓰레드조립', '레드립메이크업', '립밤', '조립컴퓨터', '립메이크업', '마몽드립스틱', '립스틱추천', '촉촉한립스틱']"
박소은,2,0,[]
친구,2,5,"['여자친구', '남자친구', '친구고민', '친구관계', '남자친구더빙메이크업']"
학교고민,2,0,[]
참기,2,4,"['참기름', '참기름녀', '참기름녀직캠', '참기름녀몸매']"
꽁,2,4,"['꽁지', '꽁냥꽁냥', '꽁여행', '꽁웨딩']"
고민상담,2,0,[]
남사친사귀기,2,0,[]
연애썰,2,0,[]
뷰개론,2,0,[]
고구마와사이다,2,0,[]
설레는드라마,2,0,[]
고딩연애,2,0,[]
고등연애,2,0,[]
왕따썰,2,0,[]
후세인,2,0,[]
최종화,2,0,[]
뷰학,2,0,[]
여행,2,19,"['여행vlog', '뉴욕여행', '솔직한한국여행', '외국인한국여행', '외국인일본여행', '한국여행후기', '유럽여행후기', '일본여행경험', '해외에서일본여행', '한국여행경험', '해외반응한국여행', '일본여행후기', '해외반응일본여행', '프랑스여행', '신기한한국여행', '해외에서한국여행', '꽁여행', '유럽여행한국', '생일여행']"
ponytailkimchi,2,1,['ponytailkimchirecipe']
유머,2,0,[]
도전,2,0,[]
talk,2,0,[]
첼린지,2,0,[]
예능,2,0,[]
kkongji,2,0,[]
entertainer,2,0,[]
꽁여행,2,0,[]
koreankimchi,2,0,[]
show,2,0,[]
왕따이유,2,0,[]
소문,2,1,['헛소문']
추천화장품,2,0,[]
오이지담그는법,2,0,[]
무르지않게,2,0,[]
다크서클,2,0,[]
새우젓,2,0,[]
