People_tags,number,overlap_num,overlap_word
차,3,96,"['뉴스포차', '차트', '무기자차', '유기자차', '베트남승부차기', '차돌된장찌개', '인생2회차', '한국일본차이', '혼합자차', '인생2회차태웅이', '서준이인생2회차', '한국일본문화차이', '#멜론차트', '제41차태극기혁명국민대회', '하차', '자동차', '시차', '차승원', '차크라', '스리라차', '교차편집', '자외선차단제', '차태현', '차학연', '2018년4월3주차', '대만차', '색깔변하는차', '제38차태극기혁명국민대회', '시드물민중기무기자차썬크림', '제47차태극기혁명국민대회', '토트넘대유벤튜스챔스16강2차전', '유벤전2차전', '과거사진스캔들수행비서김지은비서나이차이', '포장마차', '고등래퍼22차팀대항전', '고등래퍼22차팀대항전오담률', '제51차태극기혁명국민대회', '고등래퍼2차팀대항전', '당신을놀라게할6개의희한한차고', '세상에서가장멋지고비싼차고6개', '존재한다는것이믿기지않는6개의차고', '세상에서가장높은차고.', '차고', '지하차고', '이영상을본후갖고싶게될6개의엄청난차고', '가장비싼차', '파란자차', '톤업크림선크림차이', '차지혜', '푸드트럭중고차', '상차리기', '중고차헛걸음보상', '중고차위탁', '중고차환불보장', '중고차허위매물', '2차남북', '남북2차정상회담', '문재인김정은2차만남', '제40차태극기혁명국민대회', '차앤박', '핫차덮밥', '멕시카나차', '인종차별', '핫차', '차크라성질변화', '차크라형태변화', '중고차', '데이브발음차이', '발음차이', '차은우', '스리라차볶음면후기', '삼양스리라차볶음면', '삼양스리라차라면', '스리라차볶음면', '스리라차소스', '제44차태극기혁명국민대회', '제42차태극기혁명국민대회', '콜롬비아인종차별', '카르도나인종차별', '#멜론최신차트', '한국치킨프랜차이즈순위', '더망해야정신차린다!', '원로들조차슬슬겁먹고있다', '버드리제27차마산항도라이온스클럽합동봉사다짐대회', '버드리제27차마산항도라이온스클럽합동봉사다짐대회공연', '버드리품바제27차마산항도라이온스클럽합동봉사다짐대회', '버드리제27차마산항도라이온스클럽합동봉사다짐대회2017년12월07일', '멜론차트', '멜론차트연속듣기', '멜론차트노래모음', '단타차트분석', '4차산업혁명', 'exo-cbx(첸백시)-花요일(bloomingday)교차편집(stagemix)', '차앤박쿠션', '한국일본식습관차이', '아라시홍차']"
리,3,765,"['리얼사운드', '셀리', '도로시리얼사운드', '아리샤', '태리', '요리', '리액션', '아프리카', '거리노래방', '연애플레이리스트', '연플리', '리뷰', '아프리카tv', '연애심리', '남녀심리', '품바사랑버드리', '아프리카티비', '버드리아카데미장구전문학원', '네이버버드리', '페이스북버드리', '다음펜카페버드리', '품바여왕버드리', '카카오톡버드리', '스트리머', '니노미야카즈나리', 'snl코리아', '버드리공연', '버드리품바', '버드리', '리사', '고작시리즈', '일본요리', '핑크머리', '리안', '이니스프리', '리설주', '길거리', '김정은리설주', '탈북스토리', '아프리카먹방', '리얼', '알리', '도리도리잼잼', '시리즈', '데일리메이크업', '스토리', '데일리', '김정은리설주참관', '데일리베스트', '데일리베스트뉴스', '유엔안보리', '아프리카비제이', '마루에몽김유리', '리타', '개리', '올리브영', '리빙', '미스테리', '다다블리', '닭다리', '다다리빙', '리그오브레전드;', '블리치', '홀리', '사랑의배터리', '배터리', '갓떼리', '고작시리즈패러디', '영화리뷰', '리그오브레전드', '베리', '미스터리', '롯데리아', '밴쯔고작시리즈', '물축꾸리', '이효리', '안비리바보', '버드리아카데미', '치도리', '돗키리', '트리트먼트', '리플', '효리네민박', '디어제리', '크리스마스', '승리', '#니노미야카즈나리', '프리미어팬콘', '나몰라패밀리', '무한리필', '연어1마리', '다큐멘터리', '연어아부리', '나선수리검', '코미디빅리그', '엘리어스', '뮤리엘의웨딩', '스토리플레이어', '이효리유재석', '데일리룩', '영국요리사의한국음식투어', '리니지m', '아프리카김기훈', '이더리움', '빗소리', '사투리', '필리핀', '빛베리', '리바이스', '빅뱅승리', '버드리실시간', '무한리필먹방', '리브인리바이스', '버드리실시간스트리밍', '김정민x김정민박사x자연사박물관x북미회담x판문점x마이바흐x김정은x마이니치x빌트x벤츠xs600xpullmanguardx풍계리x인공지진x남북통일', '예리', '혜리', '총리', '아리키친', '에일리언', '감동스토리', '코끼리', '심리치료', '가브리엘', '클리오', '프리저', '이효리예능', '이효리노래', '이효리드립', '이효리재산', '효리네민박이효리', '이효리이상순', '이효리집', '이효리윤아', '이효리유고걸', '이효리레전드', '리비', '슈퍼스타스타일리스트', '마인크래프트모드스토리', '아메리카노', '일리윤', '목소리', '메이크업튜토리얼', '리얼360', '뷰티크리에이터', '공두리', '걸스빌리지', '비디오빌리지', '땅콩리턴', '커리', '요리의시니', '패드리퍼', '네이처리퍼블릭선스틱', '코난어리광', '김이브윰댕사건정리', '승리라디오스타', '피부관리', '이니스프리선스틱', '버드리호미곶한민족해돚이축전공연', '한혜리', '브베스타듀밸리게임', '제리스나', '엘리스', '크리미널마인드', '맛집리뷰', '범죄심리프로듀스101', '조유리', '우리처음', '아프리카방송대상', '엘리베이터인터뷰', '크리에이터', '강호동이승기달리기', '거리응원', '버드리네이버', '버드리다음', '거리반응', '크리드', '프리미어리그경기직관', '웸블리', '프리미어리그', '데리야끼', '방탄리액션', '아라시곤약젤리', '곤약젤리tv', '리빙템', '하늘보리', '곤약젤리티비', '아프리카tv대상', '도티요리', '고도리', '한우코스요리를처음먹어본미국모델의반응!!', '줄리아', '리다', '2018버드리함평나비축제초청공연', '스리라차', '윤그리니', '코리아', '#bts#방탄소년단#박지민#김남준#정호석#김태형#전정국#김석진#민윤기#아메리칸뮤직어워드#뷔#슈가#rm', '칠리새우', '이니스프리선크림', '크리스마스메이크업', '캡틴아메리카', '곽토리', '베리떼선스틱', '홀리카홀리카선스틱', '리얼리티스톤', '리그', '우리들의맹세', '북폭시계엄령내리면내란의시작!', '사부리', '홀리카홀리카피스매칭섀도우', '쿠션리뷰', '모구리', '올리브영쿠션', '아리따움모노아이즈', '2018리바이스', '3ce무드레시피트리플섀도우', '짐쿠리에', '짐쿠리어', '짐커리어', '리비엽떡', '투다리', '이니스프리쿠션', '이영자도리뱅뱅', '러블리', '오리', '피부관리asmr', '오리찜', '훈제오리', '단호박훈제오리', '금메달리스트', '양홍원갤러리', '?????캐쥬얼카트리지', '?레이징황소?????사막독수리', 'kbo리그', '닭요리', '버드리유구자카드섬유페스티벌공연', '버드리유구자카드섬유페스티벌', '밴쯔조작시리즈', '너의목소리가보여', '이낙연총리', '개구리춤', '버드리품바유구자카드섬유페스티벌', '그림그리기', '버드리유구자카드섬유페스티벌축제공연', '수리공asmr', '삼겹살무한리필', '페리페라잉크피팅섀도우', '이니스프리마이아이섀도우', '엉터리생고기먹방', '엉터리생고기', '카이리바이스', '길거리응원', '리바이스카이', '대리만족', '코멘터리', '추리', '전포거리맛집', '부산전포거리맛집', '전포거리', '튜토리얼', '식당리뷰', '폴리에스터', '올리브영클렌징퍼프', '클렌징퍼프리뷰', '폴리에스테르', '다리먹방', '통닭다리', '드루킹관련내막정리!', '버드리2017버드리아카데미송년의밤', '버드리2017버드리아카데미송년의밤2017년12월21일', '심리테스트', '청이2017버드리아카데미송년의밤공연청이품바버드리아카데미송년의밤공연', '청이품바2017버드리아카데미송년의밤공연', '버드리버드리아카데미송년의밤공연20171221버드리버드리아카데미송년의밤2017년12월21일', '버드리2017버드리아카데미송년의밤공연', '버드리품바2017버드리아카데미송년의밤', '버드리2017버드리아카데미송년의밤공연20171221', '청이버드리아카데미송년의밤공연', '무리미', '10대들만들리는소리', '방탄소년단리액션자막', '방탄소년단쩔어리액션자막', '리얼클래스', '유승호카리스마', '우리가깊어지는시간', '방탄소년단리액션', '방탄리액션한글자막', '쩔어리액션자막', '방탄리액션자막', '소리', 'bts리액션자막', '방탄쩔어리액션', 'bts리액션', '프리메라리페어빈시카에센스', '일리윤프로바이오틱스스킨배리어에센스드롭', '머리감기', '프리메라', '미나리tv', '식물나라프로폴리스리프레시토너', '이즈앤트리히아루론산토너', '리리코스마린에너지카밍퓨어워터', '싸이닉퍼스트트리트먼트에센스', '네이처리퍼블릭샴푸', '빅그린투쓰리샴푸', '무실리콘샴푸', '헤어리즘', '올리브영토너추천', '김우리샴푸', '리엔샴푸', '유리스킨에그플랜트마스터올인원토너', '드라마미리보기', '로봇이아니야미리보기', '로벡틴엑티베이팅트리트먼트로션', '미리보기', '셀프인테리어', '워너원팬콘프리미어', '워너원프리미어팬콘', '평창문화원문화동아리작품발표송년음악회', '인테리어', '조현민목소리', '엄마요리', '머리카락', '휘리휘리', '이부진목소리', '단발머리', '외5마리', '오리지널', '2017품바사랑버드리펜카페송년회', '미국이스라엘난리났다!', '너처럼그렇게느리게말하면', '우리원', '이니스프리섀도우', '이니스프리노세범파우더', '이니스프리시카밤', '이니스프리블루베리', '이니스프리슈퍼푸드', '리즈', '윰댕리즈', '버드리파워디렉터', '케리와장난감친구들', '홀리카홀리카마일드선로션', '아리키친쿠키', '수리', '아프리카최겨울', '패션크리에이터', '소리아라', '소리바다', '소리연못', '하쁠리', '잠오는소리', '??몽글몽글잠이오는마시멜로귀청소｜소리아라｜sleepymarshmallowearcleaning-asmr', '버드리2', '러블리즈', '대리', '러블리즈그날의너', '크리스프랫', '2018버드리영광굴비축제초청공연', '마수리', '셀퓨전씨트리악클리어썬스크린100', '랩노시칼로에릴리프선밀크', '나혼자산다승리', '스타일리스트', '스타일크리에이터', '닉퓨리', '약올리기', '아프리카폭로', '아프리카사건', '액세서리', '삼성며느리시절재혼이혼사유', '카즈나리', '60만원짜리라면', '오금저리는', '버드리2018옥천묘목축제본무대초청공연', '우리예술단', '중국요리', '코끼리분식', '마포코끼리', '버드리서울어린이대공원분원공연2018', '버드리아카데미서울어린이대공원분원공연2018', '버드리아카데미서울어린이대공원분원공연', '버드리서울어린이대공원분원공연', '버드리서울어린이대공원분원공연2018년4월17일', '버드리서울어린이대공원분원공연20180417', '버드리아카데미분원공연2018', '지리는', '마카롱리얼사운드', '에드머리뷰', '가장럭셔리한', '미운우리새끼', '버드리유구자카드섬유페스티벌공연20171119', '버드리유구자카드섬유페스티벌2017년11월19일', '버드리유구자카드섬유페스티벌축제2017년11월19일', '블리블리워터풀선에센스', '닭도리탕', '아오리라면', 'a24프리미엄썬프로텍션크림', '범프리카', '길거리체험', '이승리', '아오리의행방불명', '톤업크림밀리는이유', '아리키친도시락', '뿌리염색', '머리관리', '데일리루틴', '머리케어하기', '탈색머리심폐소생술', '머리염색하기', '무한도전이효리', '2018버드리동학사벚꽃축제초청공연', '효리네민박시즌2', '탈색머리살리기', '탈색머리', '강남머리', '파랑머리', '탈색머리케어하기', '오금지리는', '리플에스', '문재인빨갱이빨리처단하라', '랜드로버디스커버리스포츠', '귀리', '상차리기', '디스커버리스포츠', '똥파리', '매트리스', '버드리당진시봉소2리마을송년잔치공연20171201버드리당진시봉소2리마을송년잔치2017년12월1일', '버드리당진시봉소2리마을송년잔치축제2017년12월01일', '버드리당진시봉소2리마을송년잔치공연', '버드리품바당진시봉소2리마을송년잔치', '버드리당진시봉소2리마을송년잔치공연20171201', '버드리당진시봉소2리마을송년잔치', '베트남길거리음식', '길거리반응', '버드리유튜브', '버드리최근공연', '먹거리', '셀럽파이브리액션', '핫토리헤이지', '가리비', '메츄리알', '가리비알탕', '메츄리', '창작요리', '올리브영화장솜', '이니스프리뷰티툴화장품을반만쓰는1', '엘리시온', '오줌지리는', '디스커버리스포츠중고', '올리브영엠보싱화장솜', '얼리어답터', '크리스마갈라테이아1', '이니스프리뷰티툴5겹클렌징화장솜', '이니스프리뷰티툴일반화장솜', '리즈클로에', '명탐정코난핫토리헤이지', '키다리', '붐바사랑버드리', '홀리데이메이크업', '다리꼬지마', '아리랑가수', '페리페라미니냉장고', '페리페라톤업크림', '페리페라달달공장컬렉션', '페리페라컬렉션', '페리페라미니틴트', '페리페라', '버드리2017버드리팬카페송년회공연20171216', '버드리품바2017품바사랑버드리팬카페송년회', '버드리2017버드리팬카페송년회공연', '버드리2017품바사랑버드리팬카페송년회', '버드리2017버드리팬카페송년회2017년12월16일', '버드리2017품바사랑버드리팬카페송년회공연20171216버드리2017품바사랑버드리팬카페송년회2017년12월16일', '버드리2017품바사랑버드리팬카페송년회공연', '에리나', '치도리류', '라이키리', '버드리2018호미곶해돚이축전공연', '버드리품바호미곶한민족해돚이축전공연', '버드리호미곶한민족해돚이축전공연2018년12월30일', '버드리2018호미곶한민족해돚이축전공연', '버드리호미곶한민족해돚이축전공연20181230', '중국크리스마스', '주얼리', '피버리쉬', '피버리쉬앤너티', '버드리제10회장항항꼴뚜기갑오징어축제공연20180603', '버드리제10회장항항꼴뚜기갑오징어축제공연', '버드리품바공연', '버드리제10회장항항꼴갑축제공연20180603', '버드리제10회장항항꼴갑축제공연2018년6월3일', '버드리제10회장항항꼴뚜기갑오징어축제공연2018년6월3일', '버드리제10회장항항꼴뚜기갑오징어축제공연2018', '버드리제10회장항항꼴갑축제공연', '버드리제10회장항항꼴갑축제공연2018', '치킨리뷰', '먹방리뷰', '편의점신상리뷰', '편의점신메뉴리뷰', '신메뉴리뷰', '편의점리뷰', '리포터', '나라별크리스마스', '나라별크리스마스문화', '일본크리스마스', '해피크리스마스', '데이브에리나', '쥬얼리', '크리스마스노래', '데이브크리스마스', '크리스마스케이크', '우리은행', '우리은행퇴출하자', '우리은행인민은행', '나드리', '나드리쫄면', '너구리', '코난핫토리헤이지', '루리', '키리사키', '마리카', '아담리폰', '아담리폰콘돔', '모모젤리', '여드름관리', '리틀', '리틀이선균', '호식이두마리', '호식이두마리치킨', '황금올리브', 'bbq황금올리브', '황금올리브먹방', '에드머황금올리브', '2018버드리제31회옥천지용제축제초청공연', '명견만리', 'bts의스토리텔링', '살찔작정시리즈', 'asmr칠리새우', '스모크닭다리', '팀코리아', '노브랜드냉동흰다리새우', '버드리아카데미성남분원오픈기념행사공연20180302', '스리라차볶음면후기', '버드리아카데미성남분원오픈행사공연2018', '버드리아카데미성남분원오픈기념행사공연2018', '버드리아카데미성남분원오픈기념행사공연', '버드리아카데미성남분원오픈기념행사공연2018년3월2일', '삼양스리라차볶음면', '삼양스리라차라면', '스리라차볶음면', '스리라차소스', '새라머리', '머리감독', '성공스토리', '핫토리헤이지카즈하', '먹방크리에이터', '푸드크리에이터', '고수의데일리데일리', '칠리새우asmr', '병아리', '립앤아이리무버', '롯데리아치킨', '롯데리아팬싸', '롯데리아워너원', '롯데리아스쿨세트', '펫밀리', '원밀리언', '롯데리아광고', '롯데리아먹방', '롯데리아알바', '패밀리레스토랑', '전소민정수리', '브베항아리게임', '코스요리', '칼로리', '크리스에반스', '크리스햄스워스', '종화요리', '찜요리', '스트리밍', '사라우리베', '콜롬비아사라우리베', '사라우리베동양인비하', '우동사리', '우리', '삼천포국제로타리클럽2지역연수회', '파뿌리', '올리브공원', '알리오올리오', '이탈리안마카롱', '리쓰린공원', '아리키친마카롱', '강다니엘목소리', '아리키친고양이', '이탈리안머랭법', '오늘부터우리는', '유리구슬', '꼬깔콘젤리', '딸기젤리', '적국에매달리나', '옥수수젤리', '롤리팝아이스', '뿌링클닭다리', '이퀄리즘', '자메이카통다리', '집인테리어', '수영장인테리어', '샌드라이트돗자리', '돗자리', '피크닉돗자리', '세일러문크리스탈오프닝', '캐리비안베이', '세일러문크리스탈', '언박싱리뷰', '데리러가', '너그리고나', '세일러문크리스탈3기', '시즌그리팅', '새누리당', '비리', '비프리방탄저격', '쩨리', '동과쩨리', '톰과제리', '우리정육점', '우리정육구이', '비프리방탄소년단디스', '비프리방탄디스', '우리기술', '의리게임', '짜장면리얼사운드', '먹방리얼사운드', '병맛리얼사운드', '비프리저격', '어리둥절', '방탄소년단비프리디스', '비프리', '비프리방탄소년단', '비프리인터뷰', '비프리디스', '끼리끼리', '친구끼리', '버드리제8회자라섬씽씽겨울축제공연', '버드리제8회자라섬씽씽겨울축제2018년1월12일', '버드리품바제8회자라섬씽씽겨울축제2018', '버드리제8회자라섬씽씽겨울축제2018', '버드리제8회자라섬씽씽겨울축제공연2018년1월12일', '버드리제8회자라섬씽씽겨울축제공연20180112', '버드리제8회자라섬씽씽겨울축제2018공연', '외랑둥이리액션', '요리영상', '눈가리고댄스', '유튜브버드리', 'bbq황금올리브치킨반반치킨먹방', '우리가잘못했다!', '치넨유리', '버드리전주농수산물김치축제공연20171126버드리전주농수산물김치축제2017년11월26일', '아프리카트위치', '버드리전주농수산물김치축제공연', '버드리전주농수산물김치축제', '버드리전주농수산물김치축제2017년11월26일', '버드리품바전주농수산물김치축제', '버드리전주농수산물김치축제공연20171126', '프리스틴주결경', '치킨0칼로리', '프리스틴', '치킨닭다리', '윤식당길리섬', '길리섬', '테네리퍼섬', '윤식당2테네리퍼섬', '윤식당2윰블리', '윰블리', '윤식당윰블리', '버드리제4회논현1동한마음송년음악회2017년12월09일', '버드리제4회논현1동한마음송년음악회', '헨리', '심리전문가', '긴머리', '여자머리', '여자긴머리', '부산팬콘프리뷰', '버드리제4회논현1동한마음송년음악회공연', '버드리품바제4회논현1동한마음송년음악회', '버드리제4회논현1동한마음송년음악회공연20171209', '버드리제4회논현1동한마음송년음악회공연20171209버드리제4회논현1동한마음송년음악회2017년12월9일', '워너원부산팬콘프리뷰', '일주일만에4kg순식간에빼버리는', '순식간에빼버리는', '교촌반반오리지널', '소리먹방', '데리버거', '2017품바사랑버드리송년회초청공연', '기타리스트', '먹는소리', '안재현요리', '나홀로크리스마스', '솔로크리스마스', '메그놀리아', '크리스마스브이로그', '율리아', '버드리라이온스클럽합동봉사다짐대회공연20171207', '버드리제27차마산항도라이온스클럽합동봉사다짐대회', '버드리제27차마산항도라이온스클럽합동봉사다짐대회공연', '버드리마산항도라이온스클럽합동봉사다짐대회공연', '버드리마산항도라이온스클럽합동봉사다짐대회공연20171207버드리마산항도라이온스클럽합동봉사다짐대회2017년12월7일', '버드리품바제27차마산항도라이온스클럽합동봉사다짐대회', '버드리제27차마산항도라이온스클럽합동봉사다짐대회2017년12월07일', '평창에서내려진태극기우리가단다!', '올리브영추천', '사다리', '유리아쥬', '카카톡버드리', '버드리2018동학사벚꽃축제초청공연', '심리', '버드리유구자카드섬유페스티벌공연20171118', '리플가격예상', '리플코인', '하늘은한국을버리지않았다!', '하나님이보우하사우리나라만세!', '길거리싸움', '다리다리', '국물요리', '노보스인더스트리', '노돌리', '고사리', '느타리버섯', '아리키친노오븐', '버드리결혼식', '소고기무한리필', '밴쯔무한리필', '넋두리', '요리대회', '요리사', '머리', '대가리', '상황깔끔정리', '버드리바르게살기운동강남구협의회제12대회장이취임식2018년2월20일', '버드리바르게살기운동강남구협의회제12대회장이취임식공연20180220', '버드리품바바르게살기운동강남구협의회제12대회장이취임식2018', '버드리바르게살기운동강남구협의회제12대회장이취임식2018', '버드리바르게살기운동강남구협의회제12대회장이취임식공연', '버드리바르게살기운동강남구협의회제12대회장이취임식공연2018년2월20일', '무리수', '데일리클레버', '아프리카tv레전드', '러블리메이크업', '리턴', '배터리면도기', '배터리충전면도기', '잠자리', '인테리어소품', '파스텔슬리퍼', '10대슬리퍼', '뉴발란스슬리퍼', '다이소슬리퍼', '슬리퍼', '한국머리스타일', '뷰리풀', '버드리유구자카드섬유페스티벌2017년11월18일', '버드리유구자카드섬유페스티벌축제2017년11월18일', '서열정리', '워너원리패키지', '이니스프리마이파운데이션', '손흥민리그9호골']"
운,3,160,"['리얼사운드', '도로시리얼사운드', '하성운', '매운', '파운데이션', '다운', '운동', '슬기로운감빵생활', '배틀그라운드', '놀라운', '뉴스타운', '귀여운', '잉여로운', '매운음식', '이팅사운드', '아나운서', '운세', '해운대', '무서운', '매운먹방', '신년운세', '띠운', '미투운동', '운동충', '운동화', '사업운', '장몆운', '결혼운', '재물운', '킹크랩브라운', '워너원하성운', '성운', '잉여로운미식가', '슬기로운감빵생활문래동카이스트', '슬기로운감빵생활해롱이', '슬기로운감빵생활문래동', '슬기로운감빵생활유대위', '씰브라운', '팔레트페인트브라운', '파운데이션추천', '운명', '독립운동', '부드러운', '재운', '쿠션파운데이션', '매운음식먹방', '쉬운메이크업', '정현인터뷰아나운서', '도로시매운', '박대통령판사김세윤의운명', '마이파운데이션', '매운냉면', '정택운', '진짜어려운웃음참기', '놀라운변화', '라운드랩1025독도토너', '재운전체운', '놀라운동물', '매운맛', '즐거운', '잉여로운잉여맨', '매운갈비찜', '추운날엔', '안희정비서성폭행미투운동', '아라시운동', '마카롱리얼사운드', '세상에서가장놀라운', '미운우리새끼', '하성운형', '하성운횽아미', '하성운영상', '하성운형아미', '하성운배진영', '배진영하성운', '하성운다니엘', '하성운강다니엘', '박주영아나운서', '짜계치매운맛', '새로운', '하성운운전', '띠별운세', '2018년운세', '#성운', '#하성운', '매운새우교자', '너무귀여운', '길티크라운등장인물', '길티크라운', '길티크라운ost', '이팅사운드새우', '잇팅사운드', '정세운', '세운', '하성운황민현', '황민현하성운', '다이어트운동', '미운', '미운사내', '짜장면리얼사운드', '먹방리얼사운드', '병맛리얼사운드', '라운지펍', '워너원성운', '매운소갈비찜을처음만난외국인의반응!!ft.hellorasmus', '부끄러운아', '국민저항운동만이답이다', '슬기로운감빵생활한양이', '매운떡볶이', '오노사토시운동신경', '브베배틀그라운드', '하성운지민', '하성운카이', '배현진아나운서', '새로운일일', '새로운엔터테인먼트', '하성운태민', '지민하성운', '하성운인맥', '1월운세', '지민성운', '성운지민', '카이성운', '성운카이', '태민카이성운지민문규권호', '태민카이성운지민', '하성운눈물', '#로운', '핫샷하성운', '버드리바르게살기운동강남구협의회제12대회장이취임식2018년2월20일', '버드리바르게살기운동강남구협의회제12대회장이취임식공연20180220', '버드리품바바르게살기운동강남구협의회제12대회장이취임식2018', '버드리바르게살기운동강남구협의회제12대회장이취임식2018', '버드리바르게살기운동강남구협의회제12대회장이취임식공연', '버드리바르게살기운동강남구협의회제12대회장이취임식공연2018년2월20일', '외신도뜨거운반응', '행운', '3월운세', '타로운세', '대박운세', 'vdl파운데이션', '연예인파운데이션', '운수', '디올파운데이션', '파운데이션바르는영상', '나스파운데이션', '에시쁘아파운데이션', '파운데이션바르는방법', '파운데이션브러쉬', '파운데이션추천건성', '파운데이션추천지성', '파운데이션추천여드름', '이니스프리마이파운데이션', '파운데이션추천복합성', '파운데이션추천커버력', '바비브라운파운데이션', '어퓨파운데이션', '파운데이션추천수부지', '한스킨파운데이션', '토트넘대허드즈필드타운', '메치오브더데이허더즈필드타운']"
박혜선,3,0,[]
news24h,3,3,"['hotnews24h', '#breakingnews24h', '#news24h']"
이강인백승호,3,0,[]
june,3,0,[]
대리만족,3,0,[]
kr,3,10,"['krvbatv', 'newskr', 'uckuedakrje_vik91iorkoyq', 'btscomebackreaction', 'krarmy', '#parkmakrye', 'comebackreaction', 'f(x)krystals', 'twinnemesisvsgodvalkrieamv', 'chakra']"
mygoldenlife,3,4,"['btsmygoldenlife', 'ostmygoldenlife', 'mygoldenlifeep45engsub', 'mygoldenlifeep26engsub']"
탤크,3,2,"['아이섀도우탤크', '무석면탤크']"
boruto,3,4,"['borutonarutonextgenerations', 'borutochuninexams', 'borutoep60', 'borutonarutonextgenerationsepisode60englishsubhd']"
결승전서패하고기죽은베트남선수들을울린박항서감독,3,0,[]
talc,3,0,[]
장보경,3,0,[]
범죄도시,3,0,[]
초딩,3,1,['강초딩']
krarmy,3,0,[]
에뛰드하우스룩앳마이아이즈카페,3,0,[]
olympicpeochang,3,0,[]
peochang,3,1,['olympicpeochang']
마몽드플라워팝아이브릭,3,0,[]
이강인후베닐,3,0,[]
koreanarmy,3,2,"['koreanarmy24h', '24hkoreanarmy']"
이강인골,3,0,[]
3000m,3,1,['3000m계주']
이강인발렌시아,3,0,[]
풀버젼,3,0,[]
제갈성렬,3,0,[]
이강인이승우,3,0,[]
왕따,3,0,[]
코멘터리,3,0,[]
배성재,3,0,[]
장수지선수,3,0,[]
everything,3,0,[]
장수지김보름,3,0,[]
장수지인스타,3,0,[]
인물,3,2,"['길티크라운등장인물', '니세코이등장인물']"
라이프논란사건사고재미시간,3,0,[]
김영임,3,1,"[""'좋은아침'이상해김영임이혼부부싸움""]"
mukbangvlog,3,0,[]
reaction!,3,0,[]
술멤버,3,0,[]
영국유튜버,3,0,[]
슈비,3,0,[]
2l8,3,1,['2l8.officialgroup']
지진정,3,0,[]
burnthestage,3,1,['burnthestageep8']
두끼떡볶이,3,1,['두끼떡볶이먹방']
두끼떡볶이먹방,3,0,[]
노현정,3,1,['노현정옛날남친']
dematologistroleplay,3,0,[]
두끼,3,3,"['두끼떡볶이', '두끼떡볶이먹방', '두끼먹방']"
추리,3,0,[]
cctv,3,1,['종현cctv']
buzzfeedworthit,3,0,[]
효비자매,3,0,[]
koreanyoutuber,3,0,[]
정대선,3,1,['정대선과']
ran,3,22,"['prank', '(rankingworld)', 'translations', 'brandnew', 'boomerang', 'arianagrande', 'tranhongquang', 'transcript', 'grand', 'random', 'transgender', '#koreagrandma', 'restaurant', 'seoulsarang', 'boomerangmovie', 'boomerangmv', 'magicpranks', 'nobrand', 'vjinhwarangost', 'festahwarang', 'hwarangostlive', 'doctorstrange']"
tracklist,3,0,[]
전포거리맛집,3,1,['부산전포거리맛집']
koreanmakeup,3,0,[]
부산전포거리맛집,3,0,[]
도쿄맨션,3,0,[]
전포거리,3,2,"['전포거리맛집', '부산전포거리맛집']"
guru,3,1,['beautyguru']
마이파운데이션,3,1,['이니스프리마이파운데이션']
