People_tags,number,overlap_num,overlap_word
아라시,79,41,"['아라시니시야가레', 'vs아라시', '아라시예능', '아라시영상', '아라시방송', '비밀의아라시짱', '#아라시자막', '히미쯔노아라시짱', '#아라시자막스테이션', '#아라시', '아라시의숙제군', '180101아라시니시야가레', '아라시곤약젤리', '아라시웃긴영상', '아라시숙제군', '아라시조각영상', '아라시게임', '아라시아야세하루카', '아라시일상', '아라시짤', '아라시멋진영상', '아라시드라마', '일본아라시', '아라시vs아라시', '아라시웃긴', '아라시노래', '아라시운동', '아라시만우절', '아라시재밌는영상', '아라시니노', '아라시탐구', '아라시오노', '아라시탐구생활', '아라시생일', '아라시idol', '아라시한국', '아라시연기', '아라시자막', 'g노아라시', '아라시몰래카메라', '아라시홍차']"
디바제시카,79,1,['디바제시카.jtbc']
키노시타유우카木下ゆうか,78,0,[]
메이크업,78,67,"['데일리메이크업', '핑크메이크업', '봄메이크업', '학생메이크업', '연말메이크업', '겨울메이크업', '로드샵메이크업', '웜톤메이크업', '베이스메이크업', '쿨톤메이크업', '메이크업포에버', '벚꽃메이크업', '봄나들이메이크업', '단발메이크업', '메이크업튜토리얼', '모찌메이크업', '코랄메이크업', '안경메이크업', '아이돌메이크업', '크리스마스메이크업', '피부메이크업', '쉬운메이크업', '메이크업동영상', '메이크업강좌', '클렌징퍼프메이크업', '촉촉메이크업', '커버메이크업', '일본메이크업', '빈티지메이크업', '안경메이크업속쌍', '안경메이크업무쌍', '메이크업베이스', '가을메이크업', '홀리데이메이크업', '파티메이크업', '고급메이크업', '칸나메이크업', '도쿄메이크업', '청순한메이크업', '문신커버메이크업', '피치메이크업', '복숭아메이크업', '인스타메이크업', '여드름메이크업', '다이소메이크업', '워터프루프메이크업', '속쌍커풀메이크업', '모찌피치메이크업', '쿨메이크업', '여쿨메이크업', '연핑크메이크업', '연보라메이크업', '여름메이크업', '눈성형메이크업', '서영인메이크업', '진한메이크업', '스모키메이크업', '성형메이크업', '블랙메이크업', '음영메이크업', '혼혈메이크업', '인스타그램메이크업', '밀크티메이크업', '걸그룹메이크업', '러블리메이크업', '오일메이크업', '일본한국메이크업']"
jin,77,18,"['parkwoojin', 'baejinyoung', 'seokjin', 'kimseokjin', 'jinyoung', 'woojin', 'hongjinyoung', 'kimjinwoo', '#jin', 'btsjin', 'vjinhwarangost', 'btsfestavjin', 'jin中字', 'jinfunny', 'jin可愛', 'jincute', 'jin?笑', 'btsamasjinjiminvtaeyangkpopkoreajungkooksugarapmonsterrm']"
요리,77,17,"['일본요리', '영국요리사의한국음식투어', '요리의시니', '도티요리', '한우코스요리를처음먹어본미국모델의반응!!', '닭요리', '엄마요리', '중국요리', '창작요리', '코스요리', '종화요리', '찜요리', '요리영상', '안재현요리', '국물요리', '요리대회', '요리사']"
패션,76,38,"['패션방송', '패션유튜버', '패션피플', '이서준패션', '보미패션', '고등래퍼2패션', '패션블로그', '남자패션', '여자패션', '패션평가', '패션디자이너', '윤병호패션', '보이비패션', '치타패션', '패션유튜브', '오담률패션', '패션코디', '패션지적', '스트릿패션', '빈첸패션', '래퍼패션', '패션크리에이터', '남성패션', '산이패션', '패션점검', '패션디렉터', '패션피플되는법', '패션쇼', '패션시티', '패션하울', '패션왕', '고등래퍼패션', '패션영상', '한별패션', '10대패션', '일본하라주쿠패션', '일본패션', '일본k-pop패션']"
신기한,76,3,"['신기한영상', '신기한가방', '신기한포스트잇']"
jungkook,76,9,"['jeonjungkook', 'btsjungkook', '#jungkook', 'jungkookandiu', 'jungkookandiu@melonmusicawards', 'jungkookandiu@mma2017', 'jungkookandiu@melonmusicawards2017', 'jungkook中字', 'btsamasjinjiminvtaeyangkpopkoreajungkooksugarapmonsterrm']"
세야,75,1,['bj세야']
연애,75,8,"['연애상담', '연애플레이리스트', '연애심리', '연애고민', '연애상담bj', '김민석연애', '김가은연애', '연애를못하는이유']"
prank,75,1,['magicpranks']
신태일,74,1,['신태일의대신맨']
보겸,73,5,"['보겸;', '보겸tv;', '보겸배그', '보겸먹방', '보겸랩']"
#youtube,73,5,"['네티즌반응#youtube', 'k연예hot#youtube', '뉴스2.027.637회#youtube', 'k연에hot#youtube', 'k픽처#youtube']"
황민현,72,16,"['뉴이스트황민현', '배진영황민현', '황민현깔끔', '하성운황민현', '황민현하성운', '황민현직캠', '황민현개인무대', '황민현독무', '해피투게더황민현', '황민현눈물', '#황민현', '황민현풀볼', '황민현책', '황민현취미', '황민현청소', '황민현입덕']"
카톡대화,71,2,"['양예원스튜드오카톡대화', '스튜드오카톡대화']"
정오뉴스,71,0,[]
채원,71,2,"['문채원', '이승기문채원']"
시니,70,6,"['아라시니시야가레', '180101아라시니시야가레', '요리의시니', '시니한오쌤', '아라시니노', '시니먹방']"
게임,68,30,"['모바일게임;', '진실게임', '공포게임', '게임페인', '종합게임채널', '게임채널', '종합게임방송', '종합게임', '브베스타듀밸리게임', '모바일게임도티', '도티모바일게임', '빼빼로게임해보는외국인들!!', '게임스컴', '모바일게임', '밍모게임', '아라시게임', '신비물건집기게임', '신서유기게임', '카드게임', '니세코이게임', '금지어게임', '엑소사랑해게임', '브베항아리게임', '방탄마피아게임', '의리게임', '브베지렁이게임', '그래프게임', '소셜그래프게임', '그래프게임해쉬검증', '그래프게임해시검증']"
뷰티,68,18,"['뷰티유튜버', '뷰티다다', '다다뷰티', '뷰티풀', '뷰티유투버', '유스뷰티', '뷰티크리에이터', '뷰티구루', '뷰티영상', '뷰티유투버새벽', '크레이브뷰티', '콜만뷰티패드화장솜', '이니스프리뷰티툴화장품을반만쓰는1', '이니스프리뷰티툴5겹클렌징화장솜', '이니스프리뷰티툴일반화장솜', '고수뷰티', '겟잇뷰티', '워너원뷰티풀']"
bj,67,17,"['bj이환', '먹방bj', '연애상담bj', '여자bj', 'bj김원', 'bj댄스', 'jbj', 'bj최겨울', 'bj아라미누나', 'ucyriqffybjao9oygwjicvdw감동', 'bj꽃돼지', 'bj섹시댄스', 'bj현수', 'bj세야', 'bj창현', 'bj케이', 'bj철구']"
문재인,67,19,"['문재인대통령', '문재인중국', '문재인정치', '간첩빨갱이문재인을당장탄핵하자!', '문재인퇴진', '문재인중국방문', '문재인탄핵', '문재인하야', '탄핵.문재인.뺀즈.유재일.허팝', '문재인대통령영부인박원순안희정박원순안희정최순실박원순', '문재인은사실상간첩이다!', '문재인빨갱이빨리처단하라', '김정은참수보다문재인축출이더시급하다', '문재인김정은2차만남', '김일성장학생과문재인과김세윤판사!', '문재인의자유파괴-결국한국의적화가시작되었다!!', '문재인골수빨갱이', '문재인씨', '문재인가짜대통령']"
김윤태,67,0,[]
음식,67,31,"['일본음식', '매운음식', '도전음식', '영국요리사의한국음식투어', '중국음식', '베트남음식', '태국음식', '음식점', '한국편의점의10가지음식을먹어본모델의반응!!', '바가지평창음식점에외국인이항의하자식당주인이한말', '매운음식먹방', '음식물', '동남아음식', '외국음식', '대왕음식', '시장음식', '시장음식먹방', '음식장인', '베트남길거리음식', '한국일본음식비교', '한국일본음식문화비교', '한국일본음식문화', '편의점음식', '북한음식', '한국음식', '새해음식', '설음식', '선수촌음식', '음식들', '음식챌린지', '이색음식']"
리액션,67,12,"['방탄리액션', '방탄소년단리액션자막', '방탄소년단쩔어리액션자막', '방탄소년단리액션', '방탄리액션한글자막', '쩔어리액션자막', '방탄리액션자막', 'bts리액션자막', '방탄쩔어리액션', 'bts리액션', '셀럽파이브리액션', '외랑둥이리액션']"
아프리카,66,12,"['아프리카tv', '아프리카티비', '아프리카먹방', '아프리카비제이', '아프리카김기훈', '아프리카방송대상', '아프리카tv대상', '아프리카최겨울', '아프리카폭로', '아프리카사건', '아프리카트위치', '아프리카tv레전드']"
공포,66,1,['공포게임']
남아공,65,0,[]
핸콕,65,0,[]
아콩,65,0,[]
오빠야,65,0,[]
타미미,65,0,[]
남아존,65,0,[]
jfla,65,0,[]
인범,65,0,[]
웃긴,65,19,"['웃긴영상', '웃긴동영상', '진짜웃긴', '개웃긴', '아라시웃긴영상', '웃긴패러디', '레전드웃긴', '웃긴영상레전드', '웃긴영상모음', '아라시웃긴', '초웃긴', '웃긴재채기', '너무웃긴', '핵웃긴', '웃긴장면', '방탄웃긴영상', '방탄웃긴', '코난웃긴장면', '역대급웃긴동영상']"
쪼꼬북,65,0,[]
거리노래방,65,0,[]
히봉,65,0,[]
푸워,65,0,[]
평창,65,35,"['평창올림픽', '평창동계올림픽', '평창2018', '평창선수촌의', '평창올림픽선수촌', '평창유감', '태극기없는평창', '평창동계올림픽금메달', '평창동계올림픽에', '바가지평창음식점에외국인이항의하자식당주인이한말', '평창올림픽선수촌아파트', '강릉평창올림픽선수촌', '평창패럴림픽', '평창올림픽개막식', ""'스노보드황제'숀화이트감동시킨평창황제버거"", '평창문화원문화동아리작품발표송년음악회', '강원도평창군방림면홍잠언보릿고개', '평창성화봉송', '태극기포기한평창올림픽반대태극기집회', '평창참석미정', '2018평창동계올림픽', '평창올림픽콘돔', '평창올림픽굿즈', '평창패딩', '영국bbc뉴스의평창유감기사', '평창자원봉사', '평창올림픽자원봉사', '평창유감벌레소년인터뷰', '평창에서내려진태극기우리가단다!', '평창문화올림픽개막축제', '2018평창문화올림픽개막축제', '2018평창문화올림픽', '평창문화올림픽', '평창아이언맨', '평창올림픽pyeongchangolympic']"
korea,65,55,"['korean', 'koreanews', 'koreangirl', 'koreanasmr', 'koreaasmr', 'southkorea', 'koreanmukbang', 'koreantravel', 'daytravellinginkorea!crabs&mud!', '#korea', 'koreanpop', 'northkorea', 'koreaufo', '#koreanewsdaily', 'koreanbroadcasting', 'modeltryingkoreanconveniencestoregoodies!', '7coursedinnerinkorea!', 'gossipkorean', ""modeltakingonkorea'sspiciestricecakes!!"", 'jajangmyeonkorea', 'cushionfoundationkorea', 'dramakorea', 'koreanarmy24h', '24hkoreanarmy', 'koreanarmy', 'koreanyoutuber', 'koreanmakeup', 'koreantutorials', 'koreandrama', 'koreanfood', 'koreanbeauty', 'koreatv', 'koreadangerous', '#koreagrandma', 'koreais', 'koreadanger', 'safetyofkorea', 'koreasafe', 'doyouthinkkorea', 'doyouthinkkoreaisdangerous?', 'iskoreasafe', 'koreansubtitles', '#koreanews', 'koreanchristmas', 'koreafood', 'koreanmusic', '#koreanew247', '#koreanews247', ""model'sreactiontococklesinkorea!"", 'americantrieskoreandunkindonuts!!!', 'koreajejutravel', 'koreanconveniencestore', 'danishmanmeetskoreanspicyribs!', '#koreafood', 'btsamasjinjiminvtaeyangkpopkoreajungkooksugarapmonsterrm']"
지유,65,0,[]
일본,63,114,"['일본헌팅', '일본생활', '일본일상', '일본여행', '일본요리', '일본음식', '일본반응', '일본예능', '일본아이돌', '한국일본비교', '아베일본', '일본표절', '일본선수도핑', '일본도핑', '일본가수', ""넘어졌다고비웃다가'1등'한한국쇼트트랙에'멘붕'온일본인들한국24"", '한국일본차이', '한국일본문화차이', '올림픽일본반응', '일본재밌는예능', '일본최신예능', '일본속마음', '일본인한국인', '한국일본반응비교', '일본인이생각하는한국', '일본교포', '한국일본문화', '한국무시하는일본', '방탄소년단일본반응', '방탄소년단dna일본', '일본김밥', '일본브이로그', '일본팬미팅', '일본어', 'bts일본반응', '일본메이크업', 'btsdna일본', '방탄소년단일본인기', '일본일상브이로그', '연예인일본어', '빅뱅일본', '지디일본어', '일본아라시', '일본편의점', '일본영상', '일본먹방', '트와이스일본', '일본가정식', '한국일본문화비교', '일본댄스팀', '한국일본지하철', '한국일본음식비교', '한국일본문화공통점', '한국일본경제력비교', '한국일본츤데레', '한국일본해외반응', '한국일본아이돌', '한국일본중국', '한국일본고령화', '한국일본식문화공통점', '한국일본', '한국일본유전자', '한국일본축구전적', '한국과일본', '한국일본추월', '한국일본취업', '한국일본경제비교', '한국일본인구', '한국일본출산율', '한국일본공통점', '한국vs일본', '한국일본음식문화비교', '한국일본음식문화', '한국일본선진국', '한국일본관계', '한국일본정치비교', '한국일본지도', '한국일본주거문화비교', '한국일본관광객수', '전세계한국일본', '한국일본교육비교', '한국일본혼혈', '한국일본역사', '일본아', '일본문화', '일본크리스마스', '일본인이알려주는일본어', '일본인', '일본마마', '양념치킨일본', '한국치킨일본', '한국치킨일본반응', '일본만화', '일본애니', '일본얼짱', '일본유행', 'k-pop일본', '일본하라주쿠패션', '치즈닭갈비일본', '일본헤어스타일', '일본한류붐', '트와이스일본반응', '일본패션', '일본한국메이크업', '일본젊은이', '일본스타일', '일본중고생', '일본k-pop패션', 'twice일본인기', '빅뱅일본반응', '한국일본식습관차이', '일본한국동경', '일본한류', '한국화장일본유행']"
화장품,63,12,"['화장품추천', '착한화장품', '화장품성분', '화장품그림', '디렉터파이착한화장품', '기초화장품', '이니스프리뷰티툴화장품을반만쓰는1', '지성피부화장품', '여드름화장품', '스크류바화장품', '화장품순위', '백화점화장품']"
옹성우,62,9,"['옹성우직캠', '옹성우유잼', '발칙한동거옹성우', '옹성우대유잼', '옹성우모음', '20180216옹성우', '옹성우예능', '옹성우입덕', '#옹성우']"
suga,62,9,"['btssuga', '#suga', 'sugarfree', 'btsrmsugajhopeddaeng', 'ddaengrmsugajhopereaction', 'rmsugajhopeddaeng', 'btsrmsugajhopeddaengreaction', 'suga中字', 'btsamasjinjiminvtaeyangkpopkoreajungkooksugarapmonsterrm']"
더블비,61,0,[]
아침뉴스,60,5,"['#아침뉴스', '아침뉴스오프닝', '아침뉴스타임', '조세호아침뉴스', '무한도전아침뉴스']"
생방송,60,8,"['생방송중', '생방송악뮤', '생방송투데이', '생방송톡톡보니하니', '생방송하는법', '브베생방송', '브베tv생방송', '브베tv생방송full']"
랍스타,60,1,['랍스타가격']
연애상담,59,1,['연애상담bj']
한식,59,3,"['한식먹방', '불친절한식당', '북한식당']"
24시간뉴스,59,0,[]
247핫뉴스,59,0,[]
실험,59,1,['실험실']
24시간,59,5,"['24시간뉴스', '24시간후', '24시간이', '24시간굶고', '24시간이모자라']"
레전드,58,59,"['마루에몽레전드', '리그오브레전드;', '용한점집레전드', '리그오브레전드', '이수근레전드', '예능레전드', '레전드예능', '이승기레전드', '신서유기레전드', '1박2일레전드', '레전드영상', '이효리레전드', '먹방레전드', '주간아이돌정형돈레전드', '주간아이돌레전드', '강호동이승기레전드', '더빙레전드', '성대모사레전드', '해외반응레전드티비', '해외반응레전드', '해외반응레전드tv', '개레전드', '이영자레전드', '런닝맨레전드', '웃음참기레전드', '레전드웃긴', '웃긴영상레전드', '무한도전레전드', '강식당레전드', '하정우레전드', '카톡레전드', '이별레전드', '중고나라레전드', '치킨레전드', '트와이스레전드', '신서유기2레전드', '김래원레전드', '재채기레전드', '워너원레전드', '나영석레전드', '레전드먹방', '세훈레전드', '레전드찬열세훈브이앱', '찬열레전드', '레전드찬열세훈v앱', '찬열세훈레전드', '방탄레전드', '무도레전드', '레전드더빙', '코난레전드', '레전드방송', '레전드카톡', '강호동레전드', '#먹방레전드', '#여자먹방레전드', '무한걸스레전드', '웃기는동영상레전드', '아프리카tv레전드', '인간극장레전드']"
고백,58,2,"['양예원고백', '고백을했다']"
방탄,58,125,"['방탄소년단', '#방탄소년단', '방탄소년단해외반응', '방탄예능', '방탄소년단팬싸인회', '방탄소년단팬사인회', '방탄소년단micdrop', '방탄진', '방탄뷔', '방탄슈가', '방탄리액션', '방탄정국', '방탄해외반응', '방탄지민', '방탄제이홉', '#bts#방탄소년단#박지민#김남준#정호석#김태형#전정국#김석진#민윤기#아메리칸뮤직어워드#뷔#슈가#rm', '#방탄소년단#bts#amas#방탄미국#jimin', '방탄소년단reaction', '방탄소년단꿀밤', '방탄소년단씨받이', '방탄소년단아미', '방탄덕질', '방탄소년단소속사', '방탄덜렁', '방탄소년단싸이퍼', '방탄담배', '방탄소년단미국tv', '방탄모델', '방탄명언', '방탄소년단일본반응', '방탄소년단예능', '방탄소년단dna일본', '방탄숙소', '방탄소년단깔창', '방탄떡밥', '방탄소년단no', '방탄뷔진', '방탄소년단꼬툭튀', '방탄다각', '방탄소년단다큐', '방탄1억뷰', '방탄소년단뜬이유', '방탄tv', '방탄랩몬', ""bts(방탄소년단)'fakelove'officialmv"", '방탄소년단리액션자막', '방탄자막', '방탄해외반응자막', '방탄소년단쩔어', '방탄소년단쩔어리액션자막', '방탄소년단리액션', '방탄리액션한글자막', '방탄쩔어', '방탄리액션자막', '방탄소년단해외반응자막', '방탄소년단자막', '방탄쩔어리액션', '방탄소년단애완동물', '방탄후기', '방탄소년단영국', '방탄단체', '방탄소년단뜻', '방탄소년단미국인기', '방탄소년단슈가', '방탄광고', '방탄소년단엘렌쇼', '방탄소년단bbc', '방탄소년단철벽', '방탄소년단미국토크쇼', '방탄흑발', '방탄팬싸', '방탄소년단일본인기', '비스트_방탄_언급', '비스트_방탄소년단', '하이라이트_방탄_언급', '하이라이트_방탄소년단', '방탄소년단뷔', ""bts(방탄소년단)loveyourself轉tear'singularity'comebacktrailer"", 'bts(방탄소년단)', '방탄소년단dna', '방탄웃음참기', '방탄재채기', '#방탄', '방탄소년단상암팬사인회', '방탄소년단상암팬싸인회', '방탄시그', '방탄소년단airplanepart.2', '방탄달방', '방탄레전드', '방탄마피아', '방탄번더스', '달려라방탄', '방탄mafia', '방탄현웃', '방탄마피아게임', '비프리방탄저격', '비프리방탄소년단디스', '비프리방탄디스', '방탄소년단비프리디스', '비프리방탄소년단', '방탄소년단봄날', '방탄웃긴영상', '방탄라이브', '방탄랩몬스터', '방탄노래', '방탄무대', '방탄춤', '방탄영상', '방탄웃긴', '방탄봄날', '방탄reaction', '방탄소년단본보야지', '171126방탄소년단', '섹션방탄소년단', 'cnco방탄', 'cnco방탄소년단', '외국인방탄소년다', '외국인방탄소년단', '외국여자방탄소년단', '방탄외국', '외국방탄', '방탄소년단개막식dna', '방탄dna', '#방탄소년단#bts#방탄미국#e뉴스#jimin', '방탄ama']"
