fid,lat,lon,열섬_확정
271,37.551,127.15299999999999,0.0
348,37.552,127.083,0.0
351,37.552,127.095,0.0
303,37.552,127.13,0.0
276,37.551,127.164,0.0
277,37.551,127.176,0.0
33,37.546,126.792,0.0
19,37.545,126.804,0.0
16,37.545,126.815,0.0
531,37.545,126.85,0.0
533,37.545,126.86200000000001,0.0
530,37.545,126.839,0.0
526,37.545,126.87299999999999,0.0
503,37.545,126.90799999999999,0.0
17,37.545,126.82700000000001,0.0
107,37.545,126.885,0.0
108,37.545,126.897,0.0
500,37.544000000000004,126.92,0.0
498,37.544000000000004,126.932,0.0
479,37.544000000000004,126.943,0.0
559,37.544000000000004,126.96700000000001,0.0
557,37.544000000000004,126.978,0.0
569,37.544000000000004,127.001,0.0
350,37.543,127.094,0.0
307,37.542,127.12899999999999,0.0
268,37.542,127.141,0.0
497,37.544000000000004,126.955,0.0
555,37.544000000000004,126.99,0.0
332,37.544000000000004,127.01299999999999,0.0
331,37.543,127.025,0.0
334,37.543,127.036,0.0
335,37.543,127.04799999999999,0.0
353,37.543,127.071,0.0
244,37.543,127.10600000000001,0.0
349,37.543,127.083,0.0
245,37.542,127.118,0.0
269,37.542,127.15299999999999,0.0
338,37.543,127.06,0.0
527,37.536,126.82700000000001,0.0
528,37.536,126.838,0.0
529,37.536,126.85,0.0
532,37.536,126.86200000000001,0.0
525,37.536,126.87299999999999,0.0
116,37.536,126.885,0.0
89,37.535,126.897,0.0
560,37.535,126.96600000000001,0.0
85,37.535,126.943,0.0
300,37.533,127.141,1.0
84,37.535,126.932,0.0
556,37.535,126.978,0.0
301,37.533,127.152,0.0
561,37.535,126.955,0.0
217,37.534,127.025,0.0
218,37.534,127.036,0.0
333,37.534,127.04799999999999,0.0
337,37.534,127.059,0.0
239,37.534,127.083,0.0
240,37.534,127.094,0.0
243,37.533,127.118,0.0
306,37.533,127.12899999999999,0.0
82,37.535,126.90799999999999,0.0
83,37.535,126.92,0.0
554,37.535,126.99,0.0
568,37.534,127.001,0.0
216,37.534,127.01299999999999,0.0
238,37.534,127.071,0.0
241,37.533,127.10600000000001,0.0
521,37.527,126.838,0.0
177,37.525,127.059,0.0
176,37.525,127.04799999999999,0.0
75,37.525999999999996,126.90799999999999,0.0
79,37.525999999999996,126.92,0.0
522,37.527,126.85,0.0
523,37.527,126.86200000000001,0.0
524,37.525999999999996,126.87299999999999,0.0
88,37.525999999999996,126.885,0.0
86,37.525999999999996,126.896,0.0
563,37.525999999999996,126.955,0.0
564,37.525999999999996,126.96600000000001,0.0
235,37.524,127.083,0.0
234,37.525,127.071,0.0
80,37.525999999999996,126.931,0.0
562,37.525,126.978,0.0
213,37.525,127.024,0.0
264,37.524,127.141,0.0
570,37.525,126.99,0.0
214,37.525,127.036,0.0
242,37.524,127.118,0.0
567,37.525,127.001,0.0
212,37.525,127.01299999999999,0.0
236,37.524,127.094,0.0
263,37.524,127.12899999999999,0.0
237,37.524,127.10600000000001,0.0
516,37.518,126.82700000000001,0.0
81,37.525999999999996,126.943,0.0
517,37.516999999999996,126.838,0.0
518,37.516999999999996,126.85,0.0
190,37.516,126.98899999999999,0.0
519,37.516999999999996,126.86200000000001,0.0
2,37.516999999999996,126.885,0.0
74,37.516999999999996,126.90799999999999,0.0
193,37.516,127.024,0.0
520,37.516999999999996,126.87299999999999,0.0
87,37.516999999999996,126.896,0.0
76,37.516999999999996,126.92,0.0
78,37.516999999999996,126.943,0.0
123,37.516,126.954,0.0
565,37.516,126.96600000000001,0.0
566,37.516,126.978,0.0
191,37.516,127.001,0.0
192,37.516,127.01299999999999,0.0
215,37.516,127.036,0.0
174,37.516,127.04799999999999,0.0
223,37.515,127.094,0.0
221,37.515,127.071,0.0
222,37.515,127.08200000000001,0.0
77,37.516999999999996,126.931,0.0
261,37.515,127.12899999999999,0.0
175,37.515,127.059,0.0
233,37.515,127.10600000000001,0.0
260,37.515,127.117,0.0
262,37.515,127.141,0.0
51,37.508,126.861,0.0
37,37.508,126.885,0.0
47,37.508,126.896,0.0
114,37.508,126.92,0.0
58,37.508,126.82600000000001,0.0
515,37.508,126.838,0.0
50,37.508,126.85,0.0
46,37.508,126.87299999999999,0.0
186,37.507,126.98899999999999,0.0
187,37.507,127.001,0.0
211,37.506,127.071,0.0
113,37.508,126.90799999999999,0.0
117,37.507,126.943,0.0
106,37.506,127.04700000000001,0.0
247,37.506,127.117,0.0
121,37.507,126.931,0.0
122,37.507,126.954,0.0
125,37.507,126.96600000000001,0.0
188,37.507,127.012,0.0
189,37.507,127.024,0.0
105,37.506,127.036,0.0
220,37.506,127.094,0.0
246,37.506,127.105,0.0
258,37.505,127.12899999999999,0.0
259,37.505,127.14,0.0
173,37.506,127.059,0.0
219,37.506,127.08200000000001,0.0
127,37.507,126.978,0.0
48,37.499,126.85,0.0
49,37.499,126.861,0.0
43,37.499,126.87299999999999,0.0
45,37.499,126.896,0.0
126,37.498000000000005,126.978,0.0
164,37.498000000000005,126.98899999999999,0.0
57,37.499,126.82600000000001,0.0
55,37.499,126.838,0.0
44,37.499,126.884,0.0
112,37.498000000000005,126.919,0.0
124,37.498000000000005,126.96600000000001,0.0
184,37.497,127.012,0.0
267,37.496,127.152,0.0
111,37.498000000000005,126.90799999999999,0.0
118,37.498000000000005,126.931,0.0
119,37.498000000000005,126.943,0.0
120,37.498000000000005,126.954,0.0
165,37.498000000000005,127.001,0.0
185,37.497,127.024,0.0
104,37.497,127.04700000000001,0.0
251,37.496,127.117,0.0
209,37.497,127.071,0.0
103,37.497,127.036,0.0
208,37.497,127.059,0.0
229,37.497,127.08200000000001,0.0
250,37.496,127.105,0.0
230,37.497,127.094,0.0
252,37.496,127.12899999999999,0.0
266,37.496,127.14,0.0
40,37.49,126.87299999999999,0.0
56,37.49,126.82600000000001,0.0
54,37.49,126.861,0.0
52,37.49,126.838,0.0
53,37.49,126.85,0.0
41,37.489000000000004,126.884,0.0
42,37.489000000000004,126.896,0.0
227,37.488,127.08200000000001,0.0
207,37.488,127.07,0.0
132,37.489000000000004,126.919,0.0
115,37.489000000000004,126.90799999999999,0.0
144,37.489000000000004,126.931,0.0
145,37.489000000000004,126.94200000000001,0.0
146,37.489000000000004,126.954,0.0
131,37.489000000000004,126.977,0.0
162,37.488,126.98899999999999,0.0
196,37.488,127.024,0.0
197,37.488,127.035,0.0
228,37.486999999999995,127.094,0.0
130,37.489000000000004,126.96600000000001,0.0
163,37.488,127.001,0.0
195,37.488,127.012,0.0
232,37.486999999999995,127.105,0.0
248,37.486999999999995,127.117,0.0
249,37.486999999999995,127.12799999999999,0.0
198,37.488,127.04700000000001,0.0
206,37.488,127.059,0.0
257,37.486999999999995,127.14,0.0
265,37.486999999999995,127.152,0.0
59,37.481,126.838,0.0
60,37.481,126.82600000000001,0.0
154,37.48,126.919,0.0
142,37.48,126.94200000000001,0.0
128,37.479,126.96600000000001,0.0
129,37.479,126.977,0.0
161,37.479,127.0,0.0
204,37.479,127.059,0.0
38,37.48,126.884,0.0
39,37.48,126.896,0.0
66,37.48,126.90799999999999,0.0
141,37.48,126.931,0.0
143,37.48,126.954,0.0
160,37.479,126.98899999999999,0.0
171,37.479,127.035,0.0
194,37.479,127.012,0.0
170,37.479,127.024,0.0
172,37.479,127.04700000000001,0.0
205,37.478,127.07,0.0
226,37.478,127.08200000000001,0.0
182,37.478,127.09299999999999,0.0
183,37.478,127.105,0.0
254,37.478,127.12799999999999,0.0
253,37.478,127.117,0.0
256,37.478,127.14,0.0
65,37.471,126.90700000000001,0.0
61,37.471,126.884,0.0
153,37.471,126.919,0.0
138,37.47,126.94200000000001,0.0
168,37.47,127.023,0.0
62,37.471,126.896,0.0
137,37.471,126.931,0.0
139,37.47,126.954,0.0
140,37.47,126.965,0.0
169,37.47,127.035,0.0
156,37.47,126.977,0.0
93,37.469,127.05799999999999,0.0
181,37.469,127.105,0.0
225,37.469,127.117,0.0
158,37.47,126.98899999999999,0.0
159,37.47,127.0,0.0
179,37.47,127.012,0.0
255,37.469,127.12799999999999,0.0
92,37.469,127.04700000000001,0.0
202,37.469,127.07,0.0
203,37.469,127.08200000000001,0.0
180,37.469,127.09299999999999,0.0
63,37.461999999999996,126.896,0.0
64,37.461999999999996,126.90700000000001,0.0
73,37.461,126.919,0.0
133,37.461,126.93,0.0
135,37.461,126.954,0.0
157,37.461,126.98899999999999,0.0
134,37.461,126.94200000000001,0.0
136,37.461,126.965,0.0
155,37.461,126.977,0.0
178,37.461,127.012,0.0
166,37.46,127.023,0.0
167,37.46,127.035,0.0
90,37.46,127.04700000000001,0.0
200,37.46,127.081,0.0
91,37.46,127.05799999999999,0.0
102,37.46,127.07,0.0
201,37.46,127.09299999999999,0.0
224,37.459,127.116,0.0
70,37.452,126.895,0.0
71,37.452,126.90700000000001,0.0
151,37.452,126.95299999999999,0.0
72,37.452,126.919,0.0
149,37.452,126.93,0.0
150,37.452,126.94200000000001,0.0
152,37.452,126.965,0.0
99,37.451,127.046,0.0
100,37.451,127.05799999999999,0.0
101,37.451,127.07,0.0
199,37.451,127.081,0.0
68,37.443000000000005,126.90700000000001,0.0
69,37.443000000000005,126.919,0.0
147,37.443000000000005,126.94200000000001,0.0
148,37.443000000000005,126.95299999999999,0.0
96,37.442,127.046,0.0
97,37.442,127.05799999999999,0.0
98,37.442,127.07,0.0
67,37.434,126.90700000000001,0.0
95,37.431999999999995,127.069,0.0
94,37.431999999999995,127.05799999999999,0.0
