Politic_tags,number,overlap_num,overlap_word
직접민주주의,2,0,[]
선동,2,0,[]
영화,2,4,"['영화1987', '문재인영화관람', '영화후기', '올해의영화']"
관람후기,2,0,[]
이한열,2,1,['강동원이한열']
시사폭격,2,0,[]
유시민돌직구,2,0,[]
미디의워치tv,2,0,[]
건곤감리,2,0,[]
슈타인즈채널,2,0,[]
이정훈교수,2,0,[]
슈타인즈,2,1,['슈타인즈채널']
김철홍,2,1,['김철홍교수']
영화후기,2,0,[]
mbc가이상해졌어요홍준표의원,2,0,[]
트루스포럼,2,1,['고려대학교트루스포럼']
snu,2,0,[]
tnj,2,1,['tnjtv']
이태희목사,2,0,[]
관람,2,2,"['문재인영화관람', '관람후기']"
대중,2,3,"['김대중', '김대중추미애', '김대중대통령']"
김윤석,2,0,[]
빡쳤다,2,0,[]
조사,2,17,"['여론조사', '세무조사', '특별조사위원회', '재조사', '경조사비', '자유한국당태블릿pc조작진상조사tf', '다스특별세무조사', '새해여론조사', '지방선거여론조사', '리얼미터여론조사', '대한언론인회여론조사', '갤럽여론조사', '개성공단조사', '선체조사위', '태블릿pc진상조사', '자유한국당태블릿pc조작진상조사태스크포스', '합동조사팀']"
롯데월드,2,3,"['제2롯데월드', '제2롯데월드성남비행장', '박범계롯데월드']"
무술년,2,1,['무술년전망']
검찰수사,2,1,['특활비검찰수사']
흔들기,2,0,[]
강민구,2,0,[]
대구집회,2,0,[]
자유한국당평창,2,0,[]
정미홍신년사,2,0,[]
태극기세력,2,0,[]
홍준표개헌,2,0,[]
궁물,2,0,[]
소환,2,2,"['이명박소환', '최경환소환']"
아동수당,2,1,['아동수당도입']
5일,2,2,"['15일', '75일만에도발']"
예산안통과,2,0,[]
새해,2,4,"['새해전망', '새해구상', '새해첫일정', '새해여론조사']"
2018.01.01,2,0,[]
18.01.01,2,1,['2018.01.01']
01,2,22,"['2018', '2018fifa', '2018한국어디로가나', '우리은행2018년도달력', '2017의인', '일mbc아침뉴스12132017', '12132017', '2017뉴스타운어워드', '2017.11.14', '20171114', '2018.01.01', '18.01.01', '0101', '20180101', '180101', '01.01', '1jan2017', '1january2017', '2017', '2018jtbc신년토론회', 'kimpa2014', '2017년12월16일뉴스룸다시보기']"
유영,2,4,"['유영하', '유영하변호사', '박근혜유영하', '김주혁이유영']"
육영수,2,0,[]
무죄석방,2,1,['박대통령무죄석방']
간부들의,2,0,[]
평창올림픽미국,2,1,['평창올림픽미국불참']
kbs공영노조위원장,2,0,[]
0101,2,2,"['20180101', '180101']"
정치호,2,0,[]
20180101,2,0,[]
국민의방송,2,0,[]
180101,2,1,['20180101']
01.01,2,2,"['2018.01.01', '18.01.01']"
성창경,2,0,[]
좌경화,2,0,[]
태극기계좌,2,0,[]
미국불참,2,1,['평창올림픽미국불참']
뱅모,2,0,[]
짐바부웨,2,0,[]
금융전쟁,2,0,[]
사드중국,2,0,[]
고려대포럼,2,0,[]
김경률,2,0,[]
인공기,2,3,"['북한인공기', '어린이인공기그림', '인공기달력']"
발전소,2,4,"['경주월성원자력발전소', '울진원자력발전소', '원자력발전소', '지열발전소']"
힘의균형,2,0,[]
동북공정,2,0,[]
가스,2,0,[]
탈석유,2,0,[]
다스비자금,2,0,[]
만주,2,1,['만주회복']
사우디아라비아,2,0,[]
우라늄,2,0,[]
대영제국,2,0,[]
한국정상회담결과,2,0,[]
베트남한중정상회담,2,0,[]
사드갈등,2,0,[]
대전,2,1,['대전시당']
문재인영흥도,2,0,[]
영흥도사망자,2,0,[]
낚시배전복,2,0,[]
대전시당,2,0,[]
분신자살,2,0,[]
편의점분신,2,0,[]
근교산,2,0,[]
부산편의점,2,0,[]
아시아나,2,0,[]
발리전세기,2,0,[]
부실수사,2,0,[]
감정서,2,0,[]
부산사건,2,0,[]
유심칩,2,0,[]
중일전쟁,2,0,[]
만수르,2,0,[]
영흥도낚시배,2,0,[]
석유,2,1,['탈석유']
공석,2,0,[]
잃어버린20년,2,0,[]
영일동맹,2,0,[]
가쓰라태프트밀약,2,0,[]
존볼턴,2,0,[]
트럼프동아시아,2,0,[]
대굴욕,2,0,[]
조시철,2,0,[]
theeconomist,2,0,[]
집행유예,2,0,[]
신동욱,2,0,[]
billemmott,2,0,[]
페리제독,2,0,[]
오바마아시아정책,2,0,[]
실형,2,1,['장시호실형']
주한미대사,2,0,[]
냉전시대,2,0,[]
아시아회귀정책,2,0,[]
강경화미군,2,0,[]
모택동,2,0,[]
초코파이,2,0,[]
강경화영어,2,0,[]
서청대,2,0,[]
태블릿pc국과수감정결과,2,0,[]
강경화포스,2,0,[]
논쟁,2,0,[]
조영환,2,0,[]
수석,2,6,"['민정수석', '정무수석', '국민소통수석', '수석비서관', '정무수석실', '양심수석방추진위원회']"
등극,2,0,[]
독설왕,2,0,[]
인기폭발,2,0,[]
구질구질,2,0,[]
강타,2,1,['태풍강타']
영흥도해경,2,0,[]
분신,2,4,"['분신자살', '편의점분신', '분신화상', '분신사고']"
헌법개정,2,0,[]
검찰조서,2,0,[]
파렴치범,2,0,[]
인터넷,2,1,['한국인터넷']
한국반응,2,0,[]
한국인터넷,2,0,[]
해외반응,2,0,[]
김성현,2,0,[]
북한군사도발,2,0,[]
퍼레이드,2,0,[]
dmz,2,0,[]
우리나라,2,0,[]
병사들,2,0,[]
4일,2,3,"['24일', '12월4일(월)', '14일']"
전투기,2,0,[]
귀순책임,2,0,[]
김포공항폭탄사건,2,0,[]
한상률,2,0,[]
24일,2,0,[]
김대중대통령,2,0,[]
김정민박사,2,0,[]
더불어민주당개헌,2,0,[]
정세균개헌,2,0,[]
문재인홍준표,2,0,[]
박용진,2,0,[]
태극기집회경찰,2,0,[]
경찰관련,2,0,[]
팩트체크,2,0,[]
평창한미훈련,2,0,[]
국회개헌,2,0,[]
거부,2,1,['미국입국거부']
병원,2,4,"['아주대병원', '성심병원갑질논란', '서울아산병원', '성심병원']"
외통수,2,0,[]
김무성개헌,2,0,[]
사익편취,2,0,[]
한민구,2,0,[]
촛불,2,3,"['촛불집회', '촛불사기', '촛불혁명']"
영흥도문재인,2,0,[]
북한평창동계올림픽,2,0,[]
비서실,2,3,"['임종석비서실장', '비서실장', '대통령비서실장']"
국가기밀,2,0,[]
형사고발,2,0,[]
부산사고,2,0,[]
인민위원회,2,1,['인민위원회내란죄']
지검장,2,1,['서울중앙지검장']
국제신문,2,0,[]
적와대,2,0,[]
분신화상,2,0,[]
붕괴,2,0,[]
문재인내란죄,2,0,[]
분신사고,2,0,[]
검사,2,2,"['#박영수특별검사', '모래시계검사']"
국회해산,2,0,[]
박근혜대통령새마을박정희미국캐나다문재인변희재서석구조원진대한애국당국회탄핵무효인권침해,2,0,[]
한중정상회담베트남,2,0,[]
정치전망대,2,1,['김진의정치전망대']
국가안전보장회의,2,0,[]
평창올림픽북한참석,2,0,[]
이성한,2,0,[]
kal기폭파사건,2,0,[]
차은택,2,0,[]
문재인평창동계올림픽,2,0,[]
이대입시비리,2,0,[]
혼수성태,2,0,[]
미르재단,2,0,[]
노화,2,0,[]
연평해전,2,0,[]
남북고위급회담,2,0,[]
13일,2,0,[]
문재인조선소,2,0,[]
문재인거제,2,0,[]
중국3불,2,0,[]
서울대,2,1,['서울대공대']
이해성tv,2,0,[]
박성현,2,0,[]
위안부강경화,2,0,[]
설훈,2,0,[]
조원진난동,2,0,[]
탄핵1주년,2,0,[]
탄저백신,2,0,[]
대자보,2,3,"['고려대대자보', '고대대자보', '고려대학교대자보']"
고대대자보,2,0,[]
고려대학교대자보,2,0,[]
고려대학,2,3,"['고려대학교트루스포럼', '고려대학교', '고려대학교대자보']"
민족고대,2,0,[]
고대,2,5,"['고대영', '고대대자보', '민족고대', '사고대책', '고대사']"
최경환의원,2,0,[]
자니윤아내,2,0,[]
자니윤저택,2,0,[]
경호실,2,2,"['대통령경호실', '청와대경호실']"
정부가,2,0,[]
조원진사자후,2,0,[]
위기감,2,0,[]
위안부합의tf,2,0,[]
제천문재인,2,0,[]
이명박정부핵폐기물,2,0,[]
박근혜원전세일즈외교,2,0,[]
자유한국당국정감사임종석,2,0,[]
원전수출,2,1,['이명박원전수출']
한겨레tv,2,0,[]
화재현장문재인,2,0,[]
고름,2,0,[]
독도새우,2,0,[]
최순득,2,0,[]
5억,2,0,[]
집안싸움,2,0,[]
백신의,2,0,[]
이찬열,2,0,[]
문재인수능,2,0,[]
정치공작,2,0,[]
핵폐기물한국반입,2,0,[]
민폐,2,0,[]
신좌파,2,0,[]
레드라인,2,0,[]
10.26,2,0,[]
역사전쟁,2,0,[]
한국근대사,2,0,[]
대북퍼주기,2,0,[]
한국사,2,0,[]
청와대용만,2,0,[]
uae원전핵폐기물,2,0,[]
tvn,2,0,[]
자니윤재산,2,0,[]
이인호,2,0,[]
강규형,2,0,[]
이사장,2,0,[]
박근혜재판,2,0,[]
광주폭동,2,0,[]
이명박원전수출,2,0,[]
우리은해규탄집회,2,0,[]
투신,2,0,[]
규탄,2,1,['우리은해규탄집회']
엄마부대,2,0,[]
햇볕정책,2,0,[]
고기파티,2,0,[]
광주사태,2,0,[]
동아일보,2,0,[]
파티,2,2,"['이명박생일파티', '고기파티']"
이명박정부원전계약,2,0,[]
앙망문,2,0,[]
핵폐기물폐연료봉한국처리,2,0,[]
이인제,2,0,[]
이명박원전계약,2,0,[]
박근혜국정원,2,2,"['박근혜국정원mb정부', '이명박박근혜국정원']"
한화갑,2,0,[]
임종석특사,2,0,[]
중대발표,2,1,['북한중대발표']
find,2,0,[]
박근혜국정원mb정부,2,0,[]
문재인스리랑카,2,0,[]
집권,2,0,[]
김영오,2,0,[]
박영인,2,0,[]
귀국,2,0,[]
장훈,2,0,[]
김수영,2,0,[]
유경근,2,0,[]
여권,2,0,[]
이낙연기자,2,0,[]
방패막이,2,0,[]
목포,2,0,[]
이낙연관훈토론,2,0,[]
수색,2,2,"['최경환압수수색', '압수수색']"
남현철,2,0,[]
사이버사,2,2,"['사이버사령부', '군사이버사령부']"
미수습자,2,0,[]
댓글활동,2,0,[]
김재천영사,2,0,[]
문재인시리세나,2,0,[]
해직,2,2,"['mbc해직언론인', '해직자복직']"
18년,2,2,"['우리은행2018년도달력', '이명박18년운전기사']"
운전기사,2,2,"['이명박18년운전기사', '이명박운전기사']"
횡령,2,0,[]
권혁규,2,0,[]
집안,2,1,['집안싸움']
인권상,2,0,[]
아사히신문,2,0,[]
12일,2,0,[]
자니윤돈,2,0,[]
이명박정부이면계약,2,0,[]
임종석중동특사,2,0,[]
권재근,2,0,[]
원전산업로드쇼,2,0,[]
uae핵폐기물,2,0,[]
국정운영,2,0,[]
24시간,2,0,[]
암덩어리,2,0,[]
실시간뉴스,2,1,['ytn실시간뉴스']
미사일발사,2,0,[]
중대보도,2,1,['북한중대보도']
뉴스특보,2,0,[]
생중계,2,1,['현장생중계']
김종대임종석,2,0,[]
24,2,10,"['news24nepal', '썰전e249', 'news24onlinetv', 'news24nepal.tv', 'news24tv', 'news24', 'news24television', 'news24nepalpanipokhari', '24일', '24시간']"
박근혜정부,2,0,[]
박근혜uae원전외교,2,0,[]
핵폐기물이면계약,2,0,[]
핵폐기물처리,2,0,[]
천만인서명운동본부,2,0,[]
원전비리,2,0,[]
북한중대보도,2,0,[]
북한중대발표,2,0,[]
양승진,2,0,[]
수원오피스텔공사현장화제,2,0,[]
쓰러진채피격…몸속수십마리기생충발견,2,0,[]
“총알넘어오면경고사격”,2,0,[]
정치9단,2,2,"['정치9단주', '민주정치9단']"
성탄절음악회문재인,2,0,[]
1월3일,2,0,[]
제천스포츠센터화재유가족,2,0,[]
위안부소녀상,2,0,[]
ytn뉴스,2,0,[]
위안부할머니,2,0,[]
스리랑카대통령,2,0,[]
제천스포츠센터화재,2,1,['제천스포츠센터화재유가족']
스리랑카,2,6,"['문재인스리랑카', '스리랑카대통령', '스리랑카정상회담', '스리랑카국빈방문', '문재인대통령스리랑카', '스리랑카환영식']"
ytn실시간뉴스,2,0,[]
와이티엔,2,0,[]
화유기,2,0,[]
고려대,2,6,"['고려대학교트루스포럼', '고려대대자보', '고려대학교', '고려대포럼', '고려대학교대자보', '고려대학']"
얼떨결에,2,0,[]
계시록,2,0,[]
유홍준,2,0,[]
72,2,0,[]
bridge,2,0,[]
mdl,2,0,[]
포복,2,1,['포복절도']
tod,2,4,"['sidhakurajanatasangatoday', 'sidhakurajanatasangalatestepisodetoday', 'falltodeath', 'sidhakurajanatasangatodayepisode']"
rok,2,0,[]
nk,2,5,"['hankyorehtv', 'hankyoreh', 'ivankamarietrump', 'thehankyoreh', 'thehankyorehtv']"
defector,2,1,['northkoreandefector']
박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원,2,0,[]
중대장,2,0,[]
음모,2,0,[]
rabilamichhanesidhakurajanatasanga,2,0,[]
한반도예언,2,0,[]
말세,2,0,[]
자살,2,4,"['종현자살', '연예인자살', '자살기도', '분신자살']"
건국,2,1,['건국대']
유시민독설,2,0,[]
남북관계,2,0,[]
가결,2,0,[]
손혜원,2,0,[]
떳다방,2,0,[]
국민소통수석,2,0,[]
과메기,2,1,['포항구룡포과메기']
kbs정상화,2,0,[]
종교,2,2,"['이국종교수', '종교개혁']"
에이스,2,1,['비질런트에이스']
잡학사전,2,0,[]
윤영찬,2,0,[]
한겨레신문사,2,0,[]
thehankyoreh,2,1,['thehankyorehtv']
thehankyorehtv,2,0,[]
위기의홍준표,2,0,[]
나원모,2,0,[]
한반도전쟁,2,1,['한반도전쟁위기']
전망,2,5,"['무술년전망', '새해전망', '정치전망대', '김진의정치전망대', '시사전망대']"
남사고,2,0,[]
kb,2,6,"['kbs', 'kbs공영노조', 'kbs뉴스9', 'u1goekbidfw', 'kbs공영노조위원장', 'kbs정상화']"
600조,2,0,[]
연금,2,3,"['국민연금지급액인상', '기초연금인상', '국민연금']"
국민연금,2,1,['국민연금지급액인상']
주식,2,1,['다스주식']
강동원1987,2,0,[]
22일,2,0,[]
강동원울음,2,0,[]
미국베트남,2,0,[]
미국중국,2,0,[]
미국일본,2,0,[]
트럼프시진핑,2,0,[]
미국대동아시아정책,2,0,[]
트럼프쩐다이꽝,2,0,[]
서울대공대,2,0,[]
주주,2,7,"['인민민주주의', '자유민주주의', '입주주택', '민주주의', '이시형최대주주', '자유민주주의삭제', '직접민주주의']"
귀순용사,2,0,[]
강동원문재인,2,0,[]
12월6일(수),2,0,[]
격암유록,2,0,[]
세균전,2,0,[]
예언서,2,0,[]
이십팔전분전,2,0,[]
성경,2,0,[]
김성태팩트,2,0,[]
홍창의,2,0,[]
문재인강동원,2,0,[]
유정훈,2,0,[]
이희범,2,0,[]
jtbc뉴스,2,1,['jtbc뉴스룸']
앵커브리핑,2,0,[]
jp,2,1,['리틀jp']
강동원이한열,2,0,[]
표결,2,0,[]
구제역,2,0,[]
충북제천,2,0,[]
코인시장,2,0,[]
재벌,2,0,[]
김동호,2,0,[]
고유미,2,0,[]
11월20일(월),2,0,[]
유우성,2,0,[]
로체,2,0,[]
설날,2,0,[]
노포,2,0,[]
박태환,2,0,[]
수원광교신도시화제,2,0,[]
리플,2,0,[]
에너지제로,2,0,[]
노원구,2,0,[]
질문왕,2,0,[]
거래소,2,0,[]
이병태교수,2,0,[]
박근혜대통령보수대구태극기집회대한애국당조원진자한당홍준표문재인국민의당민심국회대한민국여론친박,2,0,[]
제천스포츠센타,2,0,[]
키니졸브,2,0,[]
11월30일(목),2,0,[]
고현준,2,0,[]
장성택,2,0,[]
국선변호인,2,2,"['박근혜대통령국선변호인', '국선변호인단']"
당조직지도부,2,0,[]
작전변경,2,0,[]
북한정변,2,0,[]
핵동결,2,0,[]
김설송,2,0,[]
트럼프군사옵션,2,0,[]
dotv,2,0,[]
경제론,2,0,[]
망조,2,0,[]
장진수,2,0,[]
화재,2,12,"['제천화재', '제천화재유가족', '제천화재피해자', '제천화재참사', '서울용산화재참사', '화재현장문재인', '제천스포츠센터화재유가족', '제천스포츠센터화재', '문재인제천화재현장', '제천화재사고', '화재에', '재천화재']"
주무관,2,0,[]
구속수사,2,0,[]
적폐청산중단,2,0,[]
특검도우미,2,0,[]
피로감,2,0,[]
서울중앙지검장,2,0,[]
문재인피자,2,1,['문재인피자마루']
문재인피자마루,2,0,[]
장시호1심,2,0,[]
연내마무리,2,0,[]
포항여진,2,0,[]
mbc뉴스데스크,2,0,[]
수사권,2,0,[]
퇴임,2,0,[]
국가보안법,2,0,[]
20일,2,1,['11월20일(월)']
유엔사cctv영상,2,0,[]
농축수산업,2,0,[]
쥐잡이대학생,1,0,[]
소방관충원,1,0,[]
어린이인공기그림,1,0,[]
제천방문,1,0,[]
행정안정부장관,1,0,[]
이니,1,8,"['샤이니', '샤이니종현', '이니특별전', '샤이니종현사망', '샤이니종현누나', '샤이니종현우울증', '샤이니종현유서', '미샤나호세이니운']"
박한철,1,1,['박한철이정미']
미치광이,1,0,[]
민변,1,0,[]
뉴스앵커,1,0,[]
이명박근혜심판범국민행동본부,1,0,[]
행정관,1,0,[]
건재,1,0,[]
산타클로스,1,0,[]
구속도로,1,0,[]
대학생쥐잡이특공대,1,0,[]
소방관확충,1,0,[]
제국의위안부,1,0,[]
실패,1,0,[]
대통령기록물,1,0,[]
자유,1,19,"['자유한국당', '자유민주주의', '자유한국당태블릿pc', '자유한국당김성태', '자유통일', '자유당', '자유민주', '자유한국당뇌물', '자유한국당태블릿pc조작진상조사tf', '자유한국당기자회견', '자유민주주의삭제', '자유한국당평창', '자유한국당국정감사임종석', '학문의자유', '김성태자유한국당', '자유한국당태블릿pc조작진상조사태스크포스', '자유한국당초상집', '자유한국당최경환', '최경환자유한국당']"
대구시장,1,0,[]
??,1,23,"['???????', '??????', '?????????????', '???????????', '??????????', '????????????', '???????????????', '????', '?????????', '????????', '????34', '????????????????', '?????', '???10???', '????????????34', '???.???????', '??????????????', '???', '??????10????????', '??.??.', '?????????????????', '?.?????????????', '1??????2561']"
앵커리포트,1,0,[]
월드인사이드,1,0,[]
학문의자유,1,0,[]
종북좌파,1,0,[]
박유하,1,0,[]
좋은뉴스,1,0,[]
무능,1,0,[]
개점휴업,1,0,[]
검증,1,1,['태블릿pc검증']
탄저테러,1,0,[]
6월항쟁,1,0,[]
학문,1,1,['학문의자유']
과학,1,3,"['국립과학수사연구원', '국립과학수사연구원포렌식보고서', '과학계블랙리스트']"
개미방송,1,0,[]
광고중단,1,0,[]
성희롱,1,0,[]
제명,1,1,['류여해제명']
수석비서관,1,0,[]
장난전화,1,0,[]
sekloso,1,0,[]
추적,1,0,[]
미방송분,1,0,[]
김성태유시민,1,1,['김성태유시민작가']
김성태혼쭐,1,0,[]
김성태유시민작가,1,0,[]
김성태현역,1,0,[]
유시민작가,1,1,['김성태유시민작가']
김성태자유한국당,1,0,[]
김종배,1,0,[]
떡실신,1,0,[]
홍준표이명박,1,0,[]
색다른시선,1,0,[]
혼절,1,0,[]
뒷다마,1,0,[]
뒷담화,1,0,[]
문재인쇼,1,0,[]
꼼수전략,1,0,[]
보호막,1,0,[]
호남파중진,1,0,[]
결별수순,1,0,[]
원내교섭단체,1,0,[]
문모닝,1,0,[]
구태정치,1,0,[]
통합반대파,1,0,[]
부당거래,1,0,[]
제재,1,1,['대북제재']
단배식,1,0,[]
대북비밀접촉,1,0,[]
uae특사,1,0,[]
이유,1,6,"['이유미', '아이유', '욕먹는이유', '김주혁사망이유', '김주혁사고이유', '김주혁이유영']"
회동,1,0,[]
문-최,1,0,[]
새해여론조사,1,0,[]
지방선거여론조사,1,0,[]
리얼미터여론조사,1,0,[]
대한언론인회여론조사,1,0,[]
갤럽여론조사,1,0,[]
갤럽,1,1,['갤럽여론조사']
문재인국정지지도,1,0,[]
대한언론인회,1,1,['대한언론인회여론조사']
??????10????????,1,0,[]
1jan2017,1,0,[]
??.??.,1,0,[]
1?.?.60,1,0,[]
?????????????????,1,0,[]
1january2017,1,0,[]
?.?????????????,1,0,[]
1??????2561,1,0,[]
바른국민한국당,1,0,[]
차명계좌,1,0,[]
뒷거래,1,0,[]
신년식,1,0,[]
통합파,1,0,[]
정무수석실,1,0,[]
그레이엄,1,2,"['그레이엄의원', '린지그레이엄']"
미녀응원단,1,0,[]
크루즈,1,0,[]
제의,1,0,[]
직통전화,1,0,[]
단일팀,1,0,[]
핫라인,1,0,[]
김여정,1,0,[]
위하여,1,0,[]
예비역육군중장,1,0,[]
역임,1,0,[]
허평환장군,1,0,[]
시위,1,2,"['우리은행시위', '이란시위']"
5대보험료,1,0,[]
달력,1,4,"['우리은행달력', '우리은행2018년도달력', '2008년달력', '인공기달력']"
좌편향,1,0,[]
분당,1,0,[]
논산훈련소장,1,0,[]
국군기무사령관,1,0,[]
토크쇼,1,1,['시사토크쇼']
입을열다,1,0,[]
두달만에,1,0,[]
잠못드는,1,0,[]
6사단장,1,0,[]
피겨,1,0,[]
화답,1,0,[]
mb아바타,1,0,[]
채널,1,2,"['채널19', '슈타인즈채널']"
dj정신,1,0,[]
전원불참,1,0,[]
원종우.개헌,1,0,[]
포복절도,1,0,[]
실검1위,1,0,[]
2017,1,9,"['2017의인', '일mbc아침뉴스12132017', '12132017', '2017뉴스타운어워드', '2017.11.14', '20171114', '1jan2017', '1january2017', '2017년12월16일뉴스룸다시보기']"
지구온난화,1,0,[]
우리은행시위,1,0,[]
플로리다폭설,1,0,[]
보험료,1,2,"['산재보험료', '5대보험료']"
이란시위,1,0,[]
위안부합의폐기,1,0,[]
이사람아,1,0,[]
털었다,1,0,[]
2018jtbc신년토론회,1,0,[]
신년토론회,1,1,['2018jtbc신년토론회']
토론회,1,3,"['정책토론회', '2018jtbc신년토론회', '신년토론회']"
박살,1,0,[]
해체,1,0,[]
최태원회장,1,0,[]
알리바이,1,0,[]
sk회장,1,0,[]
sk최태원,1,0,[]
최태원,1,2,"['최태원회장', 'sk최태원']"
김진의정치전망대,1,0,[]
김진의정치,1,1,['김진의정치전망대']
선우정칼럼,1,0,[]
외교결례,1,0,[]
한중관계,1,0,[]
중국국빈방문,1,0,[]
월간조선,1,1,['조갑제조갑제닷컴조갑제tv월간조선조선일보보수우파애국진보헌법국군대한민국애국보수박정희박근혜이승만']
전승절,1,1,['전승절70주년']
전쟁의수수께끼,1,0,[]
손자병법,1,0,[]
속뜻,1,0,[]
막가파,1,0,[]
정봉주와친구들,1,0,[]
이승원,1,0,[]
올스타전,1,0,[]
시사전망대,1,0,[]
김성준,1,0,[]
주한미군철수발언,1,0,[]
박한철이정미,1,0,[]
28일,1,1,['11월28일(화)']
비트코인단속,1,0,[]
가상화폐근절,1,0,[]
버윌벨전주한미군사령과,1,0,[]
시국이모저모,1,0,[]
개성공단조사,1,0,[]
이재용공판내용,1,0,[]
전승절70주년,1,0,[]
존바스케즈,1,0,[]
박근혜단식,1,0,[]
한국중국,1,0,[]
부장감사,1,0,[]
박태석,1,0,[]
기생충학자,1,0,[]
조대진,1,0,[]
대하소설,1,0,[]
박사모,1,0,[]
개입,1,0,[]
문건,1,1,['내부문건']
미샤나호세이니운,1,0,[]
팬덤,1,0,[]
mh그룹,1,0,[]
양석조,1,0,[]
진술,1,1,['김관진진술']
기소,1,0,[]
만화책,1,0,[]
이동형정치수다,1,0,[]
6개월,1,0,[]
북대사관,1,0,[]
평통,1,0,[]
꽃다발,1,0,[]
이정미재판관,1,0,[]
위안부합의,1,2,"['위안부합의tf', '위안부합의폐기']"
석해균,1,0,[]
전쟁고조,1,0,[]
주한대사관,1,0,[]
고려연방제,1,0,[]
전쟁위기,1,1,['한반도전쟁위기']
지지도,1,2,"['문재인지지도', '문재인국정지지도']"
비문,1,0,[]
리틀jp,1,0,[]
시청자,1,0,[]
곽춘자,1,0,[]
고지연,1,0,[]
양승조,1,0,[]
충남지사,1,0,[]
이완구,1,1,['박대통령조원진서울역태극기집회문화무죄이완구홍준표대한애국당정치자한당더불어민주유튜브박정희검찰법원']
1월,1,7,"['11월', '1월3일', '11월20일(월)', '11월30일(목)', '11월29일(수)', '11월28일(화)', '11월27일(월)']"
이우현의원,1,0,[]
미디어비평,1,0,[]
이우현,1,2,"['이우현의원', '이우현국회의원']"
이우현국회의원,1,0,[]
옷값,1,0,[]
언론적폐청산,1,0,[]
좋아,1,0,[]
보수결집,1,0,[]
만남,1,1,['특별한만남']
백반토론나는짐이다,1,0,[]
보복운전,1,0,[]
폐차,1,0,[]
굴착기,1,0,[]
대통령탄원서,1,0,[]
감사,1,4,"['당무감사', '국정감사', '자유한국당국정감사임종석', '부장감사']"
미스터백,1,0,[]
드론,1,0,[]
어린이그림대회,1,0,[]
인공기달력,1,0,[]
변호사,1,8,"['이경재변호사', '최강욱변호사', '최순실변호사', '유영하변호사', '도태우변호사', '김기수변호사', '강철구변호사', '이재화변호사']"
이상은아들이동형,1,0,[]
이명박소환,1,0,[]
아버지,1,0,[]
월급,1,0,[]
회장,1,4,"['왕진진회장', '최태원회장', 'sk회장', '손상윤회장']"
올해의영화,1,0,[]
국민여러분,1,0,[]
땡큐,1,0,[]
대한민국역사박물관,1,0,[]
911,1,0,[]
황당사건,1,0,[]
총기,1,1,['민노총기습점거']
한국학중앙연구원,1,0,[]
교황청대사,1,0,[]
한국콘텐츠진흥원,1,0,[]
골드바,1,0,[]
주독일대사,1,0,[]
시상식,1,0,[]
공로,1,0,[]
총격,1,1,['jsa귀순북한군총격부상']
백악관,1,1,['백악관대변인']
함박웃음,1,0,[]
음악회,1,1,['성탄절음악회문재인']
평창아이템,1,0,[]
스리랑카정상회담,1,0,[]
실론티,1,0,[]
평창모자,1,0,[]
인도,1,2,"['문재인인도네시아', '인도네시아']"
아이들,1,0,[]
스리랑카국빈방문,1,0,[]
최고도,1,0,[]
이동식발사,1,0,[]
탄흔보니,1,0,[]
귀순병의,1,1,"[""귀순병의'아찔했던'그순간""]"
아찔했던,1,1,"[""귀순병의'아찔했던'그순간""]"
선명하게,1,1,"[""'선명하게남은'""]"
순간,1,1,"[""귀순병의'아찔했던'그순간""]"
'선명하게남은',1,0,[]
귀순병의'아찔했던'그순간,1,0,[]
대검찰청,1,0,[]
사회적참사,1,1,['사회적참사법']
적폐수사,1,0,[]
전선규,1,0,[]
11월29일(수),1,0,[]
임채정,1,0,[]
sidhakura151,1,0,[]
중소벤처기업부,1,1,['중소벤처기업부홍종학']
군사행동,1,0,[]
un참전국,1,0,[]
sidhakuralatestepisodenew,1,0,[]
sidhakurajanatasangatodayepisode,1,0,[]
sidhakurajanatasangalive,1,0,[]
sidhakuranew,1,0,[]
sidhakruajanatasangaepisode151,1,0,[]
rabilamichhanejantasangasidhakura,1,0,[]
국빈환영식,1,0,[]
sidhakurajanatasanga!!episode151,1,0,[]
rabilamichhanesidhakura,1,1,['rabilamichhanesidhakurajanatasanga']
발언,1,4,"['폭탄발언', '추미애미국발언', '개념발언', '주한미군철수발언']"
29일,1,1,['11월29일(수)']
한국정책방송ktv,1,0,[]
ktv국민방송,1,0,[]
문재인대통령스리랑카,1,0,[]
스리랑카환영식,1,0,[]
사회적참사법,1,0,[]
거지갑,1,0,[]
2기특조위,1,0,[]
탈북군인,1,0,[]
그림,1,2,"['어린이인공기그림', '어린이그림대회']"
7주년,1,0,[]
지열발전소,1,0,[]
비례대표,1,0,[]
기생충다이어트,1,0,[]
유골,1,0,[]
전시회,1,0,[]
벽화,1,0,[]
연평도,1,0,[]
sidhakurajanatasanga!!episode150,1,0,[]
이국종의방안에는,1,0,[]
간이침대자며환자돌봐,1,0,[]
배진영,1,0,[]
세상읽기,1,0,[]
체게바라,1,0,[]
민주정치9단,1,0,[]
사정광풍,1,0,[]
브리핑,1,2,"['뉴스브리핑', '앵커브리핑']"
미투작전,1,0,[]
김정은의,1,0,[]
특별법,1,0,[]
대한태극방송,1,0,[]
선체조사위,1,0,[]
